transaction_id,receipt_number,store_id,register_id,employee_id,customer_id,transaction_datetime,transaction_type,subtotal,discount_amount,tax_amount,total_amount,payment_method,item_count,prescription_included,loyalty_used,manager_override,status
TXN-0002665,RCP-00002665,PH-001,REG-02,EMP-0012,CUS-04557,2026-07-14 12:08:28,Sale,170.46,0,14.06,184.52,Gift Card,3,False,True,False,Completed
TXN-0002666,RCP-00002666,PH-002,REG-03,EMP-0035,CUS-01509,2026-07-23 19:43:50,Sale,123.91,10.94,9.31,122.28,Credit Card,5,False,True,True,Completed
TXN-0002667,RCP-00002667,PH-004,REG-05,EMP-0083,CUS-02050,2026-07-20 09:39:12,Sale,94.1,0,7.76,101.86,Credit Card,4,False,True,False,Completed
TXN-0002668,RCP-00002668,PH-002,REG-02,EMP-0036,CUS-03622,2026-07-27 08:09:11,Sale,268.75,17.5,20.72,271.97,Credit Card,7,False,True,True,Completed
TXN-0002669,RCP-00002669,PH-001,REG-02,EMP-0006,CUS-01224,2026-05-15 12:40:41,Sale,375.45,0,30.98,406.43,Credit Card,9,False,True,False,Completed
TXN-0002670,RCP-00002670,PH-005,REG-01,EMP-0103,,2026-07-02 21:16:11,Sale,286.87,30.04,21.2,278.03,Credit Card,5,False,False,True,Completed
TXN-0002671,RCP-00002671,PH-002,REG-06,EMP-0040,CUS-03398,2026-07-07 19:40:03,Sale,127.87,0,10.55,138.42,Debit Card,4,False,True,False,Completed
TXN-0002672,RCP-00002672,PH-004,REG-05,EMP-0086,,2026-05-07 11:08:38,Sale,173.09,7.02,13.7,179.77,Credit Card,5,False,False,False,Completed
TXN-0002673,RCP-00002673,PH-003,REG-05,EMP-0047,CUS-00182,2026-06-23 20:23:06,Sale,86.87,0,7.17,94.04,Credit Card,4,False,True,False,Completed
TXN-0002674,RCP-00002674,PH-005,REG-02,EMP-0103,CUS-01420,2026-07-05 13:25:26,Sale,402.78,0,33.23,436.01,Debit Card,5,False,True,False,Completed
TXN-0002675,RCP-00002675,PH-001,REG-01,EMP-0013,,2026-05-23 15:06:10,Sale,34.42,0,2.84,37.26,Credit Card,1,False,False,False,Completed
TXN-0002676,RCP-00002676,PH-002,REG-06,EMP-0025,,2026-06-17 20:57:17,Sale,197.98,0,16.34,214.32,Credit Card,3,False,False,False,Completed
TXN-0002677,RCP-00002677,PH-001,REG-01,EMP-0002,,2026-07-15 19:12:09,Sale,128.82,0,10.63,139.45,Debit Card,3,False,False,False,Completed
TXN-0002678,RCP-00002678,PH-003,REG-06,EMP-0059,CUS-04968,2026-07-30 16:37:56,Sale,217.83,0,17.98,235.81,Credit Card,2,False,True,False,Completed
TXN-0002679,RCP-00002679,PH-003,REG-04,EMP-0062,,2026-06-29 09:10:55,Sale,196.69,3.75,15.91,208.85,Credit Card,4,False,False,False,Completed
TXN-0002680,RCP-00002680,PH-005,REG-05,EMP-0101,CUS-04631,2026-06-16 19:51:53,Sale,94.77,8.35,7.14,93.56,Debit Card,3,False,True,False,Completed
TXN-0002681,RCP-00002681,PH-003,REG-03,EMP-0046,CUS-02557,2026-06-05 18:08:07,Sale,131.41,4.57,10.47,137.31,Cash,4,False,True,False,Completed
TXN-0002682,RCP-00002682,PH-004,REG-06,EMP-0078,CUS-02842,2026-06-04 08:07:24,Sale,412.94,14.05,32.91,431.8,Credit Card,10,False,True,False,Completed
TXN-0002683,RCP-00002683,PH-002,REG-06,EMP-0036,CUS-01208,2026-06-10 17:05:23,Sale,166.3,4.35,13.36,175.31,Cash,5,False,True,False,Completed
TXN-0002684,RCP-00002684,PH-005,REG-02,EMP-0106,CUS-04786,2026-06-09 09:49:17,Sale,196.4,0,16.2,212.6,Debit Card,4,False,True,False,Completed
TXN-0002685,RCP-00002685,PH-003,REG-02,EMP-0061,CUS-04885,2026-05-30 12:17:01,Sale,191.14,0,15.78,206.92,Cash,7,False,True,False,Completed
TXN-0002686,RCP-00002686,PH-002,REG-03,EMP-0023,CUS-04365,2026-07-11 09:12:42,Sale,464.67,5.0,37.93,497.6,Debit Card,6,False,True,False,Completed
TXN-0002687,RCP-00002687,PH-001,REG-04,EMP-0014,,2026-07-03 15:31:34,Sale,205.49,0,16.96,222.45,Credit Card,3,False,False,False,Completed
TXN-0002688,RCP-00002688,PH-001,REG-05,EMP-0020,CUS-01218,2026-06-21 17:01:25,Sale,95.96,2.96,7.67,100.67,Cash,2,False,True,False,Completed
TXN-0002689,RCP-00002689,PH-001,REG-05,EMP-0015,,2026-05-17 11:48:00,Sale,58.12,0,4.8,62.92,Credit Card,4,False,False,False,Completed
TXN-0002690,RCP-00002690,PH-005,REG-02,EMP-0100,CUS-02444,2026-07-10 14:19:44,Sale,75.76,15.15,5.0,65.61,Credit Card,1,False,True,False,Completed
TXN-0002691,RCP-00002691,PH-003,REG-04,EMP-0045,CUS-04284,2026-07-14 20:19:29,Sale,434.73,23.41,33.93,445.25,Debit Card,6,False,True,True,Completed
TXN-0002692,RCP-00002692,PH-004,REG-02,EMP-0079,CUS-00043,2026-05-09 20:08:06,Sale,170.94,3.48,13.81,181.27,Cash,5,False,True,False,Completed
TXN-0002693,RCP-00002693,PH-004,REG-03,EMP-0084,CUS-02111,2026-07-20 17:36:32,Sale,125.33,8.29,9.65,126.69,Credit Card,3,False,True,False,Completed
TXN-0002694,RCP-00002694,PH-003,REG-05,EMP-0064,CUS-02385,2026-05-09 12:50:24,Sale,352.21,5.32,28.62,375.51,Debit Card,6,False,True,False,Completed
TXN-0002695,RCP-00002695,PH-004,REG-04,EMP-0067,CUS-00598,2026-06-13 21:00:44,Sale,130.63,0,10.78,141.41,Cash,4,False,True,False,Completed
TXN-0002696,RCP-00002696,PH-005,REG-05,EMP-0101,,2026-07-13 10:29:29,Sale,133.73,12.64,9.99,131.08,Credit Card,3,False,False,False,Completed
TXN-0002697,RCP-00002697,PH-005,REG-01,EMP-0101,CUS-01157,2026-07-06 21:14:09,Sale,130.82,0,10.79,141.61,Cash,3,False,True,False,Completed
TXN-0002698,RCP-00002698,PH-001,REG-04,EMP-0016,,2026-06-12 20:56:38,Sale,52.3,0,4.31,56.61,Credit Card,3,False,False,False,Completed
TXN-0002699,RCP-00002699,PH-003,REG-01,EMP-0045,CUS-03034,2026-07-28 13:58:46,Sale,139.19,1.72,11.34,148.81,Debit Card,5,False,True,False,Completed
TXN-0002700,RCP-00002700,PH-002,REG-03,EMP-0025,CUS-02178,2026-07-05 20:00:13,Sale,392.3,12.91,31.31,410.7,Cash,11,False,True,False,Completed
TXN-0002701,RCP-00002701,PH-005,REG-05,EMP-0108,,2026-06-24 10:44:50,Sale,203.94,18.72,15.29,200.51,Split Payment,6,False,False,True,Completed
TXN-0002702,RCP-00002702,PH-002,REG-06,EMP-0039,CUS-00932,2026-07-17 12:33:54,Sale,47.02,0,3.88,50.9,Debit Card,1,False,True,False,Completed
TXN-0002703,RCP-00002703,PH-002,REG-01,EMP-0042,CUS-02377,2026-06-13 10:52:38,Sale,70.83,0.09,5.84,76.58,Credit Card,5,False,True,False,Completed
TXN-0002704,RCP-00002704,PH-003,REG-03,EMP-0061,CUS-01403,2026-07-28 17:31:01,Sale,280.35,1.63,22.99,301.71,Credit Card,5,False,True,False,Completed
TXN-0002705,RCP-00002705,PH-003,REG-01,EMP-0047,CUS-04725,2026-07-07 15:46:55,Sale,151.62,0,12.52,164.14,Debit Card,4,False,True,False,Completed
TXN-0002706,RCP-00002706,PH-004,REG-05,EMP-0068,CUS-02075,2026-05-29 08:25:41,Sale,249.86,11.72,19.65,257.79,Split Payment,4,False,True,False,Completed
TXN-0002707,RCP-00002707,PH-001,REG-01,EMP-0014,CUS-01871,2026-05-02 15:14:12,Sale,117.44,3.95,9.36,122.85,Cash,5,False,True,False,Completed
TXN-0002708,RCP-00002708,PH-002,REG-01,EMP-0040,CUS-03963,2026-07-10 16:46:34,Sale,300.69,10.11,23.97,314.55,Debit Card,5,False,True,False,Completed
TXN-0002709,RCP-00002709,PH-004,REG-01,EMP-0085,,2026-07-23 11:30:41,Sale,641.99,33.68,50.19,658.5,Debit Card,7,False,False,True,Completed
TXN-0002710,RCP-00002710,PH-004,REG-02,EMP-0068,CUS-02967,2026-07-27 08:50:13,Sale,146.59,6.63,11.55,151.51,Debit Card,4,False,True,False,Completed
TXN-0002711,RCP-00002711,PH-002,REG-05,EMP-0023,CUS-01796,2026-07-04 15:04:41,Sale,18.11,0,1.49,19.6,Credit Card,1,False,True,False,Completed
TXN-0002712,RCP-00002712,PH-001,REG-03,EMP-0003,CUS-04927,2026-06-20 08:31:14,Sale,43.29,0,3.57,46.86,Cash,2,False,True,False,Completed
TXN-0002713,RCP-00002713,PH-004,REG-01,EMP-0069,CUS-00248,2026-06-11 08:27:05,Sale,144.05,0,11.88,155.93,Debit Card,3,False,True,False,Completed
TXN-0002714,RCP-00002714,PH-005,REG-06,EMP-0091,CUS-02964,2026-07-28 15:36:21,Sale,306.73,15.01,24.05,315.77,Debit Card,7,False,True,False,Completed
TXN-0002715,RCP-00002715,PH-004,REG-03,EMP-0083,CUS-03664,2026-05-11 17:25:45,Sale,248.13,0,20.48,268.61,Credit Card,9,False,True,False,Completed
TXN-0002716,RCP-00002716,PH-005,REG-06,EMP-0091,CUS-03913,2026-06-05 16:24:28,Sale,96.25,0,7.94,104.19,Debit Card,3,False,True,False,Completed
TXN-0002717,RCP-00002717,PH-005,REG-04,EMP-0103,CUS-03587,2026-06-16 16:57:46,Sale,66.18,0,5.46,71.64,Credit Card,1,False,True,False,Completed
TXN-0002718,RCP-00002718,PH-001,REG-06,EMP-0017,,2026-07-31 18:20:59,Sale,145.38,0,12.0,157.38,Debit Card,4,False,False,False,Completed
TXN-0002719,RCP-00002719,PH-002,REG-04,EMP-0040,CUS-01137,2026-05-30 14:42:55,Sale,54.03,0,4.45,58.48,Credit Card,2,False,True,False,Completed
TXN-0002720,RCP-00002720,PH-001,REG-03,EMP-0015,,2026-07-29 12:22:08,Sale,353.86,0.42,29.15,382.59,Credit Card,5,False,False,False,Completed
TXN-0002721,RCP-00002721,PH-002,REG-03,EMP-0023,CUS-01292,2026-07-30 11:15:38,Sale,95.37,0,7.87,103.24,Debit Card,3,False,True,False,Completed
TXN-0002722,RCP-00002722,PH-004,REG-02,EMP-0086,CUS-01690,2026-05-23 17:48:00,Sale,85.01,0,7.01,92.02,Credit Card,3,False,True,False,Completed
TXN-0002723,RCP-00002723,PH-004,REG-03,EMP-0067,,2026-06-25 13:08:29,Sale,210.52,0,17.37,227.89,Cash,4,False,False,False,Completed
TXN-0002724,RCP-00002724,PH-004,REG-01,EMP-0068,CUS-03336,2026-06-09 21:02:51,Sale,106.9,0,8.81,115.71,Debit Card,4,False,True,False,Completed
TXN-0002725,RCP-00002725,PH-001,REG-06,EMP-0015,CUS-03516,2026-07-29 20:17:28,Sale,177.75,6.61,14.12,185.26,Debit Card,3,False,True,False,Completed
TXN-0002726,RCP-00002726,PH-001,REG-04,EMP-0013,CUS-00847,2026-07-31 14:54:11,Sale,131.11,3.92,10.49,137.68,Credit Card,4,False,True,False,Completed
TXN-0002727,RCP-00002727,PH-005,REG-04,EMP-0090,CUS-00248,2026-07-12 12:06:21,Sale,224.08,2.5,18.29,239.87,Credit Card,7,False,True,False,Completed
TXN-0002728,RCP-00002728,PH-001,REG-01,EMP-0020,CUS-03150,2026-07-21 16:18:39,Sale,198.04,7.74,15.71,206.01,Cash,5,False,True,False,Completed
TXN-0002729,RCP-00002729,PH-003,REG-03,EMP-0059,CUS-01836,2026-05-21 08:32:47,Sale,95.61,0,7.88,103.49,Credit Card,4,False,True,False,Completed
TXN-0002730,RCP-00002730,PH-005,REG-02,EMP-0101,CUS-03772,2026-07-15 09:18:31,Sale,241.88,2.88,19.73,258.73,Credit Card,7,False,True,False,Completed
TXN-0002731,RCP-00002731,PH-005,REG-06,EMP-0103,,2026-06-13 08:14:36,Sale,237.64,2.34,19.42,254.72,Cash,7,False,False,False,Completed
TXN-0002732,RCP-00002732,PH-001,REG-01,EMP-0014,CUS-04127,2026-05-16 17:18:02,Sale,29.63,0,2.44,32.07,Cash,1,False,True,False,Completed
TXN-0002733,RCP-00002733,PH-003,REG-01,EMP-0046,CUS-03994,2026-05-15 13:45:56,Sale,146.21,0,12.06,158.27,Debit Card,4,False,True,False,Completed
TXN-0002734,RCP-00002734,PH-001,REG-03,EMP-0006,CUS-03103,2026-06-15 14:13:50,Sale,235.88,0.8,19.38,254.46,Cash,6,False,True,False,Completed
TXN-0002735,RCP-00002735,PH-005,REG-04,EMP-0090,CUS-04700,2026-06-28 12:23:22,Sale,166.06,2.53,13.5,177.03,Debit Card,7,False,True,False,Completed
TXN-0002736,RCP-00002736,PH-001,REG-03,EMP-0015,CUS-01512,2026-07-20 17:55:58,Sale,197.14,0,16.26,213.4,Debit Card,5,False,True,False,Completed
TXN-0002737,RCP-00002737,PH-004,REG-01,EMP-0068,CUS-01163,2026-05-11 20:33:29,Sale,233.77,1.29,19.18,251.66,Debit Card,7,False,True,False,Completed
TXN-0002738,RCP-00002738,PH-001,REG-02,EMP-0013,,2026-06-17 15:50:12,Sale,253.56,2.56,20.7,271.7,Credit Card,5,False,False,False,Completed
TXN-0002739,RCP-00002739,PH-002,REG-04,EMP-0023,CUS-01414,2026-07-01 11:05:38,Sale,140.31,1.12,11.48,150.67,Credit Card,6,False,True,False,Completed
TXN-0002740,RCP-00002740,PH-004,REG-02,EMP-0085,CUS-01761,2026-06-09 15:19:36,Sale,24.84,0,2.05,26.89,Debit Card,3,False,True,False,Completed
TXN-0002741,RCP-00002741,PH-002,REG-05,EMP-0037,CUS-04715,2026-07-07 14:34:35,Sale,120.47,13.52,8.82,115.77,Split Payment,4,False,True,True,Completed
TXN-0002742,RCP-00002742,PH-005,REG-05,EMP-0108,CUS-02844,2026-06-10 20:00:15,Sale,10.06,0,0.83,10.89,Credit Card,1,False,True,False,Completed
TXN-0002743,RCP-00002743,PH-003,REG-05,EMP-0062,CUS-03708,2026-05-17 11:12:27,Sale,305.22,1.76,25.04,328.5,Debit Card,5,False,True,False,Completed
TXN-0002744,RCP-00002744,PH-001,REG-02,EMP-0013,CUS-01814,2026-07-02 21:14:31,Sale,172.46,5.86,13.74,180.34,Credit Card,4,False,True,False,Completed
TXN-0002745,RCP-00002745,PH-002,REG-06,EMP-0024,,2026-05-16 20:38:36,Sale,191.39,9.75,14.97,196.61,Cash,8,False,False,True,Completed
TXN-0002746,RCP-00002746,PH-003,REG-02,EMP-0047,,2026-06-13 10:14:54,Sale,47.09,0,3.88,50.97,Gift Card,1,False,False,False,Completed
TXN-0002747,RCP-00002747,PH-005,REG-05,EMP-0103,CUS-00544,2026-07-25 17:33:03,Sale,151.89,6.3,12.01,157.6,Credit Card,6,False,True,False,Completed
TXN-0002748,RCP-00002748,PH-004,REG-04,EMP-0085,CUS-01379,2026-07-27 17:12:35,Sale,645.11,18.37,51.71,678.45,Credit Card,10,False,True,False,Completed
TXN-0002749,RCP-00002749,PH-003,REG-06,EMP-0058,,2026-05-16 19:03:45,Sale,392.95,0,32.42,425.37,Credit Card,5,False,False,False,Completed
TXN-0002750,RCP-00002750,PH-005,REG-02,EMP-0108,CUS-01390,2026-06-23 21:09:50,Sale,234.64,0,19.36,254.0,Credit Card,5,False,True,False,Completed
TXN-0002751,RCP-00002751,PH-001,REG-02,EMP-0003,CUS-04468,2026-07-25 19:18:51,Sale,347.04,2.34,28.43,373.13,Debit Card,7,False,True,False,Completed
TXN-0002752,RCP-00002752,PH-002,REG-06,EMP-0040,,2026-06-21 12:46:35,Sale,267.24,23.04,20.14,264.34,Debit Card,6,False,False,True,Completed
TXN-0002753,RCP-00002753,PH-005,REG-05,EMP-0103,CUS-03328,2026-05-23 21:24:18,Sale,453.86,15.0,36.19,475.05,Credit Card,10,False,True,False,Completed
TXN-0002754,RCP-00002754,PH-001,REG-03,EMP-0018,,2026-07-24 10:38:43,Sale,386.03,2.85,31.61,414.79,Split Payment,6,False,False,False,Completed
TXN-0002755,RCP-00002755,PH-004,REG-03,EMP-0078,CUS-03367,2026-06-04 11:16:42,Sale,307.15,20.3,23.68,310.53,Credit Card,6,False,True,False,Completed
TXN-0002756,RCP-00002756,PH-004,REG-02,EMP-0084,CUS-02972,2026-05-23 21:05:29,Sale,178.13,3.95,14.36,188.54,Credit Card,5,False,True,False,Completed
TXN-0002757,RCP-00002757,PH-004,REG-05,EMP-0068,CUS-01370,2026-07-19 16:40:37,Sale,80.55,0,6.64,87.19,Credit Card,2,False,True,False,Completed
TXN-0002758,RCP-00002758,PH-001,REG-02,EMP-0013,CUS-02788,2026-06-03 20:10:05,Sale,76.48,2.75,6.09,79.82,Debit Card,2,False,True,False,Completed
TXN-0002759,RCP-00002759,PH-002,REG-02,EMP-0042,CUS-00907,2026-06-19 14:16:16,Sale,109.65,1.44,8.93,117.14,Credit Card,4,False,True,False,Completed
TXN-0002760,RCP-00002760,PH-004,REG-05,EMP-0083,CUS-00163,2026-05-31 11:23:01,Sale,171.05,9.4,13.34,174.99,Debit Card,5,False,True,False,Completed
TXN-0002761,RCP-00002761,PH-005,REG-01,EMP-0100,,2026-05-09 16:32:22,Sale,105.31,0,8.68,113.99,Debit Card,3,False,False,False,Completed
TXN-0002762,RCP-00002762,PH-005,REG-06,EMP-0101,CUS-00446,2026-05-31 09:04:06,Sale,309.34,12.34,24.5,321.5,Gift Card,8,False,True,False,Completed
TXN-0002763,RCP-00002763,PH-005,REG-03,EMP-0106,CUS-02349,2026-06-30 18:15:27,Sale,299.18,4.53,24.3,318.95,Cash,7,False,True,False,Completed
TXN-0002764,RCP-00002764,PH-004,REG-05,EMP-0080,CUS-04387,2026-05-10 15:14:57,Sale,170.52,0,14.06,184.58,Cash,4,False,True,False,Completed
TXN-0002765,RCP-00002765,PH-001,REG-02,EMP-0015,CUS-04087,2026-06-08 09:46:38,Sale,317.31,0,26.18,343.49,Debit Card,6,False,True,False,Completed
TXN-0002766,RCP-00002766,PH-001,REG-04,EMP-0002,CUS-00704,2026-05-06 09:42:24,Sale,156.46,6.01,12.41,162.86,Credit Card,3,False,True,False,Completed
TXN-0002767,RCP-00002767,PH-003,REG-02,EMP-0060,CUS-03699,2026-06-04 16:06:51,Sale,162.48,7.55,12.76,167.69,Credit Card,6,False,True,False,Completed
TXN-0002768,RCP-00002768,PH-001,REG-03,EMP-0013,CUS-00792,2026-05-13 20:09:20,Sale,39.77,0,3.28,43.05,Credit Card,2,False,True,False,Completed
TXN-0002769,RCP-00002769,PH-003,REG-06,EMP-0062,,2026-07-20 09:58:46,Sale,83.92,0.96,6.84,89.8,Debit Card,2,False,False,False,Completed
TXN-0002770,RCP-00002770,PH-002,REG-03,EMP-0039,,2026-07-30 13:11:42,Sale,133.08,0,10.98,144.06,Cash,3,False,False,False,Completed
TXN-0002771,RCP-00002771,PH-001,REG-04,EMP-0014,CUS-02469,2026-05-23 20:16:30,Sale,371.68,0,30.67,402.35,Credit Card,3,False,True,False,Completed
TXN-0002772,RCP-00002772,PH-001,REG-02,EMP-0014,CUS-02529,2026-05-02 18:02:34,Sale,232.15,0.43,19.11,250.83,Gift Card,5,False,True,False,Completed
TXN-0002773,RCP-00002773,PH-001,REG-05,EMP-0006,CUS-00890,2026-07-20 15:32:50,Sale,33.63,2.35,2.58,33.86,Cash,2,False,True,False,Completed
TXN-0002774,RCP-00002774,PH-003,REG-01,EMP-0062,,2026-07-04 16:49:21,Sale,289.28,1.19,23.77,311.86,Credit Card,6,False,False,False,Completed
TXN-0002775,RCP-00002775,PH-005,REG-04,EMP-0102,CUS-00753,2026-05-14 21:01:19,Sale,43.7,6.21,3.1,40.59,Credit Card,2,False,True,False,Completed
TXN-0002776,RCP-00002776,PH-004,REG-02,EMP-0082,CUS-03241,2026-06-23 21:39:49,Sale,354.86,5.28,28.84,378.42,Debit Card,8,False,True,False,Completed
TXN-0002777,RCP-00002777,PH-001,REG-04,EMP-0012,CUS-03321,2026-05-01 17:59:07,Sale,152.27,2.19,12.39,162.47,Split Payment,4,False,True,False,Completed
TXN-0002778,RCP-00002778,PH-004,REG-04,EMP-0068,CUS-02970,2026-06-16 10:53:36,Sale,17.4,1.74,1.29,16.95,Debit Card,1,False,True,False,Completed
TXN-0002779,RCP-00002779,PH-002,REG-02,EMP-0037,CUS-04596,2026-07-10 15:22:47,Sale,141.7,0,11.69,153.39,Debit Card,4,False,True,False,Completed
TXN-0002780,RCP-00002780,PH-002,REG-02,EMP-0036,CUS-00923,2026-07-28 09:45:30,Sale,413.56,16.89,32.72,429.39,Cash,8,False,True,False,Completed
TXN-0002781,RCP-00002781,PH-004,REG-01,EMP-0083,CUS-01535,2026-05-28 18:04:57,Sale,221.81,6.73,17.74,232.82,Debit Card,5,False,True,False,Completed
TXN-0002782,RCP-00002782,PH-005,REG-05,EMP-0107,CUS-00088,2026-06-12 18:52:19,Sale,85.74,5.59,6.61,86.76,Cash,2,False,True,False,Completed
TXN-0002783,RCP-00002783,PH-001,REG-02,EMP-0012,CUS-03988,2026-06-19 20:45:15,Sale,525.16,4.77,42.92,563.31,Credit Card,7,False,True,False,Completed
TXN-0002784,RCP-00002784,PH-004,REG-06,EMP-0078,CUS-02494,2026-05-28 17:07:14,Sale,164.93,2.95,13.36,175.34,Credit Card,5,False,True,False,Completed
TXN-0002785,RCP-00002785,PH-004,REG-04,EMP-0081,CUS-01304,2026-06-19 12:32:23,Sale,3.87,0,0.32,4.19,Credit Card,1,False,True,False,Completed
TXN-0002786,RCP-00002786,PH-002,REG-02,EMP-0025,CUS-00825,2026-06-01 20:22:16,Sale,97.07,0,8.01,105.08,Cash,3,False,True,False,Completed
TXN-0002787,RCP-00002787,PH-001,REG-03,EMP-0002,CUS-02196,2026-06-02 11:02:27,Sale,110.11,0,9.09,119.2,Split Payment,4,False,True,False,Completed
TXN-0002788,RCP-00002788,PH-001,REG-04,EMP-0015,CUS-02427,2026-05-13 19:20:06,Sale,170.61,9.17,13.32,174.76,Debit Card,4,False,True,False,Completed
TXN-0002789,RCP-00002789,PH-004,REG-01,EMP-0079,CUS-04907,2026-06-14 12:27:32,Sale,130.71,17.14,9.37,122.94,Credit Card,3,False,True,False,Completed
TXN-0002790,RCP-00002790,PH-001,REG-05,EMP-0016,CUS-01005,2026-06-18 08:08:34,Sale,269.98,7.12,21.69,284.55,Cash,3,False,True,False,Completed
TXN-0002791,RCP-00002791,PH-001,REG-01,EMP-0018,CUS-00706,2026-06-23 14:16:21,Sale,108.49,18.23,7.44,97.7,Credit Card,4,False,True,True,Completed
TXN-0002792,RCP-00002792,PH-001,REG-04,EMP-0019,CUS-02837,2026-05-02 17:58:07,Sale,117.61,0,9.7,127.31,Split Payment,3,False,True,False,Completed
TXN-0002793,RCP-00002793,PH-004,REG-01,EMP-0086,CUS-03486,2026-07-02 14:29:11,Sale,30.23,0,2.49,32.72,Credit Card,1,False,True,False,Completed
TXN-0002794,RCP-00002794,PH-004,REG-03,EMP-0081,,2026-06-21 16:19:59,Sale,465.04,0,38.37,503.41,Credit Card,6,False,False,False,Completed
TXN-0002795,RCP-00002795,PH-001,REG-06,EMP-0003,CUS-00216,2026-06-22 18:53:10,Sale,100.67,8.12,7.63,100.18,Credit Card,4,False,True,False,Completed
TXN-0002796,RCP-00002796,PH-003,REG-02,EMP-0045,CUS-03178,2026-05-02 16:31:09,Sale,164.23,0,13.55,177.78,Debit Card,4,False,True,False,Completed
TXN-0002797,RCP-00002797,PH-001,REG-04,EMP-0015,,2026-07-13 19:54:37,Sale,160.94,2.67,13.05,171.32,Debit Card,4,False,False,False,Completed
TXN-0002798,RCP-00002798,PH-003,REG-03,EMP-0059,CUS-01204,2026-07-23 16:57:28,Sale,135.7,0,11.19,146.89,Debit Card,6,False,True,False,Completed
TXN-0002799,RCP-00002799,PH-004,REG-01,EMP-0078,CUS-04773,2026-06-27 12:26:34,Sale,113.9,2.59,9.19,120.5,Cash,4,False,True,False,Completed
TXN-0002800,RCP-00002800,PH-004,REG-04,EMP-0079,CUS-03769,2026-05-27 11:55:49,Sale,224.39,6.89,17.94,235.44,Credit Card,5,False,True,False,Completed
TXN-0002801,RCP-00002801,PH-001,REG-02,EMP-0016,CUS-00754,2026-06-19 18:36:59,Sale,407.3,5.62,33.13,434.81,Credit Card,7,False,True,False,Completed
TXN-0002802,RCP-00002802,PH-003,REG-02,EMP-0056,CUS-00747,2026-07-30 08:39:00,Sale,238.42,14.57,18.46,242.31,Debit Card,6,False,True,False,Completed
TXN-0002803,RCP-00002803,PH-002,REG-05,EMP-0034,,2026-05-21 11:30:02,Sale,64.33,0.15,5.3,69.48,Split Payment,2,False,False,False,Completed
TXN-0002804,RCP-00002804,PH-003,REG-04,EMP-0061,CUS-02674,2026-06-01 17:06:37,Sale,121.83,6.98,9.48,124.33,Gift Card,3,False,True,False,Completed
TXN-0002805,RCP-00002805,PH-001,REG-03,EMP-0002,CUS-01972,2026-06-08 20:54:18,Sale,426.14,1.43,35.04,459.75,Credit Card,8,False,True,False,Completed
TXN-0002806,RCP-00002806,PH-003,REG-02,EMP-0058,,2026-07-07 14:04:23,Sale,47.68,0,3.93,51.61,Debit Card,1,False,False,False,Completed
TXN-0002807,RCP-00002807,PH-003,REG-02,EMP-0058,CUS-04658,2026-05-25 16:58:06,Sale,159.84,0,13.18,173.02,Credit Card,4,False,True,False,Completed
TXN-0002808,RCP-00002808,PH-001,REG-01,EMP-0014,CUS-01014,2026-07-21 09:56:31,Sale,179.49,6.09,14.31,187.71,Gift Card,5,False,True,False,Completed
TXN-0002809,RCP-00002809,PH-002,REG-03,EMP-0024,CUS-03305,2026-05-14 19:17:25,Sale,161.46,4.59,12.94,169.81,Debit Card,4,False,True,False,Completed
TXN-0002810,RCP-00002810,PH-004,REG-02,EMP-0068,CUS-04972,2026-06-06 15:06:52,Sale,47.39,0,3.91,51.3,Credit Card,1,False,True,False,Completed
TXN-0002811,RCP-00002811,PH-002,REG-06,EMP-0037,CUS-03255,2026-07-01 13:40:03,Sale,117.14,6.06,9.17,120.25,Credit Card,4,False,True,False,Completed
TXN-0002812,RCP-00002812,PH-004,REG-04,EMP-0080,,2026-06-28 11:16:19,Sale,477.18,10.96,38.46,504.68,Credit Card,7,False,False,False,Completed
TXN-0002813,RCP-00002813,PH-003,REG-01,EMP-0060,,2026-05-09 19:23:00,Sale,190.23,0,15.69,205.92,Credit Card,5,False,False,False,Completed
TXN-0002814,RCP-00002814,PH-003,REG-06,EMP-0059,CUS-00267,2026-05-16 09:58:02,Sale,234.83,4.87,18.97,248.93,Debit Card,7,False,True,False,Completed
TXN-0002815,RCP-00002815,PH-003,REG-05,EMP-0057,CUS-02027,2026-07-12 11:08:42,Sale,240.41,14.46,18.63,244.58,Credit Card,7,False,True,False,Completed
TXN-0002816,RCP-00002816,PH-005,REG-04,EMP-0102,CUS-00342,2026-05-23 21:04:43,Sale,348.0,0,28.7,376.7,Debit Card,4,False,True,False,Completed
TXN-0002817,RCP-00002817,PH-005,REG-02,EMP-0090,CUS-00518,2026-07-27 14:08:22,Sale,47.63,0,3.93,51.56,Credit Card,1,False,True,False,Completed
TXN-0002818,RCP-00002818,PH-003,REG-02,EMP-0060,CUS-04875,2026-07-25 11:52:09,Sale,76.96,0.56,6.3,82.7,Credit Card,4,False,True,False,Completed
TXN-0002819,RCP-00002819,PH-001,REG-04,EMP-0013,CUS-03779,2026-05-26 17:38:56,Sale,219.18,0,18.08,237.26,Credit Card,1,False,True,False,Completed
TXN-0002820,RCP-00002820,PH-002,REG-02,EMP-0040,CUS-01869,2026-06-22 11:43:11,Sale,230.42,1.92,18.85,247.35,Split Payment,5,False,True,False,Completed
