snapshot_id,snapshot_date,store_id,product_id,system_quantity,counted_quantity,variance_quantity,variance_value,expired_quantity,status
SNP-00000600,2026-07-31,PH-002,PRD-00658,26,23,-3,-49.65,0,Minor Variance
SNP-00000601,2026-07-31,PH-003,PRD-00497,9,10,1,19.86,0,Minor Variance
SNP-00000602,2026-07-31,PH-003,PRD-00440,8,8,0,0.0,0,Matched
SNP-00000603,2026-07-31,PH-003,PRD-00136,0,0,0,0.0,0,Out of Stock
SNP-00000604,2026-07-31,PH-003,PRD-00106,6,6,0,0.0,0,Matched
SNP-00000605,2026-07-31,PH-003,PRD-00600,16,17,1,7.36,0,Minor Variance
SNP-00000606,2026-07-31,PH-003,PRD-00545,93,93,0,0.0,0,Matched
SNP-00000607,2026-07-31,PH-003,PRD-00107,51,50,-1,-11.17,0,Minor Variance
SNP-00000608,2026-07-31,PH-003,PRD-00521,16,15,-1,-18.44,0,Minor Variance
SNP-00000609,2026-07-31,PH-003,PRD-00755,0,3,3,49.11,0,Minor Variance
SNP-00000610,2026-07-31,PH-003,PRD-00644,64,66,2,30.72,0,Minor Variance
SNP-00000611,2026-07-31,PH-003,PRD-00584,4,1,-3,-40.65,0,Minor Variance
SNP-00000612,2026-07-31,PH-003,PRD-00635,50,50,0,0.0,0,Matched
SNP-00000613,2026-07-31,PH-003,PRD-00073,19,17,-2,-37.04,0,Minor Variance
SNP-00000614,2026-07-31,PH-003,PRD-00761,60,57,-3,-23.43,0,Minor Variance
SNP-00000615,2026-07-31,PH-003,PRD-00505,63,60,-3,-65.64,0,Minor Variance
SNP-00000616,2026-07-31,PH-003,PRD-00582,69,66,-3,-3.33,0,Minor Variance
SNP-00000617,2026-07-31,PH-003,PRD-00191,76,79,3,87.69,0,Minor Variance
SNP-00000618,2026-07-31,PH-003,PRD-00037,80,78,-2,-63.48,0,Minor Variance
SNP-00000619,2026-07-31,PH-003,PRD-00174,90,87,-3,-90.84,0,Minor Variance
SNP-00000620,2026-07-31,PH-003,PRD-00499,75,78,3,65.79,0,Minor Variance
SNP-00000621,2026-07-31,PH-003,PRD-00128,35,35,0,0.0,0,Matched
SNP-00000622,2026-07-31,PH-003,PRD-00400,21,23,2,62.8,0,Minor Variance
SNP-00000623,2026-07-31,PH-003,PRD-00328,9,10,1,7.68,0,Minor Variance
SNP-00000624,2026-07-31,PH-003,PRD-00327,23,24,1,22.2,0,Minor Variance
SNP-00000625,2026-07-31,PH-003,PRD-00542,25,23,-2,-33.8,0,Minor Variance
SNP-00000626,2026-07-31,PH-003,PRD-00367,82,81,-1,-30.02,0,Minor Variance
SNP-00000627,2026-07-31,PH-003,PRD-00048,34,31,-3,-37.92,0,Minor Variance
SNP-00000628,2026-07-31,PH-003,PRD-00494,40,41,1,1.0,0,Minor Variance
SNP-00000629,2026-07-31,PH-003,PRD-00247,6,6,0,0.0,0,Matched
SNP-00000630,2026-07-31,PH-003,PRD-00042,56,57,1,26.51,0,Minor Variance
SNP-00000631,2026-07-31,PH-003,PRD-00722,2,0,-2,-36.62,0,Out of Stock
SNP-00000632,2026-07-31,PH-003,PRD-00696,73,72,-1,-11.45,0,Minor Variance
SNP-00000633,2026-07-31,PH-003,PRD-00663,58,56,-2,-27.58,0,Minor Variance
SNP-00000634,2026-07-31,PH-003,PRD-00165,14,15,1,21.6,0,Minor Variance
SNP-00000635,2026-07-31,PH-003,PRD-00428,99,98,-1,-20.72,0,Minor Variance
SNP-00000636,2026-07-31,PH-003,PRD-00415,35,37,2,6.0,0,Minor Variance
SNP-00000637,2026-07-31,PH-003,PRD-00035,39,41,2,62.68,0,Minor Variance
SNP-00000638,2026-07-31,PH-003,PRD-00343,64,66,2,22.72,0,Minor Variance
SNP-00000639,2026-07-31,PH-003,PRD-00145,49,46,-3,-9.87,0,Minor Variance
SNP-00000640,2026-07-31,PH-003,PRD-00028,49,49,0,0.0,0,Matched
SNP-00000641,2026-07-31,PH-003,PRD-00369,20,18,-2,-65.72,0,Minor Variance
SNP-00000642,2026-07-31,PH-003,PRD-00731,87,90,3,42.33,0,Minor Variance
SNP-00000643,2026-07-31,PH-003,PRD-00131,89,92,3,18.42,0,Minor Variance
SNP-00000644,2026-07-31,PH-003,PRD-00694,71,74,3,34.23,0,Minor Variance
SNP-00000645,2026-07-31,PH-003,PRD-00741,27,29,2,13.68,0,Minor Variance
SNP-00000646,2026-07-31,PH-003,PRD-00109,34,37,3,44.19,0,Minor Variance
SNP-00000647,2026-07-31,PH-003,PRD-00564,19,21,2,13.82,0,Minor Variance
SNP-00000648,2026-07-31,PH-003,PRD-00777,87,89,2,28.52,0,Minor Variance
SNP-00000649,2026-07-31,PH-003,PRD-00748,46,47,1,26.8,0,Minor Variance
SNP-00000650,2026-07-31,PH-003,PRD-00539,29,30,1,20.53,0,Minor Variance
SNP-00000651,2026-07-31,PH-003,PRD-00794,56,53,-3,-60.54,0,Minor Variance
SNP-00000652,2026-07-31,PH-003,PRD-00115,49,46,-3,-62.76,0,Minor Variance
SNP-00000653,2026-07-31,PH-003,PRD-00759,3,0,-3,-97.35,0,Out of Stock
SNP-00000654,2026-07-31,PH-003,PRD-00552,63,60,-3,-51.78,0,Minor Variance
SNP-00000655,2026-07-31,PH-003,PRD-00127,39,42,3,102.39,0,Minor Variance
SNP-00000656,2026-07-31,PH-003,PRD-00429,99,100,1,18.13,0,Minor Variance
SNP-00000657,2026-07-31,PH-003,PRD-00349,33,30,-3,-102.45,0,Minor Variance
SNP-00000658,2026-07-31,PH-003,PRD-00162,25,24,-1,-17.94,0,Minor Variance
SNP-00000659,2026-07-31,PH-003,PRD-00706,47,46,-1,-27.17,0,Minor Variance
SNP-00000660,2026-07-31,PH-003,PRD-00195,12,15,3,65.76,0,Minor Variance
SNP-00000661,2026-07-31,PH-003,PRD-00408,22,23,1,5.88,0,Minor Variance
SNP-00000662,2026-07-31,PH-003,PRD-00764,43,40,-3,-24.78,0,Minor Variance
SNP-00000663,2026-07-31,PH-003,PRD-00537,89,88,-1,-9.44,0,Minor Variance
SNP-00000664,2026-07-31,PH-003,PRD-00474,21,22,1,32.12,0,Minor Variance
SNP-00000665,2026-07-31,PH-003,PRD-00637,77,80,3,9.09,0,Minor Variance
SNP-00000666,2026-07-31,PH-003,PRD-00310,71,68,-3,-45.72,0,Minor Variance
SNP-00000667,2026-07-31,PH-003,PRD-00388,40,39,-1,-22.66,0,Minor Variance
SNP-00000668,2026-07-31,PH-003,PRD-00513,72,70,-2,-29.26,0,Minor Variance
SNP-00000669,2026-07-31,PH-003,PRD-00031,19,17,-2,-36.98,0,Minor Variance
SNP-00000670,2026-07-31,PH-003,PRD-00605,50,48,-2,-48.3,0,Minor Variance
SNP-00000671,2026-07-31,PH-003,PRD-00300,47,46,-1,-27.61,0,Minor Variance
SNP-00000672,2026-07-31,PH-003,PRD-00032,39,36,-3,-56.82,0,Minor Variance
SNP-00000673,2026-07-31,PH-003,PRD-00634,64,67,3,57.54,0,Minor Variance
SNP-00000674,2026-07-31,PH-003,PRD-00500,81,80,-1,-11.07,0,Minor Variance
SNP-00000675,2026-07-31,PH-003,PRD-00014,7,9,2,39.34,0,Minor Variance
SNP-00000676,2026-07-31,PH-003,PRD-00598,45,42,-3,-53.61,0,Minor Variance
SNP-00000677,2026-07-31,PH-003,PRD-00110,62,62,0,0.0,0,Matched
SNP-00000678,2026-07-31,PH-003,PRD-00114,25,22,-3,-27.99,0,Minor Variance
SNP-00000679,2026-07-31,PH-003,PRD-00710,66,69,3,43.77,0,Minor Variance
SNP-00000680,2026-07-31,PH-003,PRD-00275,96,98,2,40.32,0,Minor Variance
SNP-00000681,2026-07-31,PH-003,PRD-00746,31,31,0,0.0,0,Matched
SNP-00000682,2026-07-31,PH-003,PRD-00680,4,6,2,34.32,0,Minor Variance
SNP-00000683,2026-07-31,PH-003,PRD-00059,79,81,2,21.8,0,Minor Variance
SNP-00000684,2026-07-31,PH-003,PRD-00458,44,46,2,46.36,0,Minor Variance
SNP-00000685,2026-07-31,PH-003,PRD-00580,37,36,-1,-19.22,0,Minor Variance
SNP-00000686,2026-07-31,PH-003,PRD-00593,41,43,2,18.44,0,Minor Variance
SNP-00000687,2026-07-31,PH-003,PRD-00653,34,32,-2,-13.62,0,Minor Variance
SNP-00000688,2026-07-31,PH-003,PRD-00603,69,70,1,28.82,0,Minor Variance
SNP-00000689,2026-07-31,PH-003,PRD-00796,54,51,-3,-31.56,0,Minor Variance
SNP-00000690,2026-07-31,PH-003,PRD-00638,35,38,3,41.97,0,Minor Variance
SNP-00000691,2026-07-31,PH-003,PRD-00212,32,32,0,0.0,0,Matched
SNP-00000692,2026-07-31,PH-003,PRD-00616,73,71,-2,-64.94,0,Minor Variance
SNP-00000693,2026-07-31,PH-003,PRD-00334,18,21,3,68.16,0,Minor Variance
SNP-00000694,2026-07-31,PH-003,PRD-00800,2,2,0,0.0,0,Matched
SNP-00000695,2026-07-31,PH-003,PRD-00068,21,21,0,0.0,0,Matched
SNP-00000696,2026-07-31,PH-003,PRD-00374,63,62,-1,-7.58,0,Minor Variance
SNP-00000697,2026-07-31,PH-003,PRD-00688,57,54,-3,-86.73,0,Minor Variance
SNP-00000698,2026-07-31,PH-003,PRD-00308,66,63,-3,-84.51,0,Minor Variance
SNP-00000699,2026-07-31,PH-003,PRD-00044,60,60,0,0.0,0,Matched
SNP-00000700,2026-07-31,PH-003,PRD-00384,44,43,-1,-33.01,0,Minor Variance
SNP-00000701,2026-07-31,PH-003,PRD-00609,15,15,0,0.0,0,Matched
SNP-00000702,2026-07-31,PH-003,PRD-00098,18,17,-1,-17.76,0,Minor Variance
SNP-00000703,2026-07-31,PH-003,PRD-00223,84,82,-2,-65.54,0,Minor Variance
SNP-00000704,2026-07-31,PH-003,PRD-00100,66,65,-1,-2.1,0,Minor Variance
SNP-00000705,2026-07-31,PH-003,PRD-00697,80,83,3,11.79,0,Minor Variance
SNP-00000706,2026-07-31,PH-003,PRD-00046,4,7,3,4.89,0,Minor Variance
SNP-00000707,2026-07-31,PH-003,PRD-00431,36,34,-2,-16.72,0,Minor Variance
SNP-00000708,2026-07-31,PH-003,PRD-00674,36,36,0,0.0,0,Matched
SNP-00000709,2026-07-31,PH-003,PRD-00506,57,59,2,6.52,0,Minor Variance
SNP-00000710,2026-07-31,PH-003,PRD-00602,71,71,0,0.0,0,Matched
SNP-00000711,2026-07-31,PH-003,PRD-00465,16,16,0,0.0,0,Matched
SNP-00000712,2026-07-31,PH-003,PRD-00585,10,13,3,68.64,0,Minor Variance
SNP-00000713,2026-07-31,PH-003,PRD-00698,52,52,0,0.0,0,Matched
SNP-00000714,2026-07-31,PH-003,PRD-00541,29,32,3,65.34,0,Minor Variance
SNP-00000715,2026-07-31,PH-003,PRD-00425,33,30,-3,-36.81,0,Minor Variance
SNP-00000716,2026-07-31,PH-003,PRD-00381,65,68,3,6.15,0,Minor Variance
SNP-00000717,2026-07-31,PH-003,PRD-00203,44,43,-1,-5.34,0,Minor Variance
SNP-00000718,2026-07-31,PH-003,PRD-00466,35,32,-3,-81.09,0,Minor Variance
SNP-00000719,2026-07-31,PH-003,PRD-00721,99,97,-2,-38.44,0,Minor Variance
SNP-00000720,2026-07-31,PH-003,PRD-00382,79,76,-3,-96.57,0,Minor Variance
SNP-00000721,2026-07-31,PH-003,PRD-00204,39,36,-3,-60.84,0,Minor Variance
SNP-00000722,2026-07-31,PH-003,PRD-00716,83,80,-3,-64.35,0,Minor Variance
SNP-00000723,2026-07-31,PH-003,PRD-00782,43,43,0,0.0,0,Matched
SNP-00000724,2026-07-31,PH-003,PRD-00373,16,18,2,35.68,0,Minor Variance
SNP-00000725,2026-07-31,PH-003,PRD-00345,98,98,0,0.0,0,Matched
SNP-00000726,2026-07-31,PH-003,PRD-00597,65,62,-3,-61.95,0,Minor Variance
SNP-00000727,2026-07-31,PH-003,PRD-00245,82,81,-1,-10.19,0,Minor Variance
SNP-00000728,2026-07-31,PH-003,PRD-00303,2,3,1,28.07,0,Minor Variance
SNP-00000729,2026-07-31,PH-003,PRD-00758,44,46,2,9.78,0,Minor Variance
SNP-00000730,2026-07-31,PH-003,PRD-00583,62,63,1,33.18,0,Minor Variance
SNP-00000731,2026-07-31,PH-003,PRD-00207,72,69,-3,-16.32,0,Minor Variance
SNP-00000732,2026-07-31,PH-003,PRD-00208,94,92,-2,-23.32,0,Minor Variance
SNP-00000733,2026-07-31,PH-003,PRD-00393,22,19,-3,-32.55,0,Minor Variance
SNP-00000734,2026-07-31,PH-003,PRD-00757,79,80,1,19.45,0,Minor Variance
SNP-00000735,2026-07-31,PH-003,PRD-00543,97,96,-1,-2.04,0,Minor Variance
SNP-00000736,2026-07-31,PH-003,PRD-00672,62,63,1,21.71,0,Minor Variance
SNP-00000737,2026-07-31,PH-003,PRD-00480,72,72,0,0.0,0,Matched
SNP-00000738,2026-07-31,PH-003,PRD-00566,3,0,-3,-53.58,0,Out of Stock
SNP-00000739,2026-07-31,PH-003,PRD-00296,10,10,0,0.0,0,Matched
SNP-00000740,2026-07-31,PH-003,PRD-00163,25,24,-1,-23.01,0,Minor Variance
SNP-00000741,2026-07-31,PH-003,PRD-00632,19,22,3,40.65,0,Minor Variance
SNP-00000742,2026-07-31,PH-003,PRD-00302,56,59,3,97.8,0,Minor Variance
SNP-00000743,2026-07-31,PH-003,PRD-00167,77,80,3,61.35,0,Minor Variance
SNP-00000744,2026-07-31,PH-003,PRD-00652,18,20,2,29.48,0,Minor Variance
SNP-00000745,2026-07-31,PH-003,PRD-00515,89,88,-1,-3.85,0,Minor Variance
SNP-00000746,2026-07-31,PH-003,PRD-00747,37,36,-1,-14.47,0,Minor Variance
SNP-00000747,2026-07-31,PH-003,PRD-00083,68,71,3,32.94,0,Minor Variance
SNP-00000748,2026-07-31,PH-003,PRD-00426,61,58,-3,-55.41,0,Minor Variance
SNP-00000749,2026-07-31,PH-003,PRD-00701,41,42,1,5.11,0,Minor Variance
SNP-00000750,2026-07-31,PH-003,PRD-00607,73,75,2,34.74,0,Minor Variance
SNP-00000751,2026-07-31,PH-003,PRD-00184,24,24,0,0.0,0,Matched
SNP-00000752,2026-07-31,PH-003,PRD-00532,63,60,-3,-40.32,0,Minor Variance
SNP-00000753,2026-07-31,PH-003,PRD-00281,74,76,2,1.86,0,Minor Variance
SNP-00000754,2026-07-31,PH-003,PRD-00053,60,62,2,25.8,0,Minor Variance
SNP-00000755,2026-07-31,PH-003,PRD-00589,41,40,-1,-25.25,0,Minor Variance
SNP-00000756,2026-07-31,PH-003,PRD-00692,14,15,1,6.14,0,Minor Variance
SNP-00000757,2026-07-31,PH-003,PRD-00518,3,2,-1,-18.49,0,Minor Variance
SNP-00000758,2026-07-31,PH-003,PRD-00704,4,4,0,0.0,0,Matched
SNP-00000759,2026-07-31,PH-003,PRD-00403,9,8,-1,-19.71,0,Minor Variance
SNP-00000760,2026-07-31,PH-003,PRD-00394,14,17,3,9.96,0,Minor Variance
SNP-00000761,2026-07-31,PH-003,PRD-00154,42,43,1,3.39,0,Minor Variance
SNP-00000762,2026-07-31,PH-003,PRD-00640,51,54,3,36.51,0,Minor Variance
SNP-00000763,2026-07-31,PH-003,PRD-00193,21,23,2,7.9,0,Minor Variance
SNP-00000764,2026-07-31,PH-003,PRD-00457,95,96,1,34.09,0,Minor Variance
SNP-00000765,2026-07-31,PH-003,PRD-00111,16,15,-1,-10.2,0,Minor Variance
SNP-00000766,2026-07-31,PH-003,PRD-00277,66,69,3,88.41,0,Minor Variance
SNP-00000767,2026-07-31,PH-003,PRD-00724,81,80,-1,-20.37,0,Minor Variance
SNP-00000768,2026-07-31,PH-003,PRD-00588,68,69,1,1.41,0,Minor Variance
SNP-00000769,2026-07-31,PH-003,PRD-00262,83,82,-1,-26.08,0,Minor Variance
SNP-00000770,2026-07-31,PH-003,PRD-00261,72,74,2,17.26,0,Minor Variance
SNP-00000771,2026-07-31,PH-003,PRD-00514,10,7,-3,-39.84,0,Minor Variance
SNP-00000772,2026-07-31,PH-003,PRD-00190,71,71,0,0.0,0,Matched
SNP-00000773,2026-07-31,PH-003,PRD-00237,67,68,1,15.88,0,Minor Variance
SNP-00000774,2026-07-31,PH-003,PRD-00739,43,40,-3,-50.22,0,Minor Variance
SNP-00000775,2026-07-31,PH-003,PRD-00699,63,65,2,14.06,0,Minor Variance
SNP-00000776,2026-07-31,PH-003,PRD-00438,35,36,1,33.29,0,Minor Variance
SNP-00000777,2026-07-31,PH-003,PRD-00168,92,89,-3,-45.06,0,Minor Variance
SNP-00000778,2026-07-31,PH-003,PRD-00025,10,11,1,23.52,0,Minor Variance
SNP-00000779,2026-07-31,PH-003,PRD-00370,4,6,2,31.88,0,Minor Variance
SNP-00000780,2026-07-31,PH-003,PRD-00253,21,24,3,56.7,0,Minor Variance
SNP-00000781,2026-07-31,PH-003,PRD-00664,38,37,-1,-2.51,0,Minor Variance
SNP-00000782,2026-07-31,PH-003,PRD-00348,54,57,3,77.55,0,Minor Variance
SNP-00000783,2026-07-31,PH-003,PRD-00434,70,70,0,0.0,0,Matched
SNP-00000784,2026-07-31,PH-003,PRD-00504,89,88,-1,-31.7,0,Minor Variance
SNP-00000785,2026-07-31,PH-003,PRD-00137,18,16,-2,-60.56,0,Minor Variance
SNP-00000786,2026-07-31,PH-003,PRD-00033,75,72,-3,-94.44,0,Minor Variance
SNP-00000787,2026-07-31,PH-003,PRD-00159,90,88,-2,-56.38,0,Minor Variance
SNP-00000788,2026-07-31,PH-003,PRD-00099,67,69,2,14.52,0,Minor Variance
SNP-00000789,2026-07-31,PH-003,PRD-00508,32,33,1,12.0,0,Minor Variance
SNP-00000790,2026-07-31,PH-003,PRD-00177,91,89,-2,-23.5,0,Minor Variance
SNP-00000791,2026-07-31,PH-003,PRD-00182,80,83,3,47.85,0,Minor Variance
SNP-00000792,2026-07-31,PH-003,PRD-00166,77,78,1,22.63,0,Minor Variance
SNP-00000793,2026-07-31,PH-003,PRD-00092,19,17,-2,-26.06,0,Minor Variance
SNP-00000794,2026-07-31,PH-003,PRD-00756,27,29,2,16.6,0,Minor Variance
SNP-00000795,2026-07-31,PH-003,PRD-00430,49,52,3,78.39,0,Minor Variance
SNP-00000796,2026-07-31,PH-003,PRD-00523,68,66,-2,-26.32,0,Minor Variance
SNP-00000797,2026-07-31,PH-003,PRD-00454,80,78,-2,-28.96,0,Minor Variance
SNP-00000798,2026-07-31,PH-003,PRD-00673,31,29,-2,-42.92,0,Minor Variance
SNP-00000799,2026-07-31,PH-003,PRD-00432,68,65,-3,-49.89,0,Minor Variance
SNP-00000800,2026-07-31,PH-003,PRD-00385,86,88,2,66.48,0,Minor Variance
SNP-00000801,2026-07-31,PH-003,PRD-00742,26,29,3,57.81,0,Minor Variance
SNP-00000802,2026-07-31,PH-003,PRD-00090,47,46,-1,-8.79,0,Minor Variance
SNP-00000803,2026-07-31,PH-003,PRD-00633,36,34,-2,-25.02,0,Minor Variance
SNP-00000804,2026-07-31,PH-003,PRD-00161,2,4,2,66.32,0,Minor Variance
SNP-00000805,2026-07-31,PH-003,PRD-00252,37,34,-3,-90.36,0,Minor Variance
SNP-00000806,2026-07-31,PH-003,PRD-00752,83,86,3,83.19,0,Minor Variance
SNP-00000807,2026-07-31,PH-003,PRD-00071,16,17,1,21.23,0,Minor Variance
SNP-00000808,2026-07-31,PH-003,PRD-00799,19,17,-2,-9.82,0,Minor Variance
SNP-00000809,2026-07-31,PH-003,PRD-00019,38,41,3,43.2,0,Minor Variance
SNP-00000810,2026-07-31,PH-003,PRD-00105,42,39,-3,-13.38,0,Minor Variance
SNP-00000811,2026-07-31,PH-003,PRD-00763,61,62,1,0.91,0,Minor Variance
SNP-00000812,2026-07-31,PH-003,PRD-00522,10,11,1,15.82,0,Minor Variance
SNP-00000813,2026-07-31,PH-003,PRD-00547,33,33,0,0.0,0,Matched
SNP-00000814,2026-07-31,PH-003,PRD-00615,5,8,3,80.76,0,Minor Variance
SNP-00000815,2026-07-31,PH-003,PRD-00631,39,38,-1,-28.89,0,Minor Variance
SNP-00000816,2026-07-31,PH-003,PRD-00444,25,28,3,70.26,0,Minor Variance
SNP-00000817,2026-07-31,PH-003,PRD-00095,65,63,-2,-66.24,0,Minor Variance
SNP-00000818,2026-07-31,PH-003,PRD-00052,94,93,-1,-20.27,0,Minor Variance
SNP-00000819,2026-07-31,PH-003,PRD-00175,2,4,2,52.42,0,Minor Variance
SNP-00000820,2026-07-31,PH-003,PRD-00534,51,51,0,0.0,0,Matched
SNP-00000821,2026-07-31,PH-003,PRD-00379,42,39,-3,-20.34,0,Minor Variance
SNP-00000822,2026-07-31,PH-003,PRD-00246,97,99,2,17.98,0,Minor Variance
SNP-00000823,2026-07-31,PH-003,PRD-00461,3,5,2,59.86,0,Minor Variance
SNP-00000824,2026-07-31,PH-003,PRD-00004,85,86,1,21.13,0,Minor Variance
SNP-00000825,2026-07-31,PH-003,PRD-00639,33,30,-3,-11.28,0,Minor Variance
SNP-00000826,2026-07-31,PH-003,PRD-00330,0,0,0,0.0,0,Out of Stock
SNP-00000827,2026-07-31,PH-003,PRD-00321,99,97,-2,-60.9,0,Minor Variance
SNP-00000828,2026-07-31,PH-003,PRD-00259,100,101,1,26.84,0,Minor Variance
SNP-00000829,2026-07-31,PH-003,PRD-00273,64,65,1,31.55,0,Minor Variance
SNP-00000830,2026-07-31,PH-003,PRD-00553,78,77,-1,-33.47,0,Minor Variance
SNP-00000831,2026-07-31,PH-003,PRD-00412,72,74,2,20.7,0,Minor Variance
SNP-00000832,2026-07-31,PH-003,PRD-00783,75,72,-3,-66.0,0,Minor Variance
SNP-00000833,2026-07-31,PH-003,PRD-00121,93,92,-1,-12.36,0,Minor Variance
SNP-00000834,2026-07-31,PH-003,PRD-00134,29,31,2,2.02,0,Minor Variance
SNP-00000835,2026-07-31,PH-003,PRD-00751,56,53,-3,-68.37,0,Minor Variance
SNP-00000836,2026-07-31,PH-003,PRD-00453,41,44,3,94.17,0,Minor Variance
SNP-00000837,2026-07-31,PH-003,PRD-00340,76,79,3,15.81,0,Minor Variance
SNP-00000838,2026-07-31,PH-003,PRD-00610,51,49,-2,-5.5,0,Minor Variance
SNP-00000839,2026-07-31,PH-003,PRD-00649,81,78,-3,-21.24,0,Minor Variance
SNP-00000840,2026-07-31,PH-003,PRD-00287,27,30,3,22.35,0,Minor Variance
SNP-00000841,2026-07-31,PH-003,PRD-00387,9,10,1,33.25,0,Minor Variance
SNP-00000842,2026-07-31,PH-003,PRD-00082,72,70,-2,-54.42,0,Minor Variance
SNP-00000843,2026-07-31,PH-003,PRD-00364,49,52,3,101.37,0,Minor Variance
SNP-00000844,2026-07-31,PH-003,PRD-00326,5,4,-1,-20.54,0,Minor Variance
SNP-00000845,2026-07-31,PH-003,PRD-00192,10,12,2,62.8,0,Minor Variance
SNP-00000846,2026-07-31,PH-003,PRD-00284,4,3,-1,-27.44,0,Minor Variance
SNP-00000847,2026-07-31,PH-003,PRD-00441,9,8,-1,-34.84,0,Minor Variance
SNP-00000848,2026-07-31,PH-003,PRD-00094,72,72,0,0.0,0,Matched
SNP-00000849,2026-07-31,PH-003,PRD-00411,26,23,-3,-26.67,0,Minor Variance
SNP-00000850,2026-07-31,PH-003,PRD-00020,64,64,0,0.0,0,Matched
SNP-00000851,2026-07-31,PH-003,PRD-00791,30,33,3,97.98,0,Minor Variance
SNP-00000852,2026-07-31,PH-003,PRD-00648,46,47,1,26.29,0,Minor Variance
SNP-00000853,2026-07-31,PH-003,PRD-00359,91,92,1,34.06,0,Minor Variance
SNP-00000854,2026-07-31,PH-003,PRD-00728,0,0,0,0.0,0,Out of Stock
SNP-00000855,2026-07-31,PH-003,PRD-00226,7,10,3,92.34,0,Minor Variance
SNP-00000856,2026-07-31,PH-003,PRD-00789,99,102,3,42.39,0,Minor Variance
SNP-00000857,2026-07-31,PH-003,PRD-00230,63,66,3,71.01,0,Minor Variance
SNP-00000858,2026-07-31,PH-003,PRD-00629,73,75,2,54.7,0,Minor Variance
SNP-00000859,2026-07-31,PH-003,PRD-00533,1,3,2,56.62,0,Minor Variance
SNP-00000860,2026-07-31,PH-003,PRD-00414,32,32,0,0.0,0,Matched
SNP-00000861,2026-07-31,PH-003,PRD-00258,65,62,-3,-68.91,0,Minor Variance
SNP-00000862,2026-07-31,PH-003,PRD-00240,21,20,-1,-2.93,0,Minor Variance
SNP-00000863,2026-07-31,PH-003,PRD-00463,18,19,1,28.19,0,Minor Variance
SNP-00000864,2026-07-31,PH-003,PRD-00447,21,20,-1,-21.91,0,Minor Variance
SNP-00000865,2026-07-31,PH-003,PRD-00007,5,8,3,49.35,0,Minor Variance
SNP-00000866,2026-07-31,PH-003,PRD-00234,97,99,2,32.66,0,Minor Variance
SNP-00000867,2026-07-31,PH-003,PRD-00104,86,83,-3,-3.69,0,Minor Variance
SNP-00000868,2026-07-31,PH-003,PRD-00351,37,38,1,9.13,0,Minor Variance
SNP-00000869,2026-07-31,PH-003,PRD-00578,66,68,2,20.96,0,Minor Variance
SNP-00000870,2026-07-31,PH-003,PRD-00402,64,67,3,17.79,0,Minor Variance
SNP-00000871,2026-07-31,PH-003,PRD-00146,51,48,-3,-65.43,0,Minor Variance
SNP-00000872,2026-07-31,PH-003,PRD-00386,76,76,0,0.0,0,Matched
SNP-00000873,2026-07-31,PH-003,PRD-00488,27,30,3,58.77,0,Minor Variance
SNP-00000874,2026-07-31,PH-003,PRD-00187,6,5,-1,-8.43,0,Minor Variance
SNP-00000875,2026-07-31,PH-003,PRD-00085,31,32,1,8.75,0,Minor Variance
SNP-00000876,2026-07-31,PH-003,PRD-00460,95,92,-3,-68.16,0,Minor Variance
SNP-00000877,2026-07-31,PH-003,PRD-00209,65,63,-2,-37.96,0,Minor Variance
SNP-00000878,2026-07-31,PH-003,PRD-00691,12,14,2,23.48,0,Minor Variance
SNP-00000879,2026-07-31,PH-003,PRD-00346,62,64,2,52.3,0,Minor Variance
SNP-00000880,2026-07-31,PH-003,PRD-00702,46,49,3,49.62,0,Minor Variance
SNP-00000881,2026-07-31,PH-003,PRD-00484,9,9,0,0.0,0,Matched
SNP-00000882,2026-07-31,PH-003,PRD-00241,36,35,-1,-27.09,0,Minor Variance
SNP-00000883,2026-07-31,PH-003,PRD-00088,10,11,1,27.52,0,Minor Variance
SNP-00000884,2026-07-31,PH-003,PRD-00754,81,78,-3,-6.96,0,Minor Variance
SNP-00000885,2026-07-31,PH-003,PRD-00285,90,88,-2,-13.12,0,Minor Variance
SNP-00000886,2026-07-31,PH-003,PRD-00179,33,34,1,34.32,0,Minor Variance
SNP-00000887,2026-07-31,PH-003,PRD-00329,26,27,1,13.09,0,Minor Variance
SNP-00000888,2026-07-31,PH-003,PRD-00323,20,18,-2,-55.94,0,Minor Variance
SNP-00000889,2026-07-31,PH-003,PRD-00038,76,76,0,0.0,0,Matched
SNP-00000890,2026-07-31,PH-003,PRD-00180,45,47,2,59.64,0,Minor Variance
SNP-00000891,2026-07-31,PH-003,PRD-00524,75,78,3,51.72,0,Minor Variance
SNP-00000892,2026-07-31,PH-003,PRD-00417,77,80,3,22.71,0,Minor Variance
SNP-00000893,2026-07-31,PH-003,PRD-00620,85,82,-3,-60.87,0,Minor Variance
SNP-00000894,2026-07-31,PH-003,PRD-00604,37,36,-1,-30.1,0,Minor Variance
SNP-00000895,2026-07-31,PH-003,PRD-00623,85,85,0,0.0,0,Matched
SNP-00000896,2026-07-31,PH-003,PRD-00066,24,27,3,20.1,0,Minor Variance
SNP-00000897,2026-07-31,PH-003,PRD-00479,19,21,2,37.3,0,Minor Variance
SNP-00000898,2026-07-31,PH-003,PRD-00427,66,63,-3,-76.35,0,Minor Variance
