movement_id,store_id,product_id,movement_datetime,movement_type,quantity_change,reference_id,employee_id
MOV-00009761,PH-001,PRD-00164,2026-05-14 16:17:48,SALE,-1,TXN-0002176,EMP-0001
MOV-00009762,PH-001,PRD-00251,2026-05-14 16:17:48,SALE,-1,TXN-0002176,EMP-0001
MOV-00009763,PH-001,PRD-00294,2026-05-14 16:17:48,SALE,-1,TXN-0002176,EMP-0001
MOV-00009764,PH-001,PRD-00795,2026-05-14 16:17:48,SALE,-2,TXN-0002176,EMP-0001
MOV-00009765,PH-001,PRD-00444,2026-05-14 16:17:48,SALE,-3,TXN-0002176,EMP-0001
MOV-00009766,PH-001,PRD-00566,2026-05-14 16:17:48,SALE,-1,TXN-0002176,EMP-0001
MOV-00009767,PH-001,PRD-00085,2026-06-27 14:38:58,SALE,-1,TXN-0002177,EMP-0016
MOV-00009768,PH-001,PRD-00677,2026-06-27 14:38:58,SALE,-1,TXN-0002177,EMP-0016
MOV-00009769,PH-001,PRD-00339,2026-07-30 17:46:29,SALE,-4,TXN-0002178,EMP-0015
MOV-00009770,PH-001,PRD-00306,2026-07-30 17:46:29,SALE,-1,TXN-0002178,EMP-0015
MOV-00009771,PH-001,PRD-00253,2026-07-30 17:46:29,SALE,-1,TXN-0002178,EMP-0015
MOV-00009772,PH-005,PRD-00711,2026-05-12 12:23:23,SALE,-1,TXN-0002179,EMP-0089
MOV-00009773,PH-005,PRD-00184,2026-05-12 12:23:23,SALE,-1,TXN-0002179,EMP-0089
MOV-00009774,PH-005,PRD-00021,2026-05-12 12:23:23,SALE,-1,TXN-0002179,EMP-0089
MOV-00009775,PH-005,PRD-00015,2026-05-19 20:18:08,SALE,-1,TXN-0002180,EMP-0108
MOV-00009776,PH-005,PRD-00328,2026-05-19 20:18:08,SALE,-1,TXN-0002180,EMP-0108
MOV-00009777,PH-002,PRD-00315,2026-07-10 15:55:35,SALE,-4,TXN-0002181,EMP-0023
MOV-00009778,PH-002,PRD-00450,2026-07-10 15:55:35,SALE,-1,TXN-0002181,EMP-0023
MOV-00009779,PH-002,PRD-00250,2026-07-10 15:55:35,SALE,-1,TXN-0002181,EMP-0023
MOV-00009780,PH-002,PRD-00215,2026-07-10 15:55:35,SALE,-1,TXN-0002181,EMP-0023
MOV-00009781,PH-002,PRD-00210,2026-07-10 15:55:35,SALE,-1,TXN-0002181,EMP-0023
MOV-00009782,PH-002,PRD-00053,2026-07-15 13:36:32,SALE,-1,TXN-0002182,EMP-0038
MOV-00009783,PH-002,PRD-00793,2026-07-15 13:36:32,SALE,-1,TXN-0002182,EMP-0038
MOV-00009784,PH-002,PRD-00446,2026-07-15 13:36:32,SALE,-1,TXN-0002182,EMP-0038
MOV-00009785,PH-002,PRD-00650,2026-07-15 13:36:32,SALE,-3,TXN-0002182,EMP-0038
MOV-00009786,PH-002,PRD-00484,2026-07-15 13:36:32,SALE,-1,TXN-0002182,EMP-0038
MOV-00009787,PH-002,PRD-00289,2026-07-15 13:36:32,SALE,-1,TXN-0002182,EMP-0038
MOV-00009788,PH-002,PRD-00698,2026-05-24 21:23:53,SALE,-1,TXN-0002183,EMP-0041
MOV-00009789,PH-002,PRD-00062,2026-05-24 21:23:53,SALE,-1,TXN-0002183,EMP-0041
MOV-00009790,PH-002,PRD-00665,2026-05-24 21:23:53,SALE,-1,TXN-0002183,EMP-0041
MOV-00009791,PH-002,PRD-00103,2026-05-24 21:23:53,SALE,-1,TXN-0002183,EMP-0041
MOV-00009792,PH-005,PRD-00281,2026-06-24 17:28:33,SALE,-1,TXN-0002184,EMP-0089
MOV-00009793,PH-005,PRD-00751,2026-06-24 17:28:33,SALE,-1,TXN-0002184,EMP-0089
MOV-00009794,PH-005,PRD-00158,2026-06-24 17:28:33,SALE,-1,TXN-0002184,EMP-0089
MOV-00009795,PH-005,PRD-00261,2026-06-24 17:28:33,SALE,-1,TXN-0002184,EMP-0089
MOV-00009796,PH-005,PRD-00118,2026-06-24 17:28:33,SALE,-1,TXN-0002184,EMP-0089
MOV-00009797,PH-005,PRD-00274,2026-06-29 13:32:30,SALE,-2,TXN-0002185,EMP-0091
MOV-00009798,PH-005,PRD-00650,2026-06-29 13:32:30,SALE,-1,TXN-0002185,EMP-0091
MOV-00009799,PH-005,PRD-00549,2026-06-29 13:32:30,SALE,-1,TXN-0002185,EMP-0091
MOV-00009800,PH-005,PRD-00262,2026-06-29 13:32:30,SALE,-1,TXN-0002185,EMP-0091
MOV-00009801,PH-005,PRD-00015,2026-06-29 13:32:30,SALE,-1,TXN-0002185,EMP-0091
MOV-00009802,PH-002,PRD-00295,2026-07-18 19:09:25,SALE,-2,TXN-0002186,EMP-0034
MOV-00009803,PH-002,PRD-00249,2026-07-18 19:09:25,SALE,-1,TXN-0002186,EMP-0034
MOV-00009804,PH-001,PRD-00446,2026-05-05 20:52:11,SALE,-1,TXN-0002187,EMP-0012
MOV-00009805,PH-001,PRD-00032,2026-05-05 20:52:11,SALE,-1,TXN-0002187,EMP-0012
MOV-00009806,PH-001,PRD-00755,2026-06-30 14:59:15,SALE,-1,TXN-0002188,EMP-0015
MOV-00009807,PH-001,PRD-00712,2026-06-30 14:59:15,SALE,-1,TXN-0002188,EMP-0015
MOV-00009808,PH-001,PRD-00099,2026-06-30 14:59:15,SALE,-1,TXN-0002188,EMP-0015
MOV-00009809,PH-001,PRD-00693,2026-06-30 14:59:15,SALE,-1,TXN-0002188,EMP-0015
MOV-00009810,PH-001,PRD-00298,2026-06-30 14:59:15,SALE,-1,TXN-0002188,EMP-0015
MOV-00009811,PH-001,PRD-00199,2026-06-30 14:59:15,SALE,-1,TXN-0002188,EMP-0015
MOV-00009812,PH-001,PRD-00186,2026-06-30 14:59:15,SALE,-1,TXN-0002188,EMP-0015
MOV-00009813,PH-001,PRD-00581,2026-06-30 14:59:15,SALE,-1,TXN-0002188,EMP-0015
MOV-00009814,PH-001,PRD-00406,2026-06-30 14:59:15,SALE,-1,TXN-0002188,EMP-0015
MOV-00009815,PH-001,PRD-00153,2026-06-30 14:59:15,SALE,-3,TXN-0002188,EMP-0015
MOV-00009816,PH-004,PRD-00559,2026-07-30 11:29:53,SALE,-1,TXN-0002189,EMP-0067
MOV-00009817,PH-004,PRD-00184,2026-07-30 11:29:53,SALE,-3,TXN-0002189,EMP-0067
MOV-00009818,PH-005,PRD-00287,2026-07-16 14:02:50,SALE,-1,TXN-0002190,EMP-0101
MOV-00009819,PH-005,PRD-00007,2026-07-16 14:02:50,SALE,-4,TXN-0002190,EMP-0101
MOV-00009820,PH-005,PRD-00725,2026-07-16 14:02:50,SALE,-1,TXN-0002190,EMP-0101
MOV-00009821,PH-003,PRD-00705,2026-06-01 14:05:33,SALE,-3,TXN-0002191,EMP-0062
MOV-00009822,PH-003,PRD-00226,2026-06-01 14:05:33,SALE,-1,TXN-0002191,EMP-0062
MOV-00009823,PH-003,PRD-00110,2026-06-01 14:05:33,SALE,-4,TXN-0002191,EMP-0062
MOV-00009824,PH-003,PRD-00432,2026-06-01 14:05:33,SALE,-1,TXN-0002191,EMP-0062
MOV-00009825,PH-002,PRD-00635,2026-07-12 20:25:48,SALE,-1,TXN-0002192,EMP-0038
MOV-00009826,PH-002,PRD-00025,2026-07-12 20:25:48,SALE,-1,TXN-0002192,EMP-0038
MOV-00009827,PH-002,PRD-00114,2026-07-12 20:25:48,SALE,-2,TXN-0002192,EMP-0038
MOV-00009828,PH-003,PRD-00146,2026-07-01 12:00:54,SALE,-3,TXN-0002193,EMP-0060
MOV-00009829,PH-003,PRD-00202,2026-07-01 12:00:54,SALE,-4,TXN-0002193,EMP-0060
MOV-00009830,PH-003,PRD-00364,2026-07-01 12:00:54,SALE,-1,TXN-0002193,EMP-0060
MOV-00009831,PH-003,PRD-00667,2026-07-01 12:00:54,SALE,-1,TXN-0002193,EMP-0060
MOV-00009832,PH-003,PRD-00428,2026-07-01 12:00:54,SALE,-2,TXN-0002193,EMP-0060
MOV-00009833,PH-004,PRD-00560,2026-06-16 16:38:48,SALE,-1,TXN-0002194,EMP-0082
MOV-00009834,PH-003,PRD-00462,2026-05-12 20:16:44,SALE,-1,TXN-0002195,EMP-0062
MOV-00009835,PH-003,PRD-00688,2026-05-12 20:16:44,SALE,-1,TXN-0002195,EMP-0062
MOV-00009836,PH-003,PRD-00044,2026-05-12 20:16:44,SALE,-1,TXN-0002195,EMP-0062
MOV-00009837,PH-003,PRD-00024,2026-05-12 20:16:44,SALE,-1,TXN-0002195,EMP-0062
MOV-00009838,PH-003,PRD-00307,2026-05-12 20:16:44,SALE,-1,TXN-0002195,EMP-0062
MOV-00009839,PH-003,PRD-00102,2026-05-12 20:16:44,SALE,-1,TXN-0002195,EMP-0062
MOV-00009840,PH-003,PRD-00585,2026-05-12 20:16:44,SALE,-1,TXN-0002195,EMP-0062
MOV-00009841,PH-003,PRD-00082,2026-05-12 20:16:44,SALE,-1,TXN-0002195,EMP-0062
MOV-00009842,PH-005,PRD-00202,2026-06-02 17:30:14,SALE,-1,TXN-0002196,EMP-0104
MOV-00009843,PH-005,PRD-00314,2026-06-02 17:30:14,SALE,-4,TXN-0002196,EMP-0104
MOV-00009844,PH-005,PRD-00372,2026-06-02 17:30:14,SALE,-3,TXN-0002196,EMP-0104
MOV-00009845,PH-005,PRD-00416,2026-06-02 17:30:14,SALE,-1,TXN-0002196,EMP-0104
MOV-00009846,PH-005,PRD-00401,2026-06-02 17:30:14,SALE,-1,TXN-0002196,EMP-0104
MOV-00009847,PH-001,PRD-00239,2026-05-28 13:28:51,SALE,-1,TXN-0002197,EMP-0016
MOV-00009848,PH-001,PRD-00402,2026-05-28 13:28:51,SALE,-1,TXN-0002197,EMP-0016
MOV-00009849,PH-001,PRD-00088,2026-05-28 13:28:51,SALE,-1,TXN-0002197,EMP-0016
MOV-00009850,PH-003,PRD-00299,2026-07-10 16:48:24,SALE,-1,TXN-0002198,EMP-0062
MOV-00009851,PH-003,PRD-00259,2026-07-10 16:48:24,SALE,-1,TXN-0002198,EMP-0062
MOV-00009852,PH-003,PRD-00037,2026-07-10 16:48:24,SALE,-1,TXN-0002198,EMP-0062
MOV-00009853,PH-003,PRD-00174,2026-07-10 16:48:24,SALE,-1,TXN-0002198,EMP-0062
MOV-00009854,PH-003,PRD-00514,2026-07-10 16:48:24,SALE,-1,TXN-0002198,EMP-0062
MOV-00009855,PH-002,PRD-00044,2026-07-26 13:19:04,SALE,-1,TXN-0002199,EMP-0034
MOV-00009856,PH-002,PRD-00544,2026-07-26 13:19:04,SALE,-4,TXN-0002199,EMP-0034
MOV-00009857,PH-002,PRD-00541,2026-07-26 13:19:04,SALE,-3,TXN-0002199,EMP-0034
MOV-00009858,PH-002,PRD-00639,2026-07-26 13:19:04,SALE,-1,TXN-0002199,EMP-0034
MOV-00009859,PH-002,PRD-00091,2026-07-26 13:19:04,SALE,-1,TXN-0002199,EMP-0034
MOV-00009860,PH-002,PRD-00638,2026-07-26 13:19:04,SALE,-1,TXN-0002199,EMP-0034
MOV-00009861,PH-002,PRD-00321,2026-07-26 13:19:04,SALE,-1,TXN-0002199,EMP-0034
MOV-00009862,PH-005,PRD-00750,2026-05-27 19:59:09,SALE,-1,TXN-0002200,EMP-0107
MOV-00009863,PH-005,PRD-00336,2026-05-27 19:59:09,SALE,-1,TXN-0002200,EMP-0107
MOV-00009864,PH-005,PRD-00048,2026-05-27 19:59:09,SALE,-1,TXN-0002200,EMP-0107
MOV-00009865,PH-005,PRD-00357,2026-05-27 19:59:09,SALE,-1,TXN-0002200,EMP-0107
MOV-00009866,PH-005,PRD-00716,2026-05-27 19:59:09,SALE,-1,TXN-0002200,EMP-0107
MOV-00009867,PH-005,PRD-00108,2026-05-27 19:59:09,SALE,-1,TXN-0002200,EMP-0107
MOV-00009868,PH-003,PRD-00490,2026-06-08 10:37:22,SALE,-1,TXN-0002201,EMP-0047
MOV-00009869,PH-003,PRD-00524,2026-06-08 10:37:22,SALE,-1,TXN-0002201,EMP-0047
MOV-00009870,PH-003,PRD-00291,2026-06-08 10:37:22,SALE,-1,TXN-0002201,EMP-0047
MOV-00009871,PH-003,PRD-00796,2026-06-08 10:37:22,SALE,-1,TXN-0002201,EMP-0047
MOV-00009872,PH-003,PRD-00375,2026-06-08 10:37:22,SALE,-1,TXN-0002201,EMP-0047
MOV-00009873,PH-003,PRD-00475,2026-07-29 19:00:48,SALE,-1,TXN-0002202,EMP-0056
MOV-00009874,PH-003,PRD-00010,2026-07-29 19:00:48,SALE,-1,TXN-0002202,EMP-0056
MOV-00009875,PH-003,PRD-00615,2026-07-29 19:00:48,SALE,-1,TXN-0002202,EMP-0056
MOV-00009876,PH-003,PRD-00165,2026-07-29 19:00:48,SALE,-1,TXN-0002202,EMP-0056
MOV-00009877,PH-003,PRD-00536,2026-07-29 19:00:48,SALE,-1,TXN-0002202,EMP-0056
MOV-00009878,PH-003,PRD-00590,2026-07-29 19:00:48,SALE,-1,TXN-0002202,EMP-0056
MOV-00009879,PH-003,PRD-00203,2026-05-19 11:05:14,SALE,-1,TXN-0002203,EMP-0056
MOV-00009880,PH-003,PRD-00453,2026-05-19 11:05:14,SALE,-1,TXN-0002203,EMP-0056
MOV-00009881,PH-003,PRD-00580,2026-05-19 11:05:14,SALE,-4,TXN-0002203,EMP-0056
MOV-00009882,PH-002,PRD-00123,2026-05-15 17:03:00,SALE,-1,TXN-0002204,EMP-0023
MOV-00009883,PH-002,PRD-00700,2026-05-15 17:03:00,SALE,-1,TXN-0002204,EMP-0023
MOV-00009884,PH-002,PRD-00667,2026-05-15 17:03:00,SALE,-1,TXN-0002204,EMP-0023
MOV-00009885,PH-002,PRD-00743,2026-05-15 17:03:00,SALE,-2,TXN-0002204,EMP-0023
MOV-00009886,PH-002,PRD-00612,2026-05-15 17:03:00,SALE,-1,TXN-0002204,EMP-0023
MOV-00009887,PH-002,PRD-00713,2026-05-15 17:03:00,SALE,-1,TXN-0002204,EMP-0023
MOV-00009888,PH-002,PRD-00646,2026-05-15 17:03:00,SALE,-1,TXN-0002204,EMP-0023
MOV-00009889,PH-002,PRD-00210,2026-05-13 10:34:41,SALE,-1,TXN-0002205,EMP-0035
MOV-00009890,PH-002,PRD-00524,2026-05-13 10:34:41,SALE,-1,TXN-0002205,EMP-0035
MOV-00009891,PH-002,PRD-00405,2026-07-19 12:10:20,SALE,-1,TXN-0002206,EMP-0035
MOV-00009892,PH-002,PRD-00648,2026-07-19 12:10:20,SALE,-1,TXN-0002206,EMP-0035
MOV-00009893,PH-001,PRD-00188,2026-06-20 15:20:10,SALE,-1,TXN-0002207,EMP-0016
MOV-00009894,PH-001,PRD-00488,2026-06-20 15:20:10,SALE,-1,TXN-0002207,EMP-0016
MOV-00009895,PH-002,PRD-00340,2026-05-06 16:14:46,SALE,-1,TXN-0002208,EMP-0039
MOV-00009896,PH-002,PRD-00778,2026-05-06 16:14:46,SALE,-1,TXN-0002208,EMP-0039
MOV-00009897,PH-002,PRD-00745,2026-05-06 16:14:46,SALE,-1,TXN-0002208,EMP-0039
MOV-00009898,PH-002,PRD-00490,2026-05-06 16:14:46,SALE,-1,TXN-0002208,EMP-0039
MOV-00009899,PH-001,PRD-00258,2026-07-22 13:21:24,SALE,-1,TXN-0002209,EMP-0018
MOV-00009900,PH-001,PRD-00231,2026-07-22 13:21:24,SALE,-1,TXN-0002209,EMP-0018
MOV-00009901,PH-001,PRD-00631,2026-07-22 13:21:24,SALE,-1,TXN-0002209,EMP-0018
MOV-00009902,PH-001,PRD-00287,2026-07-22 13:21:24,SALE,-1,TXN-0002209,EMP-0018
MOV-00009903,PH-001,PRD-00137,2026-07-22 13:21:24,SALE,-1,TXN-0002209,EMP-0018
MOV-00009904,PH-001,PRD-00660,2026-07-22 13:21:24,SALE,-1,TXN-0002209,EMP-0018
MOV-00009905,PH-005,PRD-00145,2026-07-19 10:31:47,SALE,-1,TXN-0002210,EMP-0103
MOV-00009906,PH-005,PRD-00780,2026-07-19 10:31:47,SALE,-1,TXN-0002210,EMP-0103
MOV-00009907,PH-005,PRD-00230,2026-07-19 10:31:47,SALE,-1,TXN-0002210,EMP-0103
MOV-00009908,PH-005,PRD-00121,2026-07-19 10:31:47,SALE,-1,TXN-0002210,EMP-0103
MOV-00009909,PH-005,PRD-00795,2026-06-13 10:58:33,SALE,-1,TXN-0002211,EMP-0107
MOV-00009910,PH-005,PRD-00443,2026-06-13 10:58:33,SALE,-2,TXN-0002211,EMP-0107
MOV-00009911,PH-005,PRD-00309,2026-06-13 10:58:33,SALE,-1,TXN-0002211,EMP-0107
MOV-00009912,PH-005,PRD-00715,2026-06-13 10:58:33,SALE,-1,TXN-0002211,EMP-0107
MOV-00009913,PH-005,PRD-00756,2026-06-13 10:58:33,SALE,-4,TXN-0002211,EMP-0107
MOV-00009914,PH-005,PRD-00399,2026-06-13 10:58:33,SALE,-1,TXN-0002211,EMP-0107
MOV-00009915,PH-005,PRD-00748,2026-06-13 10:58:33,SALE,-1,TXN-0002211,EMP-0107
MOV-00009916,PH-002,PRD-00794,2026-05-29 19:01:54,SALE,-1,TXN-0002212,EMP-0034
MOV-00009917,PH-002,PRD-00255,2026-05-29 19:01:54,SALE,-1,TXN-0002212,EMP-0034
MOV-00009918,PH-002,PRD-00053,2026-05-29 19:01:54,SALE,-1,TXN-0002212,EMP-0034
MOV-00009919,PH-002,PRD-00631,2026-05-29 19:01:54,SALE,-1,TXN-0002212,EMP-0034
MOV-00009920,PH-002,PRD-00571,2026-05-29 19:01:54,SALE,-1,TXN-0002212,EMP-0034
MOV-00009921,PH-004,PRD-00041,2026-06-03 12:59:31,SALE,-4,TXN-0002213,EMP-0082
MOV-00009922,PH-004,PRD-00636,2026-06-03 12:59:31,SALE,-1,TXN-0002213,EMP-0082
MOV-00009923,PH-004,PRD-00301,2026-06-03 12:59:31,SALE,-1,TXN-0002213,EMP-0082
MOV-00009924,PH-004,PRD-00216,2026-06-03 12:59:31,SALE,-1,TXN-0002213,EMP-0082
MOV-00009925,PH-004,PRD-00710,2026-06-03 12:59:31,SALE,-1,TXN-0002213,EMP-0082
MOV-00009926,PH-003,PRD-00082,2026-05-05 11:41:46,SALE,-1,TXN-0002214,EMP-0057
MOV-00009927,PH-003,PRD-00647,2026-05-05 11:41:46,SALE,-1,TXN-0002214,EMP-0057
MOV-00009928,PH-003,PRD-00413,2026-05-05 11:41:46,SALE,-1,TXN-0002214,EMP-0057
MOV-00009929,PH-003,PRD-00290,2026-05-05 11:41:46,SALE,-4,TXN-0002214,EMP-0057
MOV-00009930,PH-003,PRD-00005,2026-05-05 11:41:46,SALE,-1,TXN-0002214,EMP-0057
MOV-00009931,PH-003,PRD-00624,2026-05-02 08:35:38,SALE,-2,TXN-0002215,EMP-0064
MOV-00009932,PH-003,PRD-00714,2026-05-02 08:35:38,SALE,-1,TXN-0002215,EMP-0064
MOV-00009933,PH-003,PRD-00449,2026-05-02 08:35:38,SALE,-1,TXN-0002215,EMP-0064
MOV-00009934,PH-004,PRD-00085,2026-07-02 21:12:55,SALE,-1,TXN-0002216,EMP-0068
MOV-00009935,PH-004,PRD-00511,2026-07-02 21:12:55,SALE,-1,TXN-0002216,EMP-0068
MOV-00009936,PH-004,PRD-00523,2026-07-02 21:12:55,SALE,-1,TXN-0002216,EMP-0068
MOV-00009937,PH-004,PRD-00290,2026-07-02 21:12:55,SALE,-1,TXN-0002216,EMP-0068
MOV-00009938,PH-004,PRD-00377,2026-07-02 21:12:55,SALE,-1,TXN-0002216,EMP-0068
MOV-00009939,PH-004,PRD-00362,2026-07-02 21:12:55,SALE,-2,TXN-0002216,EMP-0068
MOV-00009940,PH-004,PRD-00603,2026-07-02 21:12:55,SALE,-3,TXN-0002216,EMP-0068
MOV-00009941,PH-002,PRD-00023,2026-05-28 17:11:23,SALE,-4,TXN-0002217,EMP-0023
MOV-00009942,PH-002,PRD-00261,2026-05-28 17:11:23,SALE,-1,TXN-0002217,EMP-0023
MOV-00009943,PH-002,PRD-00583,2026-05-28 17:11:23,SALE,-1,TXN-0002217,EMP-0023
MOV-00009944,PH-002,PRD-00468,2026-05-28 17:11:23,SALE,-1,TXN-0002217,EMP-0023
MOV-00009945,PH-002,PRD-00200,2026-05-28 17:11:23,SALE,-1,TXN-0002217,EMP-0023
MOV-00009946,PH-002,PRD-00625,2026-05-28 17:11:23,SALE,-3,TXN-0002217,EMP-0023
MOV-00009947,PH-002,PRD-00662,2026-05-28 17:11:23,SALE,-1,TXN-0002217,EMP-0023
MOV-00009948,PH-002,PRD-00637,2026-05-28 17:11:23,SALE,-1,TXN-0002217,EMP-0023
MOV-00009949,PH-002,PRD-00141,2026-05-28 17:11:23,SALE,-1,TXN-0002217,EMP-0023
MOV-00009950,PH-002,PRD-00617,2026-07-12 12:11:40,SALE,-1,TXN-0002218,EMP-0024
MOV-00009951,PH-002,PRD-00788,2026-07-12 12:11:40,SALE,-1,TXN-0002218,EMP-0024
MOV-00009952,PH-002,PRD-00683,2026-07-12 12:11:40,SALE,-1,TXN-0002218,EMP-0024
MOV-00009953,PH-002,PRD-00129,2026-07-12 12:11:40,SALE,-1,TXN-0002218,EMP-0024
MOV-00009954,PH-002,PRD-00085,2026-07-12 12:11:40,SALE,-1,TXN-0002218,EMP-0024
MOV-00009955,PH-002,PRD-00696,2026-07-12 12:11:40,SALE,-3,TXN-0002218,EMP-0024
MOV-00009956,PH-002,PRD-00607,2026-07-12 12:11:40,SALE,-1,TXN-0002218,EMP-0024
MOV-00009957,PH-003,PRD-00235,2026-05-27 13:09:25,SALE,-1,TXN-0002219,EMP-0057
MOV-00009958,PH-004,PRD-00556,2026-05-16 16:32:19,SALE,-4,TXN-0002220,EMP-0079
MOV-00009959,PH-004,PRD-00381,2026-05-16 16:32:19,SALE,-1,TXN-0002220,EMP-0079
MOV-00009960,PH-004,PRD-00249,2026-05-16 16:32:19,SALE,-1,TXN-0002220,EMP-0079
MOV-00009961,PH-004,PRD-00788,2026-05-16 16:32:19,SALE,-1,TXN-0002220,EMP-0079
MOV-00009962,PH-004,PRD-00079,2026-05-16 16:32:19,SALE,-1,TXN-0002220,EMP-0079
MOV-00009963,PH-005,PRD-00044,2026-05-02 14:54:18,SALE,-1,TXN-0002221,EMP-0104
MOV-00009964,PH-005,PRD-00028,2026-05-02 14:54:18,SALE,-1,TXN-0002221,EMP-0104
MOV-00009965,PH-005,PRD-00620,2026-05-02 14:54:18,SALE,-1,TXN-0002221,EMP-0104
MOV-00009966,PH-005,PRD-00772,2026-05-02 14:54:18,SALE,-4,TXN-0002221,EMP-0104
MOV-00009967,PH-004,PRD-00526,2026-06-12 10:39:32,SALE,-1,TXN-0002222,EMP-0068
MOV-00009968,PH-003,PRD-00687,2026-07-01 09:30:27,SALE,-1,TXN-0002223,EMP-0058
MOV-00009969,PH-003,PRD-00244,2026-07-01 09:30:27,SALE,-4,TXN-0002223,EMP-0058
MOV-00009970,PH-003,PRD-00026,2026-07-01 09:30:27,SALE,-1,TXN-0002223,EMP-0058
MOV-00009971,PH-003,PRD-00396,2026-07-01 09:30:27,SALE,-1,TXN-0002223,EMP-0058
MOV-00009972,PH-003,PRD-00763,2026-07-01 09:30:27,SALE,-1,TXN-0002223,EMP-0058
MOV-00009973,PH-003,PRD-00143,2026-07-01 09:30:27,SALE,-1,TXN-0002223,EMP-0058
MOV-00009974,PH-003,PRD-00179,2026-07-01 09:30:27,SALE,-1,TXN-0002223,EMP-0058
MOV-00009975,PH-002,PRD-00416,2026-06-06 10:18:46,SALE,-1,TXN-0002224,EMP-0041
MOV-00009976,PH-002,PRD-00320,2026-06-06 10:18:46,SALE,-1,TXN-0002224,EMP-0041
MOV-00009977,PH-002,PRD-00334,2026-06-06 10:18:46,SALE,-2,TXN-0002224,EMP-0041
MOV-00009978,PH-002,PRD-00516,2026-06-06 10:18:46,SALE,-1,TXN-0002224,EMP-0041
MOV-00009979,PH-002,PRD-00706,2026-06-06 10:18:46,SALE,-1,TXN-0002224,EMP-0041
MOV-00009980,PH-002,PRD-00767,2026-07-15 20:52:23,SALE,-1,TXN-0002225,EMP-0041
MOV-00009981,PH-002,PRD-00240,2026-07-15 20:52:23,SALE,-1,TXN-0002225,EMP-0041
MOV-00009982,PH-002,PRD-00713,2026-07-15 20:52:23,SALE,-1,TXN-0002225,EMP-0041
MOV-00009983,PH-002,PRD-00474,2026-07-15 20:52:23,SALE,-1,TXN-0002225,EMP-0041
MOV-00009984,PH-005,PRD-00691,2026-06-02 16:56:26,SALE,-1,TXN-0002226,EMP-0101
MOV-00009985,PH-005,PRD-00072,2026-06-02 16:56:26,SALE,-1,TXN-0002226,EMP-0101
MOV-00009986,PH-005,PRD-00566,2026-06-02 16:56:26,SALE,-1,TXN-0002226,EMP-0101
MOV-00009987,PH-005,PRD-00704,2026-06-02 16:56:26,SALE,-1,TXN-0002226,EMP-0101
MOV-00009988,PH-005,PRD-00441,2026-06-02 16:56:26,SALE,-1,TXN-0002226,EMP-0101
MOV-00009989,PH-005,PRD-00141,2026-06-02 16:56:26,SALE,-1,TXN-0002226,EMP-0101
MOV-00009990,PH-005,PRD-00613,2026-06-02 16:56:26,SALE,-1,TXN-0002226,EMP-0101
MOV-00009991,PH-004,PRD-00424,2026-05-31 18:17:33,SALE,-1,TXN-0002227,EMP-0080
MOV-00009992,PH-004,PRD-00705,2026-05-31 18:17:33,SALE,-1,TXN-0002227,EMP-0080
MOV-00009993,PH-004,PRD-00127,2026-05-31 18:17:33,SALE,-3,TXN-0002227,EMP-0080
MOV-00009994,PH-004,PRD-00771,2026-05-31 18:17:33,SALE,-1,TXN-0002227,EMP-0080
MOV-00009995,PH-003,PRD-00724,2026-07-27 17:05:12,SALE,-1,TXN-0002228,EMP-0056
MOV-00009996,PH-003,PRD-00302,2026-07-27 17:05:12,SALE,-1,TXN-0002228,EMP-0056
MOV-00009997,PH-003,PRD-00532,2026-07-27 17:05:12,SALE,-1,TXN-0002228,EMP-0056
MOV-00009998,PH-003,PRD-00191,2026-07-27 17:05:12,SALE,-1,TXN-0002228,EMP-0056
MOV-00009999,PH-003,PRD-00447,2026-07-27 17:05:12,SALE,-3,TXN-0002228,EMP-0056
MOV-00010000,PH-004,PRD-00722,2026-07-18 17:43:18,SALE,-1,TXN-0002229,EMP-0069
MOV-00010001,PH-004,PRD-00267,2026-07-18 17:43:18,SALE,-1,TXN-0002229,EMP-0069
MOV-00010002,PH-004,PRD-00328,2026-07-18 17:43:18,SALE,-1,TXN-0002229,EMP-0069
MOV-00010003,PH-002,PRD-00041,2026-06-19 17:53:01,SALE,-1,TXN-0002230,EMP-0037
MOV-00010004,PH-002,PRD-00307,2026-06-19 17:53:01,SALE,-1,TXN-0002230,EMP-0037
MOV-00010005,PH-002,PRD-00464,2026-06-19 17:53:01,SALE,-1,TXN-0002230,EMP-0037
MOV-00010006,PH-002,PRD-00270,2026-06-19 17:53:01,SALE,-3,TXN-0002230,EMP-0037
MOV-00010007,PH-002,PRD-00717,2026-06-19 17:53:01,SALE,-3,TXN-0002230,EMP-0037
MOV-00010008,PH-001,PRD-00224,2026-05-03 20:47:59,SALE,-1,TXN-0002231,EMP-0002
MOV-00010009,PH-001,PRD-00083,2026-05-03 20:47:59,SALE,-1,TXN-0002231,EMP-0002
MOV-00010010,PH-001,PRD-00633,2026-05-03 20:47:59,SALE,-1,TXN-0002231,EMP-0002
MOV-00010011,PH-001,PRD-00100,2026-05-03 20:47:59,SALE,-4,TXN-0002231,EMP-0002
MOV-00010012,PH-001,PRD-00045,2026-05-03 20:47:59,SALE,-1,TXN-0002231,EMP-0002
MOV-00010013,PH-001,PRD-00020,2026-05-03 20:47:59,SALE,-1,TXN-0002231,EMP-0002
