receipt_id,transaction_id,receipt_number,print_type,printed_datetime,printed_by_employee_id,register_id,store_id,print_reason
RCT-0002580,TXN-0000986,RCP-00000986,Original,2026-06-15 12:45:35,EMP-0046,REG-06,PH-003,
RCT-0002581,TXN-0002508,RCP-00002508,Original,2026-06-15 13:02:46,EMP-0018,REG-01,PH-001,
RCT-0002582,TXN-0003750,RCP-00003750,Original,2026-06-15 13:15:13,EMP-0069,REG-06,PH-004,
RCT-0002583,TXN-0002929,RCP-00002929,Original,2026-06-15 13:17:17,EMP-0086,REG-01,PH-004,
RCT-0002584,TXN-0000861,RCP-00000861,Original,2026-06-15 13:37:26,EMP-0023,REG-03,PH-002,
RCT-0002585,TXN-0003774,RCP-00003774,Original,2026-06-15 13:45:47,EMP-0104,REG-06,PH-005,
RCT-0002586,TXN-0000378,RCP-00000378,Original,2026-06-15 13:58:44,EMP-0063,REG-03,PH-003,
RCT-0002587,TXN-0000608,RCP-00000608,Original,2026-06-15 14:10:06,EMP-0083,REG-04,PH-004,
RCT-0002588,TXN-0002734,RCP-00002734,Original,2026-06-15 14:14:50,EMP-0006,REG-03,PH-001,
RCT-0002589,TXN-0002917,RCP-00002917,Original,2026-06-15 15:30:56,EMP-0100,REG-06,PH-005,
RCT-0002590,TXN-0001444,RCP-00001444,Original,2026-06-15 15:33:01,EMP-0100,REG-03,PH-005,
RCT-0002591,TXN-0003836,RCP-00003836,Original,2026-06-15 15:33:42,EMP-0108,REG-04,PH-005,
RCT-0002592,TXN-0000193,RCP-00000193,Original,2026-06-15 15:53:31,EMP-0104,REG-02,PH-005,
RCT-0002593,TXN-0004295,RCP-00004295,Original,2026-06-15 15:56:12,EMP-0025,REG-06,PH-002,
RCT-0002594,TXN-0004249,RCP-00004249,Reprint,2026-06-15 17:27:24,EMP-0096,REG-02,PH-005,Customer request
RCT-0002595,TXN-0002041,RCP-00002041,Original,2026-06-15 17:34:38,EMP-0082,REG-02,PH-004,
RCT-0002596,TXN-0000065,RCP-00000065,Original,2026-06-15 18:07:46,EMP-0067,REG-06,PH-004,
RCT-0002597,TXN-0004035,RCP-00004035,Original,2026-06-15 18:17:02,EMP-0069,REG-03,PH-004,
RCT-0002598,TXN-0002254,RCP-00002254,Original,2026-06-15 18:34:09,EMP-0012,REG-03,PH-001,
RCT-0002599,TXN-0001813,RCP-00001813,Original,2026-06-15 18:47:35,EMP-0086,REG-01,PH-004,
RCT-0002600,TXN-0000651,RCP-00000651,Original,2026-06-15 18:48:01,EMP-0015,REG-06,PH-001,
RCT-0002601,TXN-0001987,RCP-00001987,Original,2026-06-15 19:14:30,EMP-0003,REG-03,PH-001,
RCT-0002602,TXN-0001850,RCP-00001850,Original,2026-06-15 19:22:47,EMP-0059,REG-02,PH-003,
RCT-0002603,TXN-0004102,RCP-00004102,Reprint,2026-06-15 19:35:20,EMP-0038,REG-06,PH-002,Lost receipt
RCT-0002604,TXN-0002376,RCP-00002376,Original,2026-06-15 19:40:03,EMP-0090,REG-03,PH-005,
RCT-0002605,TXN-0002933,RCP-00002933,Original,2026-06-15 19:54:56,EMP-0105,REG-03,PH-005,
RCT-0002606,TXN-0003865,RCP-00003865,Original,2026-06-15 20:11:50,EMP-0084,REG-05,PH-004,
RCT-0002607,TXN-0001685,RCP-00001685,Original,2026-06-15 20:18:25,EMP-0102,REG-01,PH-005,
RCT-0002608,TXN-0002562,RCP-00002562,Original,2026-06-15 20:19:51,EMP-0058,REG-02,PH-003,
RCT-0002609,TXN-0002562,RCP-00002562,Gift Receipt,2026-06-15 20:20:51,EMP-0058,REG-02,PH-003,
RCT-0002610,TXN-0003697,RCP-00003697,Original,2026-06-15 20:52:09,EMP-0041,REG-01,PH-002,
RCT-0002611,TXN-0000718,RCP-00000718,Original,2026-06-15 21:01:39,EMP-0047,REG-02,PH-003,
RCT-0002612,TXN-0002418,RCP-00002418,Original,2026-06-15 21:31:55,EMP-0069,REG-02,PH-004,
RCT-0002613,TXN-0002897,RCP-00002897,Original,2026-06-15 21:35:32,EMP-0019,REG-03,PH-001,
RCT-0002614,TXN-0002321,RCP-00002321,Original,2026-06-15 21:45:32,EMP-0086,REG-04,PH-004,
RCT-0002615,TXN-0000693,RCP-00000693,Original,2026-06-16 08:14:28,EMP-0038,REG-04,PH-002,
RCT-0002616,TXN-0002875,RCP-00002875,Original,2026-06-16 08:15:50,EMP-0103,REG-02,PH-005,
RCT-0002617,TXN-0002651,RCP-00002651,Original,2026-06-16 08:24:15,EMP-0081,REG-02,PH-004,
RCT-0002618,TXN-0001056,RCP-00001056,Original,2026-06-16 08:46:20,EMP-0104,REG-02,PH-005,
RCT-0002619,TXN-0002157,RCP-00002157,Original,2026-06-16 08:51:30,EMP-0016,REG-03,PH-001,
RCT-0002620,TXN-0003470,RCP-00003470,Original,2026-06-16 09:08:49,EMP-0040,REG-01,PH-002,
RCT-0002621,TXN-0000414,RCP-00000414,Original,2026-06-16 09:10:25,EMP-0034,REG-01,PH-002,
RCT-0002622,TXN-0000059,RCP-00000059,Original,2026-06-16 09:11:11,EMP-0014,REG-06,PH-001,
RCT-0002623,TXN-0000351,RCP-00000351,Original,2026-06-16 09:32:16,EMP-0019,REG-01,PH-001,
RCT-0002624,TXN-0000825,RCP-00000825,Original,2026-06-16 10:17:29,EMP-0059,REG-01,PH-003,
RCT-0002625,TXN-0003302,RCP-00003302,Original,2026-06-16 10:25:09,EMP-0067,REG-06,PH-004,
RCT-0002626,TXN-0004161,RCP-00004161,Original,2026-06-16 10:32:36,EMP-0057,REG-01,PH-003,
RCT-0002627,TXN-0000321,RCP-00000321,Original,2026-06-16 10:33:04,EMP-0063,REG-04,PH-003,
RCT-0002628,TXN-0002778,RCP-00002778,Original,2026-06-16 10:54:36,EMP-0068,REG-04,PH-004,
RCT-0002629,TXN-0003238,RCP-00003238,Original,2026-06-16 12:10:09,EMP-0101,REG-06,PH-005,
RCT-0002630,TXN-0000543,RCP-00000543,Original,2026-06-16 12:13:14,EMP-0062,REG-06,PH-003,
RCT-0002631,TXN-0003928,RCP-00003928,Original,2026-06-16 12:26:04,EMP-0101,REG-05,PH-005,
RCT-0002632,TXN-0003003,RCP-00003003,Original,2026-06-16 12:36:33,EMP-0085,REG-02,PH-004,
RCT-0002633,TXN-0000820,RCP-00000820,Original,2026-06-16 13:24:47,EMP-0038,REG-01,PH-002,
RCT-0002634,TXN-0002969,RCP-00002969,Original,2026-06-16 14:05:12,EMP-0105,REG-03,PH-005,
RCT-0002635,TXN-0003717,RCP-00003717,Original,2026-06-16 14:27:57,EMP-0103,REG-01,PH-005,
RCT-0002636,TXN-0001405,RCP-00001405,Original,2026-06-16 14:32:00,EMP-0107,REG-06,PH-005,
RCT-0002637,TXN-0001285,RCP-00001285,Original,2026-06-16 14:41:37,EMP-0019,REG-06,PH-001,
RCT-0002638,TXN-0003565,RCP-00003565,Original,2026-06-16 15:06:14,EMP-0101,REG-02,PH-005,
RCT-0002639,TXN-0004980,RCP-00004980,Original,2026-06-16 15:10:56,EMP-0089,REG-04,PH-005,
RCT-0002640,TXN-0004980,RCP-00004980,Gift Receipt,2026-06-16 15:11:56,EMP-0089,REG-04,PH-005,
RCT-0002641,TXN-0003693,RCP-00003693,Original,2026-06-16 15:17:26,EMP-0006,REG-05,PH-001,
RCT-0002642,TXN-0004664,RCP-00004664,Original,2026-06-16 15:42:38,EMP-0037,REG-04,PH-002,
RCT-0002643,TXN-0000458,RCP-00000458,Original,2026-06-16 15:59:52,EMP-0068,REG-06,PH-004,
RCT-0002644,TXN-0001126,RCP-00001126,Original,2026-06-16 16:11:43,EMP-0017,REG-05,PH-001,
RCT-0002645,TXN-0001868,RCP-00001868,Original,2026-06-16 16:21:10,EMP-0104,REG-02,PH-005,
RCT-0002646,TXN-0002194,RCP-00002194,Original,2026-06-16 16:39:48,EMP-0082,REG-04,PH-004,
RCT-0002647,TXN-0002717,RCP-00002717,Original,2026-06-16 16:58:46,EMP-0103,REG-04,PH-005,
RCT-0002648,TXN-0002646,RCP-00002646,Original,2026-06-16 17:19:26,EMP-0082,REG-06,PH-004,
RCT-0002649,TXN-0002646,RCP-00002646,Gift Receipt,2026-06-16 17:20:26,EMP-0082,REG-06,PH-004,
RCT-0002650,TXN-0001565,RCP-00001565,Original,2026-06-16 17:39:32,EMP-0084,REG-05,PH-004,
RCT-0002651,TXN-0001392,RCP-00001392,Original,2026-06-16 17:40:38,EMP-0104,REG-04,PH-005,
RCT-0002652,TXN-0004718,RCP-00004718,Original,2026-06-16 17:56:57,EMP-0061,REG-04,PH-003,
RCT-0002653,TXN-0002317,RCP-00002317,Original,2026-06-16 18:07:39,EMP-0018,REG-02,PH-001,
RCT-0002654,TXN-0001045,RCP-00001045,Original,2026-06-16 18:14:35,EMP-0101,REG-05,PH-005,
RCT-0002655,TXN-0002343,RCP-00002343,Original,2026-06-16 18:14:47,EMP-0036,REG-02,PH-002,
RCT-0002656,TXN-0002580,RCP-00002580,Original,2026-06-16 18:19:15,EMP-0061,REG-06,PH-003,
RCT-0002657,TXN-0000740,RCP-00000740,Original,2026-06-16 18:23:39,EMP-0002,REG-03,PH-001,
RCT-0002658,TXN-0000740,RCP-00000740,Gift Receipt,2026-06-16 18:24:39,EMP-0002,REG-03,PH-001,
RCT-0002659,TXN-0004284,RCP-00004284,Original,2026-06-16 18:28:48,EMP-0037,REG-06,PH-002,
RCT-0002660,TXN-0001723,RCP-00001723,Original,2026-06-16 18:56:43,EMP-0002,REG-05,PH-001,
RCT-0002661,TXN-0001552,RCP-00001552,Original,2026-06-16 19:11:47,EMP-0020,REG-04,PH-001,
RCT-0002662,TXN-0002955,RCP-00002955,Original,2026-06-16 19:14:33,EMP-0101,REG-04,PH-005,
RCT-0002663,TXN-0002542,RCP-00002542,Original,2026-06-16 19:23:15,EMP-0061,REG-05,PH-003,
RCT-0002664,TXN-0003689,RCP-00003689,Original,2026-06-16 19:48:43,EMP-0069,REG-01,PH-004,
RCT-0002665,TXN-0002680,RCP-00002680,Original,2026-06-16 19:52:53,EMP-0101,REG-05,PH-005,
RCT-0002666,TXN-0001193,RCP-00001193,Reprint,2026-06-16 19:57:23,EMP-0025,REG-04,PH-002,Lost receipt
RCT-0002667,TXN-0004324,RCP-00004324,Original,2026-06-16 20:10:43,EMP-0001,REG-04,PH-001,
RCT-0002668,TXN-0003585,RCP-00003585,Original,2026-06-16 20:28:54,EMP-0105,REG-01,PH-005,
RCT-0002669,TXN-0000302,RCP-00000302,Original,2026-06-16 20:30:48,EMP-0042,REG-02,PH-002,
RCT-0002670,TXN-0004844,RCP-00004844,Original,2026-06-16 20:42:03,EMP-0089,REG-02,PH-005,
RCT-0002671,TXN-0004091,RCP-00004091,Original,2026-06-16 20:49:07,EMP-0068,REG-04,PH-004,
RCT-0002672,TXN-0002527,RCP-00002527,Original,2026-06-16 20:59:42,EMP-0038,REG-02,PH-002,
RCT-0002673,TXN-0000028,RCP-00000028,Original,2026-06-16 21:15:52,EMP-0013,REG-01,PH-001,
RCT-0002674,TXN-0001553,RCP-00001553,Original,2026-06-16 21:42:42,EMP-0105,REG-04,PH-005,
RCT-0002675,TXN-0001553,RCP-00001553,Gift Receipt,2026-06-16 21:43:42,EMP-0105,REG-04,PH-005,
RCT-0002676,TXN-0001853,RCP-00001853,Original,2026-06-17 09:23:48,EMP-0012,REG-04,PH-001,
RCT-0002677,TXN-0003985,RCP-00003985,Original,2026-06-17 09:32:34,EMP-0013,REG-04,PH-001,
RCT-0002678,TXN-0000948,RCP-00000948,Original,2026-06-17 09:51:22,EMP-0001,REG-05,PH-001,
RCT-0002679,TXN-0002374,RCP-00002374,Original,2026-06-17 09:52:09,EMP-0107,REG-04,PH-005,
RCT-0002680,TXN-0004971,RCP-00004971,Original,2026-06-17 09:59:11,EMP-0068,REG-04,PH-004,
RCT-0002681,TXN-0003784,RCP-00003784,Original,2026-06-17 09:59:30,EMP-0067,REG-05,PH-004,
RCT-0002682,TXN-0000576,RCP-00000576,Original,2026-06-17 10:16:03,EMP-0103,REG-02,PH-005,
RCT-0002683,TXN-0001465,RCP-00001465,Original,2026-06-17 10:19:21,EMP-0067,REG-05,PH-004,
RCT-0002684,TXN-0001866,RCP-00001866,Original,2026-06-17 10:20:27,EMP-0056,REG-06,PH-003,
RCT-0002685,TXN-0004801,RCP-00004801,Original,2026-06-17 10:38:10,EMP-0006,REG-01,PH-001,
RCT-0002686,TXN-0004122,RCP-00004122,Original,2026-06-17 10:45:46,EMP-0101,REG-01,PH-005,
RCT-0002687,TXN-0003156,RCP-00003156,Original,2026-06-17 10:59:31,EMP-0002,REG-01,PH-001,
RCT-0002688,TXN-0000789,RCP-00000789,Original,2026-06-17 11:09:48,EMP-0067,REG-06,PH-004,
RCT-0002689,TXN-0001712,RCP-00001712,Original,2026-06-17 11:22:44,EMP-0013,REG-02,PH-001,
RCT-0002690,TXN-0001531,RCP-00001531,Original,2026-06-17 11:35:46,EMP-0081,REG-04,PH-004,
RCT-0002691,TXN-0003867,RCP-00003867,Original,2026-06-17 11:47:26,EMP-0086,REG-06,PH-004,
RCT-0002692,TXN-0004719,RCP-00004719,Original,2026-06-17 11:56:25,EMP-0083,REG-04,PH-004,
RCT-0002693,TXN-0000711,RCP-00000711,Original,2026-06-17 12:11:34,EMP-0086,REG-02,PH-004,
RCT-0002694,TXN-0003074,RCP-00003074,Original,2026-06-17 12:15:01,EMP-0090,REG-06,PH-005,
RCT-0002695,TXN-0000834,RCP-00000834,Original,2026-06-17 12:15:29,EMP-0047,REG-02,PH-003,
RCT-0002696,TXN-0004435,RCP-00004435,Original,2026-06-17 12:31:20,EMP-0083,REG-01,PH-004,
RCT-0002697,TXN-0004435,RCP-00004435,Gift Receipt,2026-06-17 12:32:20,EMP-0083,REG-01,PH-004,
RCT-0002698,TXN-0000759,RCP-00000759,Original,2026-06-17 12:51:53,EMP-0057,REG-02,PH-003,
RCT-0002699,TXN-0001254,RCP-00001254,Original,2026-06-17 12:56:16,EMP-0080,REG-01,PH-004,
RCT-0002700,TXN-0004341,RCP-00004341,Original,2026-06-17 13:14:52,EMP-0069,REG-02,PH-004,
RCT-0002701,TXN-0004897,RCP-00004897,Original,2026-06-17 13:16:41,EMP-0039,REG-05,PH-002,
RCT-0002702,TXN-0000827,RCP-00000827,Original,2026-06-17 13:18:14,EMP-0101,REG-02,PH-005,
RCT-0002703,TXN-0001307,RCP-00001307,Original,2026-06-17 13:23:12,EMP-0047,REG-02,PH-003,
RCT-0002704,TXN-0001794,RCP-00001794,Original,2026-06-17 13:50:41,EMP-0041,REG-03,PH-002,
RCT-0002705,TXN-0004908,RCP-00004908,Original,2026-06-17 13:55:18,EMP-0063,REG-04,PH-003,
RCT-0002706,TXN-0001849,RCP-00001849,Original,2026-06-17 14:13:43,EMP-0024,REG-04,PH-002,
RCT-0002707,TXN-0000264,RCP-00000264,Original,2026-06-17 14:23:21,EMP-0035,REG-05,PH-002,
RCT-0002708,TXN-0001398,RCP-00001398,Original,2026-06-17 14:46:40,EMP-0041,REG-04,PH-002,
RCT-0002709,TXN-0001546,RCP-00001546,Original,2026-06-17 14:49:14,EMP-0107,REG-05,PH-005,
RCT-0002710,TXN-0003902,RCP-00003902,Original,2026-06-17 14:53:44,EMP-0102,REG-04,PH-005,
RCT-0002711,TXN-0003982,RCP-00003982,Original,2026-06-17 15:11:32,EMP-0062,REG-04,PH-003,
RCT-0002712,TXN-0003483,RCP-00003483,Original,2026-06-17 15:27:10,EMP-0038,REG-02,PH-002,
RCT-0002713,TXN-0000417,RCP-00000417,Original,2026-06-17 15:39:00,EMP-0013,REG-02,PH-001,
RCT-0002714,TXN-0004062,RCP-00004062,Original,2026-06-17 15:40:34,EMP-0078,REG-02,PH-004,
RCT-0002715,TXN-0002738,RCP-00002738,Original,2026-06-17 15:51:12,EMP-0013,REG-02,PH-001,
RCT-0002716,TXN-0000418,RCP-00000418,Original,2026-06-17 16:59:06,EMP-0102,REG-02,PH-005,
RCT-0002717,TXN-0000392,RCP-00000392,Original,2026-06-17 18:02:55,EMP-0103,REG-03,PH-005,
RCT-0002718,TXN-0004701,RCP-00004701,Original,2026-06-17 18:31:22,EMP-0067,REG-01,PH-004,
RCT-0002719,TXN-0003385,RCP-00003385,Original,2026-06-17 18:33:00,EMP-0056,REG-05,PH-003,
RCT-0002720,TXN-0001518,RCP-00001518,Original,2026-06-17 18:41:40,EMP-0006,REG-05,PH-001,
RCT-0002721,TXN-0002645,RCP-00002645,Original,2026-06-17 18:53:51,EMP-0069,REG-01,PH-004,
RCT-0002722,TXN-0001519,RCP-00001519,Original,2026-06-17 18:56:33,EMP-0068,REG-02,PH-004,
RCT-0002723,TXN-0000614,RCP-00000614,Original,2026-06-17 19:07:58,EMP-0080,REG-02,PH-004,
RCT-0002724,TXN-0003067,RCP-00003067,Original,2026-06-17 19:45:53,EMP-0036,REG-05,PH-002,
RCT-0002725,TXN-0001705,RCP-00001705,Original,2026-06-17 19:59:16,EMP-0108,REG-05,PH-005,
RCT-0002726,TXN-0004791,RCP-00004791,Original,2026-06-17 20:03:04,EMP-0108,REG-02,PH-005,
RCT-0002727,TXN-0002864,RCP-00002864,Original,2026-06-17 20:08:52,EMP-0084,REG-05,PH-004,
RCT-0002728,TXN-0003133,RCP-00003133,Original,2026-06-17 20:09:49,EMP-0035,REG-02,PH-002,
RCT-0002729,TXN-0001566,RCP-00001566,Original,2026-06-17 20:16:54,EMP-0006,REG-05,PH-001,
RCT-0002730,TXN-0001136,RCP-00001136,Original,2026-06-17 20:25:05,EMP-0089,REG-05,PH-005,
RCT-0002731,TXN-0002081,RCP-00002081,Original,2026-06-17 20:45:04,EMP-0062,REG-06,PH-003,
RCT-0002732,TXN-0002676,RCP-00002676,Original,2026-06-17 20:58:17,EMP-0025,REG-06,PH-002,
RCT-0002733,TXN-0002131,RCP-00002131,Original,2026-06-17 21:26:38,EMP-0104,REG-05,PH-005,
RCT-0002734,TXN-0002843,RCP-00002843,Original,2026-06-17 21:27:35,EMP-0079,REG-01,PH-004,
RCT-0002735,TXN-0003329,RCP-00003329,Original,2026-06-17 21:32:20,EMP-0106,REG-03,PH-005,
RCT-0002736,TXN-0000052,RCP-00000052,Original,2026-06-17 21:45:13,EMP-0001,REG-03,PH-001,
RCT-0002737,TXN-0003155,RCP-00003155,Original,2026-06-17 21:49:11,EMP-0089,REG-03,PH-005,
RCT-0002738,TXN-0002942,RCP-00002942,Reprint,2026-06-17 23:52:02,EMP-0106,REG-05,PH-005,Printer jam
RCT-0002739,TXN-0002790,RCP-00002790,Original,2026-06-18 08:09:34,EMP-0016,REG-05,PH-001,
RCT-0002740,TXN-0002174,RCP-00002174,Original,2026-06-18 08:24:19,EMP-0067,REG-01,PH-004,
RCT-0002741,TXN-0002140,RCP-00002140,Original,2026-06-18 09:11:04,EMP-0089,REG-02,PH-005,
RCT-0002742,TXN-0001336,RCP-00001336,Original,2026-06-18 09:11:52,EMP-0068,REG-04,PH-004,
RCT-0002743,TXN-0003273,RCP-00003273,Original,2026-06-18 09:23:32,EMP-0107,REG-04,PH-005,
RCT-0002744,TXN-0001083,RCP-00001083,Original,2026-06-18 09:35:55,EMP-0063,REG-06,PH-003,
RCT-0002745,TXN-0004914,RCP-00004914,Original,2026-06-18 09:36:19,EMP-0086,REG-04,PH-004,
RCT-0002746,TXN-0000481,RCP-00000481,Original,2026-06-18 09:53:53,EMP-0105,REG-01,PH-005,
RCT-0002747,TXN-0003641,RCP-00003641,Original,2026-06-18 10:14:06,EMP-0017,REG-04,PH-001,
RCT-0002748,TXN-0000085,RCP-00000085,Original,2026-06-18 10:33:49,EMP-0082,REG-03,PH-004,
RCT-0002749,TXN-0003147,RCP-00003147,Original,2026-06-18 10:42:06,EMP-0045,REG-01,PH-003,
RCT-0002750,TXN-0001460,RCP-00001460,Original,2026-06-18 10:50:16,EMP-0046,REG-03,PH-003,
RCT-0002751,TXN-0003203,RCP-00003203,Original,2026-06-18 10:54:15,EMP-0069,REG-03,PH-004,
RCT-0002752,TXN-0002505,RCP-00002505,Original,2026-06-18 11:24:34,EMP-0037,REG-06,PH-002,
RCT-0002753,TXN-0000656,RCP-00000656,Original,2026-06-18 11:32:57,EMP-0002,REG-05,PH-001,
RCT-0002754,TXN-0000596,RCP-00000596,Original,2026-06-18 11:40:10,EMP-0067,REG-01,PH-004,
RCT-0002755,TXN-0004613,RCP-00004613,Original,2026-06-18 11:51:25,EMP-0006,REG-04,PH-001,
RCT-0002756,TXN-0002958,RCP-00002958,Original,2026-06-18 11:56:55,EMP-0040,REG-04,PH-002,
RCT-0002757,TXN-0003158,RCP-00003158,Original,2026-06-18 12:41:40,EMP-0057,REG-04,PH-003,
RCT-0002758,TXN-0000761,RCP-00000761,Original,2026-06-18 13:17:33,EMP-0100,REG-03,PH-005,
RCT-0002759,TXN-0002535,RCP-00002535,Original,2026-06-18 13:19:43,EMP-0089,REG-01,PH-005,
RCT-0002760,TXN-0002480,RCP-00002480,Original,2026-06-18 13:19:51,EMP-0105,REG-04,PH-005,
RCT-0002761,TXN-0001852,RCP-00001852,Original,2026-06-18 13:35:23,EMP-0062,REG-06,PH-003,
RCT-0002762,TXN-0004966,RCP-00004966,Original,2026-06-18 13:41:37,EMP-0040,REG-01,PH-002,
RCT-0002763,TXN-0004170,RCP-00004170,Original,2026-06-18 14:30:25,EMP-0089,REG-05,PH-005,
RCT-0002764,TXN-0001819,RCP-00001819,Original,2026-06-18 14:42:09,EMP-0012,REG-05,PH-001,
RCT-0002765,TXN-0000308,RCP-00000308,Original,2026-06-18 15:51:29,EMP-0082,REG-06,PH-004,
RCT-0002766,TXN-0003256,RCP-00003256,Original,2026-06-18 15:55:52,EMP-0036,REG-01,PH-002,
RCT-0002767,TXN-0000899,RCP-00000899,Original,2026-06-18 15:56:36,EMP-0037,REG-05,PH-002,
RCT-0002768,TXN-0001838,RCP-00001838,Original,2026-06-18 15:58:31,EMP-0025,REG-04,PH-002,
RCT-0002769,TXN-0003253,RCP-00003253,Original,2026-06-18 16:19:39,EMP-0056,REG-04,PH-003,
RCT-0002770,TXN-0001752,RCP-00001752,Original,2026-06-18 16:38:19,EMP-0003,REG-01,PH-001,
RCT-0002771,TXN-0004101,RCP-00004101,Original,2026-06-18 17:40:14,EMP-0041,REG-06,PH-002,
RCT-0002772,TXN-0002833,RCP-00002833,Original,2026-06-18 17:50:03,EMP-0061,REG-03,PH-003,
RCT-0002773,TXN-0001272,RCP-00001272,Original,2026-06-18 17:50:18,EMP-0038,REG-01,PH-002,
RCT-0002774,TXN-0002011,RCP-00002011,Original,2026-06-18 18:35:10,EMP-0024,REG-04,PH-002,
RCT-0002775,TXN-0002314,RCP-00002314,Original,2026-06-18 18:39:11,EMP-0056,REG-05,PH-003,
RCT-0002776,TXN-0001722,RCP-00001722,Original,2026-06-18 18:44:44,EMP-0056,REG-02,PH-003,
RCT-0002777,TXN-0001948,RCP-00001948,Original,2026-06-18 19:00:01,EMP-0024,REG-03,PH-002,
RCT-0002778,TXN-0003952,RCP-00003952,Original,2026-06-18 19:07:56,EMP-0003,REG-03,PH-001,
RCT-0002779,TXN-0000016,RCP-00000016,Original,2026-06-18 19:13:22,EMP-0090,REG-05,PH-005,
RCT-0002780,TXN-0001234,RCP-00001234,Original,2026-06-18 19:25:10,EMP-0101,REG-01,PH-005,
RCT-0002781,TXN-0004154,RCP-00004154,Original,2026-06-18 19:42:45,EMP-0020,REG-02,PH-001,
RCT-0002782,TXN-0002938,RCP-00002938,Original,2026-06-18 20:10:45,EMP-0064,REG-01,PH-003,
RCT-0002783,TXN-0000008,RCP-00000008,Original,2026-06-18 20:23:42,EMP-0085,REG-04,PH-004,
RCT-0002784,TXN-0002037,RCP-00002037,Original,2026-06-18 20:29:37,EMP-0090,REG-03,PH-005,
RCT-0002785,TXN-0000474,RCP-00000474,Original,2026-06-18 20:41:01,EMP-0083,REG-03,PH-004,
RCT-0002786,TXN-0000474,RCP-00000474,Gift Receipt,2026-06-18 20:42:01,EMP-0083,REG-03,PH-004,
RCT-0002787,TXN-0000287,RCP-00000287,Original,2026-06-18 20:45:25,EMP-0082,REG-01,PH-004,
RCT-0002788,TXN-0001794,RCP-00001794,Reprint,2026-06-18 20:49:41,EMP-0040,REG-04,PH-002,Customer request
RCT-0002789,TXN-0001175,RCP-00001175,Original,2026-06-18 20:54:34,EMP-0083,REG-05,PH-004,
RCT-0002790,TXN-0004937,RCP-00004937,Original,2026-06-18 20:56:50,EMP-0069,REG-05,PH-004,
RCT-0002791,TXN-0003227,RCP-00003227,Original,2026-06-18 21:03:26,EMP-0104,REG-05,PH-005,
RCT-0002792,TXN-0004735,RCP-00004735,Original,2026-06-18 21:16:58,EMP-0006,REG-01,PH-001,
RCT-0002793,TXN-0000540,RCP-00000540,Original,2026-06-18 21:21:33,EMP-0039,REG-02,PH-002,
RCT-0002794,TXN-0000526,RCP-00000526,Original,2026-06-18 21:28:43,EMP-0089,REG-04,PH-005,
RCT-0002795,TXN-0002625,RCP-00002625,Reprint,2026-06-19 03:22:34,EMP-0038,REG-04,PH-002,Printer jam
RCT-0002796,TXN-0001409,RCP-00001409,Original,2026-06-19 08:12:38,EMP-0080,REG-04,PH-004,
RCT-0002797,TXN-0001292,RCP-00001292,Original,2026-06-19 08:17:49,EMP-0082,REG-01,PH-004,
RCT-0002798,TXN-0001597,RCP-00001597,Original,2026-06-19 08:24:08,EMP-0046,REG-04,PH-003,
RCT-0002799,TXN-0001142,RCP-00001142,Original,2026-06-19 08:48:37,EMP-0067,REG-03,PH-004,
RCT-0002800,TXN-0001463,RCP-00001463,Original,2026-06-19 09:02:49,EMP-0080,REG-03,PH-004,
RCT-0002801,TXN-0001840,RCP-00001840,Original,2026-06-19 09:04:46,EMP-0039,REG-01,PH-002,
RCT-0002802,TXN-0000946,RCP-00000946,Original,2026-06-19 10:02:46,EMP-0015,REG-05,PH-001,
RCT-0002803,TXN-0003492,RCP-00003492,Original,2026-06-19 10:09:09,EMP-0067,REG-02,PH-004,
RCT-0002804,TXN-0002021,RCP-00002021,Original,2026-06-19 10:16:04,EMP-0037,REG-06,PH-002,
RCT-0002805,TXN-0002650,RCP-00002650,Original,2026-06-19 10:22:12,EMP-0023,REG-02,PH-002,
RCT-0002806,TXN-0003809,RCP-00003809,Original,2026-06-19 10:24:21,EMP-0084,REG-02,PH-004,
RCT-0002807,TXN-0000485,RCP-00000485,Original,2026-06-19 10:33:20,EMP-0023,REG-03,PH-002,
RCT-0002808,TXN-0000673,RCP-00000673,Original,2026-06-19 11:13:49,EMP-0015,REG-03,PH-001,
RCT-0002809,TXN-0002571,RCP-00002571,Original,2026-06-19 11:16:23,EMP-0023,REG-03,PH-002,
RCT-0002810,TXN-0003001,RCP-00003001,Original,2026-06-19 11:19:51,EMP-0058,REG-02,PH-003,
RCT-0002811,TXN-0000323,RCP-00000323,Original,2026-06-19 11:33:32,EMP-0091,REG-05,PH-005,
RCT-0002812,TXN-0004760,RCP-00004760,Original,2026-06-19 11:53:44,EMP-0040,REG-01,PH-002,
RCT-0002813,TXN-0004081,RCP-00004081,Original,2026-06-19 11:55:09,EMP-0091,REG-05,PH-005,
RCT-0002814,TXN-0000349,RCP-00000349,Original,2026-06-19 12:19:03,EMP-0041,REG-01,PH-002,
RCT-0002815,TXN-0002785,RCP-00002785,Original,2026-06-19 12:33:23,EMP-0081,REG-04,PH-004,
RCT-0002816,TXN-0003838,RCP-00003838,Original,2026-06-19 13:06:31,EMP-0102,REG-02,PH-005,
RCT-0002817,TXN-0002504,RCP-00002504,Original,2026-06-19 13:13:54,EMP-0105,REG-04,PH-005,
RCT-0002818,TXN-0002839,RCP-00002839,Reprint,2026-06-19 13:19:51,EMP-0088,REG-02,PH-004,Printer jam
