transaction_item_id,transaction_id,product_id,quantity,unit_price,unit_cost,discount_amount,tax_amount,line_total,override_applied,override_employee_id,department
LI-00012371,TXN-0002742,PRD-00496,1,10.06,6.02,0,0.83,10.06,False,,Medical Supplies
LI-00012372,TXN-0002743,PRD-00318,3,52.27,24.35,0,12.94,156.81,False,,First Aid
LI-00012373,TXN-0002743,PRD-00418,1,15.36,9.04,0,1.27,15.36,False,,Medical Supplies
LI-00012374,TXN-0002743,PRD-00006,2,37.66,25.28,0,6.21,75.32,False,,Household
LI-00012375,TXN-0002743,PRD-00260,1,35.1,26.14,1.76,2.75,33.34,False,,Grocery
LI-00012376,TXN-0002743,PRD-00251,1,22.63,14.73,0,1.87,22.63,False,,Beverages
LI-00012377,TXN-0002744,PRD-00070,1,25.86,16.8,0,2.13,25.86,False,,Beauty
LI-00012378,TXN-0002744,PRD-00263,1,39.05,17.47,5.86,2.74,33.19,False,,Personal Care
LI-00012379,TXN-0002744,PRD-00716,3,35.19,21.45,0,8.71,105.57,False,,Medical Supplies
LI-00012380,TXN-0002744,PRD-00746,1,1.98,0.86,0,0.16,1.98,False,,Grocery
LI-00012381,TXN-0002745,PRD-00756,1,17.13,8.3,0,1.41,17.13,False,,Vitamins & Supplements
LI-00012382,TXN-0002745,PRD-00610,1,5.03,2.75,0,0.41,5.03,False,,Household
LI-00012383,TXN-0002745,PRD-00775,1,33.35,15.41,0,2.75,33.35,False,,Snacks
LI-00012384,TXN-0002745,PRD-00303,1,51.77,28.07,0,4.27,51.77,False,,Household
LI-00012385,TXN-0002745,PRD-00063,1,5.49,3.67,0,0.45,5.49,False,,Personal Care
LI-00012386,TXN-0002745,PRD-00006,1,37.66,25.28,0,3.11,37.66,False,,Household
LI-00012387,TXN-0002745,PRD-00158,1,30.52,13.35,6.1,2.01,24.42,False,,First Aid
LI-00012388,TXN-0002745,PRD-00408,1,10.44,5.88,3.65,0.56,6.79,True,EMP-0023,OTC Medication
LI-00012389,TXN-0002746,PRD-00592,1,47.09,31.43,0,3.88,47.09,False,,Vitamins & Supplements
LI-00012390,TXN-0002747,PRD-00373,1,38.89,17.84,0,3.21,38.89,False,,OTC Medication
LI-00012391,TXN-0002747,PRD-00090,1,16.77,8.79,0,1.38,16.77,False,,Beverages
LI-00012392,TXN-0002747,PRD-00519,1,9.97,4.29,0,0.82,9.97,False,,OTC Medication
LI-00012393,TXN-0002747,PRD-00007,1,39.12,16.45,0,3.23,39.12,False,,Snacks
LI-00012394,TXN-0002747,PRD-00647,1,42.02,29.5,6.3,2.95,35.72,False,,Beverages
LI-00012395,TXN-0002747,PRD-00144,1,5.12,3.09,0,0.42,5.12,False,,Medical Supplies
LI-00012396,TXN-0002748,PRD-00144,1,5.12,3.09,0.77,0.36,4.35,False,,Medical Supplies
LI-00012397,TXN-0002748,PRD-00029,3,41.12,29.85,0,10.18,123.36,False,,OTC Medication
LI-00012398,TXN-0002748,PRD-00189,2,44.01,25.37,17.6,5.81,70.42,False,,Vitamins & Supplements
LI-00012399,TXN-0002748,PRD-00392,2,28.56,13.61,0,4.71,57.12,False,,Snacks
LI-00012400,TXN-0002748,PRD-00106,3,37.72,22.51,0,9.34,113.16,False,,Seasonal
LI-00012401,TXN-0002748,PRD-00597,1,39.56,20.65,0,3.26,39.56,False,,Grocery
LI-00012402,TXN-0002748,PRD-00362,1,45.52,29.24,0,3.76,45.52,False,,Beauty
LI-00012403,TXN-0002748,PRD-00592,1,47.09,31.43,0,3.88,47.09,False,,Vitamins & Supplements
LI-00012404,TXN-0002748,PRD-00187,1,19.84,8.43,0,1.64,19.84,False,,Personal Care
LI-00012405,TXN-0002748,PRD-00258,3,35.44,22.97,0,8.77,106.32,False,,Beauty
LI-00012406,TXN-0002749,PRD-00058,1,63.8,33.32,0,5.26,63.8,False,,Household
LI-00012407,TXN-0002749,PRD-00302,4,64.47,32.6,0,21.28,257.88,False,,Medical Supplies
LI-00012408,TXN-0002749,PRD-00753,1,12.02,8.73,0,0.99,12.02,False,,Snacks
LI-00012409,TXN-0002749,PRD-00379,1,12.23,6.78,0,1.01,12.23,False,,Seasonal
LI-00012410,TXN-0002749,PRD-00579,1,47.02,30.22,0,3.88,47.02,False,,OTC Medication
LI-00012411,TXN-0002750,PRD-00410,1,14.49,10.18,0,1.2,14.49,False,,Seasonal
LI-00012412,TXN-0002750,PRD-00330,2,51.16,25.62,0,8.44,102.32,False,,OTC Medication
LI-00012413,TXN-0002750,PRD-00187,1,19.84,8.43,0,1.64,19.84,False,,Personal Care
LI-00012414,TXN-0002750,PRD-00058,1,63.8,33.32,0,5.26,63.8,False,,Household
LI-00012415,TXN-0002750,PRD-00024,1,34.19,18.12,0,2.82,34.19,False,,Medical Supplies
LI-00012416,TXN-0002751,PRD-00484,4,46.39,24.88,0,15.31,185.56,False,,First Aid
LI-00012417,TXN-0002751,PRD-00615,1,44.28,26.92,0,3.65,44.28,False,,Household
LI-00012418,TXN-0002751,PRD-00285,1,9.92,6.56,0,0.82,9.92,False,,Seasonal
LI-00012419,TXN-0002751,PRD-00753,1,12.02,8.73,1.8,0.84,10.22,False,,Snacks
LI-00012420,TXN-0002751,PRD-00169,3,3.6,2.24,0.54,0.85,10.26,False,,Vitamins & Supplements
LI-00012421,TXN-0002751,PRD-00378,1,64.18,28.71,0,5.29,64.18,False,,Medical Supplies
LI-00012422,TXN-0002751,PRD-00128,1,20.28,10.11,0,1.67,20.28,False,,Seasonal
LI-00012423,TXN-0002752,PRD-00229,1,34.75,23.85,1.74,2.72,33.01,False,,OTC Medication
LI-00012424,TXN-0002752,PRD-00402,1,11.4,5.93,0,0.94,11.4,False,,First Aid
LI-00012425,TXN-0002752,PRD-00643,3,31.96,13.84,0,7.91,95.88,False,,Grocery
LI-00012426,TXN-0002752,PRD-00665,1,44.92,33.64,2.25,3.52,42.67,False,,Beauty
LI-00012427,TXN-0002752,PRD-00739,1,37.95,16.74,0,3.13,37.95,False,,Vitamins & Supplements
LI-00012428,TXN-0002752,PRD-00575,1,42.34,30.01,19.05,1.92,23.29,True,EMP-0023,Snacks
LI-00012429,TXN-0002753,PRD-00348,2,36.36,25.85,0,6.0,72.72,False,,Household
LI-00012430,TXN-0002753,PRD-00007,1,39.12,16.45,0,3.23,39.12,False,,Snacks
LI-00012431,TXN-0002753,PRD-00643,1,31.96,13.84,1.6,2.5,30.36,False,,Grocery
LI-00012432,TXN-0002753,PRD-00430,1,51.17,26.13,0,4.22,51.17,False,,Beauty
LI-00012433,TXN-0002753,PRD-00426,1,27.54,18.47,0,2.27,27.54,False,,Beauty
LI-00012434,TXN-0002753,PRD-00481,4,9.19,4.26,0,3.03,36.76,False,,First Aid
LI-00012435,TXN-0002753,PRD-00210,1,61.56,34.31,0,5.08,61.56,False,,Household
LI-00012436,TXN-0002753,PRD-00178,1,26.48,15.95,0,2.18,26.48,False,,Snacks
LI-00012437,TXN-0002753,PRD-00282,2,27.39,15.51,8.22,3.84,46.56,False,,Vitamins & Supplements
LI-00012438,TXN-0002753,PRD-00303,1,51.77,28.07,5.18,3.84,46.59,False,,Household
LI-00012439,TXN-0002754,PRD-00297,1,6.1,4.13,0,0.5,6.1,False,,Household
LI-00012440,TXN-0002754,PRD-00164,1,21.53,16.11,0,1.78,21.53,False,,Snacks
LI-00012441,TXN-0002754,PRD-00117,1,57.01,25.66,2.85,4.47,54.16,False,,Snacks
LI-00012442,TXN-0002754,PRD-00319,1,50.44,28.34,0,4.16,50.44,False,,Personal Care
LI-00012443,TXN-0002754,PRD-00069,3,66.76,31.86,0,16.52,200.28,False,,Beverages
LI-00012444,TXN-0002754,PRD-00599,1,50.67,24.77,0,4.18,50.67,False,,OTC Medication
LI-00012445,TXN-0002755,PRD-00104,4,2.15,1.23,0,0.71,8.6,False,,Beverages
LI-00012446,TXN-0002755,PRD-00421,2,16.22,9.97,0,2.68,32.44,False,,Medical Supplies
LI-00012447,TXN-0002755,PRD-00026,3,45.11,29.31,20.3,9.49,115.03,False,,Seasonal
LI-00012448,TXN-0002755,PRD-00233,1,51.48,22.63,0,4.25,51.48,False,,Medical Supplies
LI-00012449,TXN-0002755,PRD-00414,2,16.71,7.99,0,2.76,33.42,False,,Seasonal
LI-00012450,TXN-0002755,PRD-00278,1,45.88,27.59,0,3.79,45.88,False,,Household
LI-00012451,TXN-0002756,PRD-00119,1,8.23,5.83,1.65,0.54,6.58,False,,Vitamins & Supplements
LI-00012452,TXN-0002756,PRD-00335,2,46.97,25.49,0,7.75,93.94,False,,Seasonal
LI-00012453,TXN-0002756,PRD-00499,1,43.81,21.93,0,3.61,43.81,False,,Beverages
LI-00012454,TXN-0002756,PRD-00481,1,9.19,4.26,0,0.76,9.19,False,,First Aid
LI-00012455,TXN-0002756,PRD-00171,1,22.96,12.35,2.3,1.7,20.66,False,,Personal Care
LI-00012456,TXN-0002757,PRD-00553,1,57.75,33.47,0,4.76,57.75,False,,Medical Supplies
LI-00012457,TXN-0002757,PRD-00402,2,11.4,5.93,0,1.88,22.8,False,,First Aid
LI-00012458,TXN-0002758,PRD-00426,1,27.54,18.47,2.75,2.05,24.79,False,,Beauty
LI-00012459,TXN-0002758,PRD-00298,1,48.94,27.2,0,4.04,48.94,False,,Snacks
LI-00012460,TXN-0002759,PRD-00231,1,17.6,8.82,0,1.45,17.6,False,,First Aid
LI-00012461,TXN-0002759,PRD-00645,1,9.63,5.5,1.44,0.68,8.19,False,,Beverages
LI-00012462,TXN-0002759,PRD-00298,1,48.94,27.2,0,4.04,48.94,False,,Snacks
LI-00012463,TXN-0002759,PRD-00454,1,33.48,14.48,0,2.76,33.48,False,,Household
LI-00012464,TXN-0002760,PRD-00010,1,37.47,26.18,5.62,2.63,31.85,False,,Personal Care
LI-00012465,TXN-0002760,PRD-00256,1,45.01,33.53,0,3.71,45.01,False,,Snacks
LI-00012466,TXN-0002760,PRD-00031,1,25.21,18.49,3.78,1.77,21.43,False,,Grocery
LI-00012467,TXN-0002760,PRD-00618,1,61.93,27.17,0,5.11,61.93,False,,First Aid
LI-00012468,TXN-0002760,PRD-00281,1,1.43,0.93,0,0.12,1.43,False,,Household
LI-00012469,TXN-0002761,PRD-00330,1,51.16,25.62,0,4.22,51.16,False,,OTC Medication
LI-00012470,TXN-0002761,PRD-00639,1,5.49,3.76,0,0.45,5.49,False,,Household
LI-00012471,TXN-0002761,PRD-00421,3,16.22,9.97,0,4.01,48.66,False,,Medical Supplies
LI-00012472,TXN-0002762,PRD-00774,1,51.14,30.1,2.56,4.01,48.58,False,,Seasonal
LI-00012473,TXN-0002762,PRD-00542,1,30.62,16.9,1.53,2.4,29.09,False,,Medical Supplies
LI-00012474,TXN-0002762,PRD-00354,1,45.97,33.43,0,3.79,45.97,False,,Personal Care
LI-00012475,TXN-0002762,PRD-00037,1,56.96,31.74,0,4.7,56.96,False,,OTC Medication
LI-00012476,TXN-0002762,PRD-00376,1,2.97,1.64,0,0.25,2.97,False,,Household
LI-00012477,TXN-0002762,PRD-00200,1,64.75,28.61,0,5.34,64.75,False,,Grocery
LI-00012478,TXN-0002762,PRD-00174,1,41.24,30.28,8.25,2.72,32.99,False,,OTC Medication
LI-00012479,TXN-0002762,PRD-00405,1,15.69,6.67,0,1.29,15.69,False,,Seasonal
LI-00012480,TXN-0002763,PRD-00236,1,9.63,4.59,0,0.79,9.63,False,,Beverages
LI-00012481,TXN-0002763,PRD-00361,1,33.31,20.2,1.67,2.61,31.64,False,,Personal Care
LI-00012482,TXN-0002763,PRD-00657,1,34.01,18.43,0,2.81,34.01,False,,Grocery
LI-00012483,TXN-0002763,PRD-00465,1,14.82,7.83,0,1.22,14.82,False,,Vitamins & Supplements
LI-00012484,TXN-0002763,PRD-00546,3,47.37,34.17,0,11.72,142.11,False,,Household
LI-00012485,TXN-0002763,PRD-00666,1,36.74,21.57,0,3.03,36.74,False,,Snacks
LI-00012486,TXN-0002763,PRD-00422,1,28.56,21.34,2.86,2.12,25.7,False,,Snacks
LI-00012487,TXN-0002764,PRD-00479,1,25.15,18.65,0,2.07,25.15,False,,Medical Supplies
LI-00012488,TXN-0002764,PRD-00042,1,55.76,26.51,0,4.6,55.76,False,,Household
LI-00012489,TXN-0002764,PRD-00592,1,47.09,31.43,0,3.88,47.09,False,,Vitamins & Supplements
LI-00012490,TXN-0002764,PRD-00629,1,42.52,27.35,0,3.51,42.52,False,,First Aid
LI-00012491,TXN-0002765,PRD-00235,1,57.59,26.6,0,4.75,57.59,False,,Beverages
LI-00012492,TXN-0002765,PRD-00359,1,48.45,34.06,0,4.0,48.45,False,,First Aid
LI-00012493,TXN-0002765,PRD-00213,2,25.92,15.86,0,4.28,51.84,False,,OTC Medication
LI-00012494,TXN-0002765,PRD-00601,3,24.1,15.73,0,5.96,72.3,False,,Beauty
LI-00012495,TXN-0002765,PRD-00026,1,45.11,29.31,0,3.72,45.11,False,,Seasonal
LI-00012496,TXN-0002765,PRD-00647,1,42.02,29.5,0,3.47,42.02,False,,Beverages
LI-00012497,TXN-0002766,PRD-00147,3,24.34,17.04,0,6.02,73.02,False,,Snacks
LI-00012498,TXN-0002766,PRD-00538,1,43.36,26.61,0,3.58,43.36,False,,Seasonal
LI-00012499,TXN-0002766,PRD-00451,3,13.36,9.8,6.01,2.81,34.07,False,,Medical Supplies
LI-00012500,TXN-0002767,PRD-00152,1,27.93,13.65,2.79,2.07,25.14,False,,Personal Care
LI-00012501,TXN-0002767,PRD-00151,1,8.81,5.59,0.88,0.65,7.93,False,,Household
LI-00012502,TXN-0002767,PRD-00668,1,31.33,23.12,0,2.58,31.33,False,,OTC Medication
LI-00012503,TXN-0002767,PRD-00308,1,63.04,28.17,0,5.2,63.04,False,,Seasonal
LI-00012504,TXN-0002767,PRD-00145,1,5.51,3.29,0,0.45,5.51,False,,Seasonal
LI-00012505,TXN-0002767,PRD-00310,1,25.86,15.24,3.88,1.81,21.98,False,,Grocery
LI-00012506,TXN-0002768,PRD-00145,1,5.51,3.29,0,0.45,5.51,False,,Seasonal
LI-00012507,TXN-0002768,PRD-00652,1,34.26,14.74,0,2.83,34.26,False,,Personal Care
LI-00012508,TXN-0002769,PRD-00578,1,19.29,10.48,0.96,1.51,18.33,False,,Beauty
LI-00012509,TXN-0002769,PRD-00461,1,64.63,29.93,0,5.33,64.63,False,,OTC Medication
LI-00012510,TXN-0002770,PRD-00133,1,40.7,23.99,0,3.36,40.7,False,,Grocery
LI-00012511,TXN-0002770,PRD-00631,1,59.56,28.89,0,4.91,59.56,False,,Beauty
LI-00012512,TXN-0002770,PRD-00505,1,32.82,21.88,0,2.71,32.82,False,,Personal Care
LI-00012513,TXN-0002771,PRD-00679,4,46.75,25.56,0,15.43,187.0,False,,Vitamins & Supplements
LI-00012514,TXN-0002771,PRD-00748,4,40.96,26.8,0,13.52,163.84,False,,Beverages
LI-00012515,TXN-0002771,PRD-00339,1,20.84,13.97,0,1.72,20.84,False,,Beauty
LI-00012516,TXN-0002772,PRD-00267,1,54.21,28.6,0,4.47,54.21,False,,Beverages
LI-00012517,TXN-0002772,PRD-00466,1,48.97,27.03,0,4.04,48.97,False,,First Aid
LI-00012518,TXN-0002772,PRD-00707,2,58.68,31.69,0,9.68,117.36,False,,Vitamins & Supplements
LI-00012519,TXN-0002772,PRD-00798,1,3.01,1.94,0,0.25,3.01,False,,Personal Care
LI-00012520,TXN-0002772,PRD-00311,1,8.6,5.56,0.43,0.67,8.17,False,,Beverages
LI-00012521,TXN-0002773,PRD-00593,1,21.86,9.22,0,1.8,21.86,False,,Vitamins & Supplements
LI-00012522,TXN-0002773,PRD-00372,1,11.77,8.1,2.35,0.78,9.42,False,,Medical Supplies
LI-00012523,TXN-0002774,PRD-00247,1,3.75,2.27,0,0.31,3.75,False,,Seasonal
LI-00012524,TXN-0002774,PRD-00142,4,42.83,21.38,0,14.13,171.32,False,,Personal Care
LI-00012525,TXN-0002774,PRD-00269,1,47.49,20.1,0,3.92,47.49,False,,Vitamins & Supplements
LI-00012526,TXN-0002774,PRD-00629,1,42.52,27.35,0,3.51,42.52,False,,First Aid
LI-00012527,TXN-0002774,PRD-00532,1,18.27,13.44,0,1.51,18.27,False,,Medical Supplies
LI-00012528,TXN-0002774,PRD-00023,1,5.93,3.15,1.19,0.39,4.74,False,,Medical Supplies
LI-00012529,TXN-0002775,PRD-00530,1,6.83,4.05,0.68,0.51,6.15,False,,Medical Supplies
LI-00012530,TXN-0002775,PRD-00729,1,36.87,25.62,5.53,2.59,31.34,False,,Grocery
LI-00012531,TXN-0002776,PRD-00339,1,20.84,13.97,0,1.72,20.84,False,,Beauty
LI-00012532,TXN-0002776,PRD-00015,1,12.99,9.3,0,1.07,12.99,False,,OTC Medication
LI-00012533,TXN-0002776,PRD-00245,1,23.12,10.19,0,1.91,23.12,False,,First Aid
LI-00012534,TXN-0002776,PRD-00746,1,1.98,0.86,0,0.16,1.98,False,,Grocery
LI-00012535,TXN-0002776,PRD-00028,1,35.2,23.79,5.28,2.47,29.92,False,,Beauty
LI-00012536,TXN-0002776,PRD-00276,4,53.24,27.82,0,17.57,212.96,False,,Household
LI-00012537,TXN-0002776,PRD-00529,1,19.53,13.95,0,1.61,19.53,False,,Snacks
LI-00012538,TXN-0002776,PRD-00202,1,28.24,20.73,0,2.33,28.24,False,,Beverages
LI-00012539,TXN-0002777,PRD-00570,1,49.3,33.74,0,4.07,49.3,False,,Grocery
LI-00012540,TXN-0002777,PRD-00366,1,14.62,9.25,2.19,1.03,12.43,False,,Household
LI-00012541,TXN-0002777,PRD-00712,1,38.55,20.96,0,3.18,38.55,False,,OTC Medication
LI-00012542,TXN-0002777,PRD-00504,1,49.8,31.7,0,4.11,49.8,False,,Beauty
LI-00012543,TXN-0002778,PRD-00315,1,17.4,9.93,1.74,1.29,15.66,False,,Beverages
LI-00012544,TXN-0002779,PRD-00788,1,25.31,13.36,0,2.09,25.31,False,,Medical Supplies
LI-00012545,TXN-0002779,PRD-00376,1,2.97,1.64,0,0.25,2.97,False,,Household
LI-00012546,TXN-0002779,PRD-00029,1,41.12,29.85,0,3.39,41.12,False,,OTC Medication
LI-00012547,TXN-0002779,PRD-00572,1,72.3,33.51,0,5.96,72.3,False,,Grocery
LI-00012548,TXN-0002780,PRD-00255,1,50.91,28.31,0,4.2,50.91,False,,Grocery
LI-00012549,TXN-0002780,PRD-00319,1,50.44,28.34,0,4.16,50.44,False,,Personal Care
LI-00012550,TXN-0002780,PRD-00631,1,59.56,28.89,0,4.91,59.56,False,,Beauty
LI-00012551,TXN-0002780,PRD-00198,1,48.33,34.16,9.67,3.19,38.66,False,,Household
LI-00012552,TXN-0002780,PRD-00563,1,22.69,13.28,0,1.87,22.69,False,,Beauty
LI-00012553,TXN-0002780,PRD-00453,1,72.19,31.39,7.22,5.36,64.97,False,,Medical Supplies
LI-00012554,TXN-0002780,PRD-00800,1,59.64,33.98,0,4.92,59.64,False,,Snacks
LI-00012555,TXN-0002780,PRD-00504,1,49.8,31.7,0,4.11,49.8,False,,Beauty
LI-00012556,TXN-0002781,PRD-00677,4,36.95,19.94,0,12.19,147.8,False,,Grocery
LI-00012557,TXN-0002781,PRD-00431,1,12.36,8.36,0.62,0.97,11.74,False,,Medical Supplies
LI-00012558,TXN-0002781,PRD-00789,1,20.45,14.13,0,1.69,20.45,False,,First Aid
LI-00012559,TXN-0002781,PRD-00649,1,14.21,7.08,0.71,1.11,13.5,False,,Personal Care
LI-00012560,TXN-0002781,PRD-00488,1,26.99,19.59,5.4,1.78,21.59,False,,Medical Supplies
LI-00012561,TXN-0002782,PRD-00273,1,55.94,31.55,5.59,4.15,50.35,False,,OTC Medication
LI-00012562,TXN-0002782,PRD-00702,1,29.8,16.54,0,2.46,29.8,False,,Household
LI-00012563,TXN-0002783,PRD-00318,1,52.27,24.35,0,4.31,52.27,False,,First Aid
LI-00012564,TXN-0002783,PRD-00210,1,61.56,34.31,0,5.08,61.56,False,,Household
LI-00012565,TXN-0002783,PRD-00696,1,23.84,11.45,4.77,1.57,19.07,False,,Personal Care
LI-00012566,TXN-0002783,PRD-00616,1,48.74,32.47,0,4.02,48.74,False,,Seasonal
LI-00012567,TXN-0002783,PRD-00432,2,23.39,16.63,0,3.86,46.78,False,,Household
LI-00012568,TXN-0002783,PRD-00058,4,63.8,33.32,0,21.05,255.2,False,,Household
LI-00012569,TXN-0002783,PRD-00209,1,36.77,18.98,0,3.03,36.77,False,,Seasonal
LI-00012570,TXN-0002784,PRD-00059,1,17.28,10.9,0,1.43,17.28,False,,Beauty
LI-00012571,TXN-0002784,PRD-00777,1,29.54,14.26,2.95,2.19,26.59,False,,Snacks
LI-00012572,TXN-0002784,PRD-00152,1,27.93,13.65,0,2.3,27.93,False,,Personal Care
LI-00012573,TXN-0002784,PRD-00187,3,19.84,8.43,0,4.91,59.52,False,,Personal Care
LI-00012574,TXN-0002784,PRD-00073,1,30.66,18.52,0,2.53,30.66,False,,Seasonal
LI-00012575,TXN-0002785,PRD-00664,1,3.87,2.51,0,0.32,3.87,False,,Personal Care
LI-00012576,TXN-0002786,PRD-00135,1,2.01,1.01,0,0.17,2.01,False,,Beauty
LI-00012577,TXN-0002786,PRD-00539,2,41.52,20.53,0,6.85,83.04,False,,Household
LI-00012578,TXN-0002786,PRD-00753,1,12.02,8.73,0,0.99,12.02,False,,Snacks
LI-00012579,TXN-0002787,PRD-00183,1,13.05,9.3,0,1.08,13.05,False,,Grocery
LI-00012580,TXN-0002787,PRD-00276,1,53.24,27.82,0,4.39,53.24,False,,Household
LI-00012581,TXN-0002787,PRD-00749,1,19.74,14.11,0,1.63,19.74,False,,Grocery
LI-00012582,TXN-0002787,PRD-00132,1,24.08,15.89,0,1.99,24.08,False,,Snacks
LI-00012583,TXN-0002788,PRD-00787,1,30.2,17.4,1.51,2.37,28.69,False,,Vitamins & Supplements
LI-00012584,TXN-0002788,PRD-00241,1,54.48,27.09,0,4.49,54.48,False,,OTC Medication
LI-00012585,TXN-0002788,PRD-00407,1,34.89,19.81,0,2.88,34.89,False,,Household
LI-00012586,TXN-0002788,PRD-00449,1,51.04,32.71,7.66,3.58,43.38,False,,OTC Medication
LI-00012587,TXN-0002789,PRD-00154,1,7.19,3.39,0,0.59,7.19,False,,First Aid
LI-00012588,TXN-0002789,PRD-00422,4,28.56,21.34,17.14,8.01,97.1,False,,Snacks
LI-00012589,TXN-0002789,PRD-00087,1,9.28,4.17,0,0.77,9.28,False,,Personal Care
LI-00012590,TXN-0002790,PRD-00662,2,31.13,22.47,0,5.14,62.26,False,,Vitamins & Supplements
LI-00012591,TXN-0002790,PRD-00362,3,45.52,29.24,0,11.27,136.56,False,,Beauty
LI-00012592,TXN-0002790,PRD-00439,4,17.79,9.27,7.12,5.28,64.04,False,,Medical Supplies
LI-00012593,TXN-0002791,PRD-00079,1,15.28,11.39,0,1.26,15.28,False,,OTC Medication
LI-00012594,TXN-0002791,PRD-00035,1,43.32,31.34,15.16,2.32,28.16,True,EMP-0002,First Aid
LI-00012595,TXN-0002791,PRD-00296,1,38.52,21.73,1.93,3.02,36.59,False,,Medical Supplies
LI-00012596,TXN-0002791,PRD-00077,1,11.37,7.17,1.14,0.84,10.23,False,,Medical Supplies
LI-00012597,TXN-0002792,PRD-00481,1,9.19,4.26,0,0.76,9.19,False,,First Aid
LI-00012598,TXN-0002792,PRD-00584,1,22.06,13.55,0,1.82,22.06,False,,Beauty
LI-00012599,TXN-0002792,PRD-00365,4,21.59,11.17,0,7.12,86.36,False,,Vitamins & Supplements
LI-00012600,TXN-0002793,PRD-00386,1,30.23,20.92,0,2.49,30.23,False,,Personal Care
LI-00012601,TXN-0002794,PRD-00210,1,61.56,34.31,0,5.08,61.56,False,,Household
LI-00012602,TXN-0002794,PRD-00053,1,19.41,12.9,0,1.6,19.41,False,,Household
LI-00012603,TXN-0002794,PRD-00539,1,41.52,20.53,0,3.43,41.52,False,,Household
LI-00012604,TXN-0002794,PRD-00729,2,36.87,25.62,0,6.08,73.74,False,,Grocery
LI-00012605,TXN-0002794,PRD-00461,4,64.63,29.93,0,21.33,258.52,False,,OTC Medication
LI-00012606,TXN-0002794,PRD-00671,1,10.29,5.36,0,0.85,10.29,False,,Grocery
LI-00012607,TXN-0002795,PRD-00100,4,4.29,2.1,2.57,1.2,14.59,False,,Medical Supplies
LI-00012608,TXN-0002795,PRD-00093,1,7.46,3.45,0,0.62,7.46,False,,Seasonal
LI-00012609,TXN-0002795,PRD-00263,1,39.05,17.47,0,3.22,39.05,False,,Personal Care
LI-00012610,TXN-0002795,PRD-00495,1,37.0,19.17,5.55,2.59,31.45,False,,Medical Supplies
LI-00012611,TXN-0002796,PRD-00723,1,4.4,1.96,0,0.36,4.4,False,,Household
LI-00012612,TXN-0002796,PRD-00409,1,67.11,30.89,0,5.54,67.11,False,,Vitamins & Supplements
LI-00012613,TXN-0002796,PRD-00651,3,28.93,13.56,0,7.16,86.79,False,,Personal Care
LI-00012614,TXN-0002796,PRD-00023,1,5.93,3.15,0,0.49,5.93,False,,Medical Supplies
LI-00012615,TXN-0002797,PRD-00241,1,54.48,27.09,0,4.49,54.48,False,,OTC Medication
LI-00012616,TXN-0002797,PRD-00642,1,75.76,33.09,0,6.25,75.76,False,,Medical Supplies
LI-00012617,TXN-0002797,PRD-00232,1,4.05,2.88,0,0.33,4.05,False,,Beauty
LI-00012618,TXN-0002797,PRD-00778,1,26.65,19.88,2.67,1.98,23.98,False,,Snacks
LI-00012619,TXN-0002798,PRD-00695,1,3.98,2.48,0,0.33,3.98,False,,Personal Care
LI-00012620,TXN-0002798,PRD-00294,1,42.79,19.05,0,3.53,42.79,False,,Seasonal
LI-00012621,TXN-0002798,PRD-00171,1,22.96,12.35,0,1.89,22.96,False,,Personal Care
LI-00012622,TXN-0002798,PRD-00312,1,11.92,7.43,0,0.98,11.92,False,,Household
LI-00012623,TXN-0002798,PRD-00557,1,6.71,4.86,0,0.55,6.71,False,,Seasonal
LI-00012624,TXN-0002798,PRD-00344,1,47.34,22.47,0,3.91,47.34,False,,Beverages
LI-00012625,TXN-0002799,PRD-00121,1,20.59,12.36,0,1.7,20.59,False,,Grocery
LI-00012626,TXN-0002799,PRD-00076,3,9.53,4.72,0,2.36,28.59,False,,Vitamins & Supplements
LI-00012627,TXN-0002799,PRD-00471,1,47.48,33.5,0,3.92,47.48,False,,Snacks
LI-00012628,TXN-0002799,PRD-00692,2,8.62,6.14,2.59,1.21,14.65,False,,Snacks
LI-00012629,TXN-0002800,PRD-00698,2,42.03,25.07,0,6.93,84.06,False,,Snacks
LI-00012630,TXN-0002800,PRD-00084,1,34.43,19.65,6.89,2.27,27.54,False,,Snacks
LI-00012631,TXN-0002800,PRD-00635,1,66.73,34.74,0,5.51,66.73,False,,Beverages
LI-00012632,TXN-0002800,PRD-00229,1,34.75,23.85,0,2.87,34.75,False,,OTC Medication
LI-00012633,TXN-0002800,PRD-00703,1,4.42,3.01,0,0.36,4.42,False,,Beverages
LI-00012634,TXN-0002801,PRD-00127,1,71.12,34.13,3.56,5.57,67.56,False,,Seasonal
LI-00012635,TXN-0002801,PRD-00029,1,41.12,29.85,0,3.39,41.12,False,,OTC Medication
LI-00012636,TXN-0002801,PRD-00745,1,1.7,0.88,0,0.14,1.7,False,,Personal Care
LI-00012637,TXN-0002801,PRD-00727,1,18.7,9.7,0,1.54,18.7,False,,Medical Supplies
LI-00012638,TXN-0002801,PRD-00349,3,62.9,34.15,0,15.57,188.7,False,,Beauty
LI-00012639,TXN-0002801,PRD-00226,1,41.21,30.78,2.06,3.23,39.15,False,,Snacks
LI-00012640,TXN-0002801,PRD-00225,1,44.75,30.97,0,3.69,44.75,False,,Beverages
LI-00012641,TXN-0002802,PRD-00408,1,10.44,5.88,0,0.86,10.44,False,,OTC Medication
