drawer_session_id,store_id,register_id,employee_id,opened_at,closed_at,opening_cash,expected_cash,counted_cash,cash_variance,no_sale_open_count,cash_refund_total,cash_sales_total,approving_manager_id,flagged,flag_reason
DRW-0000309,PH-005,REG-03,EMP-0107,2026-07-11 14:00:00,2026-07-11 22:11:00,200.0,777.37,773.64,-3.73,5,128.04,971.52,EMP-0100,False,
DRW-0000310,PH-004,REG-05,EMP-0069,2026-05-29 08:00:00,2026-05-29 16:29:00,200.0,901.88,904.85,2.97,2,70.04,612.73,EMP-0068,False,
DRW-0000311,PH-001,REG-06,EMP-0001,2026-05-16 08:00:00,2026-05-16 16:13:00,200.0,1505.38,1506.47,1.09,4,31.59,945.21,EMP-0003,False,
DRW-0000312,PH-004,REG-01,EMP-0083,2026-06-07 14:00:00,2026-06-07 22:34:00,200.0,1219.98,1216.61,-3.37,0,76.51,544.1,EMP-0079,False,
DRW-0000313,PH-004,REG-01,EMP-0078,2026-05-28 08:00:00,2026-05-28 16:03:00,200.0,1417.78,1415.8,-1.98,1,72.55,609.38,EMP-0067,False,
DRW-0000314,PH-004,REG-02,EMP-0084,2026-05-27 12:00:00,2026-05-27 20:15:00,200.0,738.83,742.55,3.72,4,123.56,526.2,EMP-0067,False,
DRW-0000315,PH-003,REG-04,EMP-0059,2026-07-12 14:00:00,2026-07-12 21:53:00,200.0,1055.84,1054.23,-1.61,0,100.83,1096.81,EMP-0046,False,
DRW-0000316,PH-001,REG-01,EMP-0015,2026-07-23 12:00:00,2026-07-23 20:36:00,200.0,1451.01,1446.3,-4.71,3,31.85,1155.76,EMP-0002,False,
DRW-0000317,PH-001,REG-02,EMP-0020,2026-06-15 10:00:00,2026-06-15 18:01:00,200.0,674.23,669.36,-4.87,3,73.56,1211.56,EMP-0001,False,
DRW-0000318,PH-002,REG-04,EMP-0025,2026-06-09 08:00:00,2026-06-09 16:40:00,200.0,531.25,529.32,-1.93,2,65.08,418.92,EMP-0023,False,
DRW-0000319,PH-005,REG-02,EMP-0102,2026-05-10 14:00:00,2026-05-10 22:28:00,200.0,1425.25,1425.92,0.67,0,19.58,1383.04,EMP-0101,False,
DRW-0000320,PH-003,REG-04,EMP-0059,2026-06-17 08:00:00,2026-06-17 16:00:00,200.0,914.51,916.23,1.72,2,65.16,477.45,EMP-0057,False,
DRW-0000321,PH-004,REG-01,EMP-0083,2026-06-05 10:00:00,2026-06-05 18:13:00,200.0,932.68,930.63,-2.05,0,11.11,1034.59,EMP-0068,False,
DRW-0000322,PH-003,REG-03,EMP-0064,2026-07-15 10:15:00,2026-07-15 18:38:00,200.0,542.83,539.52,-3.31,4,71.71,1210.16,EMP-0057,False,
DRW-0000323,PH-002,REG-03,EMP-0038,2026-06-12 08:20:00,2026-06-12 16:24:00,200.0,863.42,860.23,-3.19,2,38.15,1009.6,EMP-0023,False,
DRW-0000324,PH-003,REG-04,EMP-0061,2026-06-09 10:00:00,2026-06-09 18:28:00,200.0,1485.92,1486.44,0.52,4,117.69,1176.06,EMP-0046,False,
DRW-0000325,PH-004,REG-02,EMP-0079,2026-05-29 08:00:00,2026-05-29 16:43:00,200.0,1246.67,1244.2,-2.47,4,75.07,551.04,EMP-0067,False,
DRW-0000326,PH-002,REG-05,EMP-0037,2026-07-22 12:17:00,2026-07-22 20:25:00,200.0,1081.84,1078.37,-3.47,3,10.44,1166.02,EMP-0025,False,
DRW-0000327,PH-001,REG-01,EMP-0006,2026-05-11 12:06:00,2026-05-11 20:16:00,200.0,1175.67,1179.14,3.47,4,28.81,300.26,EMP-0001,False,
DRW-0000328,PH-003,REG-06,EMP-0046,2026-06-04 08:00:00,2026-06-04 16:33:00,200.0,1693.69,1693.35,-0.34,0,58.6,807.68,EMP-0056,False,
DRW-0000329,PH-004,REG-02,EMP-0067,2026-05-30 12:00:00,2026-05-30 20:14:00,200.0,574.19,577.04,2.85,4,6.64,328.32,EMP-0068,False,
DRW-0000330,PH-004,REG-06,EMP-0083,2026-07-25 10:00:00,2026-07-25 18:35:00,200.0,547.4,545.81,-1.59,4,45.35,1625.78,EMP-0068,False,
DRW-0000331,PH-005,REG-02,EMP-0100,2026-07-24 10:00:00,2026-07-24 18:37:00,200.0,1614.71,1615.84,1.13,1,38.88,1015.23,EMP-0090,False,
DRW-0000332,PH-001,REG-05,EMP-0002,2026-07-31 08:00:00,2026-07-31 16:39:00,200.0,1862.79,1865.23,2.44,1,51.82,1277.03,EMP-0003,False,
DRW-0000333,PH-001,REG-05,EMP-0018,2026-07-09 08:00:00,2026-07-09 15:58:00,200.0,1278.04,1281.77,3.73,4,117.77,1051.44,EMP-0003,False,
DRW-0000334,PH-002,REG-06,EMP-0037,2026-07-16 10:00:00,2026-07-16 18:04:00,200.0,679.05,678.41,-0.64,0,58.77,424.22,EMP-0035,False,
DRW-0000335,PH-002,REG-04,EMP-0037,2026-05-30 14:00:00,2026-05-30 21:53:00,200.0,1935.46,1937.58,2.12,1,70.38,377.58,EMP-0034,False,
DRW-0000336,PH-004,REG-05,EMP-0082,2026-06-24 10:00:00,2026-06-24 18:21:00,200.0,1971.52,1967.32,-4.2,2,44.04,891.68,EMP-0067,False,
DRW-0000337,PH-002,REG-01,EMP-0042,2026-05-21 14:00:00,2026-05-21 21:53:00,200.0,1839.75,1835.87,-3.88,5,116.44,1494.88,EMP-0034,False,
DRW-0000338,PH-004,REG-02,EMP-0086,2026-05-26 10:00:00,2026-05-26 18:25:00,200.0,541.85,538.99,-2.86,4,44.75,1670.78,EMP-0067,False,
DRW-0000339,PH-002,REG-03,EMP-0042,2026-07-16 12:13:00,2026-07-16 20:15:00,200.0,619.14,623.07,3.93,1,140.66,825.53,EMP-0035,False,
DRW-0000340,PH-004,REG-02,EMP-0086,2026-06-24 10:00:00,2026-06-24 18:37:00,200.0,787.62,791.09,3.47,3,139.13,1406.09,EMP-0079,False,
DRW-0000341,PH-002,REG-06,EMP-0024,2026-07-29 12:00:00,2026-07-29 20:15:00,200.0,1245.31,1240.77,-4.54,4,16.83,633.75,EMP-0035,False,
DRW-0000342,PH-001,REG-04,EMP-0019,2026-06-16 10:00:00,2026-06-16 17:57:00,200.0,1355.79,1352.38,-3.41,1,88.98,725.48,EMP-0012,False,
DRW-0000343,PH-002,REG-04,EMP-0041,2026-06-26 14:00:00,2026-06-26 22:05:00,200.0,964.17,964.02,-0.15,5,148.62,456.02,EMP-0035,False,
DRW-0000344,PH-003,REG-04,EMP-0045,2026-06-12 12:00:00,2026-06-12 20:04:00,200.0,1843.0,1840.17,-2.83,5,146.01,1740.9,EMP-0046,False,
DRW-0000345,PH-005,REG-05,EMP-0105,2026-05-03 14:00:00,2026-05-03 21:48:00,200.0,1556.62,1557.13,0.51,2,42.29,965.7,EMP-0089,False,
DRW-0000346,PH-002,REG-04,EMP-0023,2026-06-09 12:00:00,2026-06-09 19:59:00,200.0,1794.3,1792.55,-1.75,2,95.84,903.19,EMP-0023,False,
DRW-0000347,PH-003,REG-05,EMP-0045,2026-06-09 08:00:00,2026-06-09 16:04:00,200.0,1177.43,1181.36,3.93,5,97.67,1158.49,EMP-0046,False,
DRW-0000348,PH-001,REG-06,EMP-0015,2026-07-01 12:00:00,2026-07-01 20:10:00,200.0,1442.45,1445.91,3.46,1,65.94,384.48,EMP-0013,False,
DRW-0000349,PH-005,REG-04,EMP-0100,2026-07-23 14:17:00,2026-07-23 22:19:00,200.0,1553.23,1551.63,-1.6,3,118.66,527.67,EMP-0090,False,
DRW-0000350,PH-002,REG-03,EMP-0023,2026-06-28 10:00:00,2026-06-28 17:46:00,200.0,1365.94,1369.38,3.44,4,67.63,1615.95,EMP-0035,False,
DRW-0000351,PH-004,REG-01,EMP-0080,2026-05-11 08:00:00,2026-05-11 16:41:00,200.0,1541.08,1539.59,-1.49,2,123.51,654.74,EMP-0069,False,
DRW-0000352,PH-002,REG-06,EMP-0035,2026-07-01 12:00:00,2026-07-01 19:57:00,200.0,531.94,531.53,-0.41,3,18.81,1406.71,EMP-0023,False,
DRW-0000353,PH-005,REG-06,EMP-0106,2026-07-12 12:00:00,2026-07-12 19:56:00,200.0,881.63,877.25,-4.38,0,124.67,623.68,EMP-0091,False,
DRW-0000354,PH-005,REG-04,EMP-0102,2026-06-04 08:00:00,2026-06-04 16:07:00,200.0,1761.8,1760.21,-1.59,4,96.75,740.45,EMP-0090,False,
DRW-0000355,PH-001,REG-04,EMP-0012,2026-07-28 08:00:00,2026-07-28 16:28:00,200.0,1550.27,1548.62,-1.65,5,59.51,997.69,EMP-0012,False,
DRW-0000356,PH-001,REG-03,EMP-0003,2026-07-04 12:00:00,2026-07-04 20:21:00,200.0,502.59,501.64,-0.95,4,67.73,1075.28,EMP-0001,False,
DRW-0000357,PH-001,REG-02,EMP-0020,2026-07-14 08:00:00,2026-07-14 16:28:00,200.0,821.55,820.89,-0.66,5,52.89,366.56,EMP-0003,False,
DRW-0000358,PH-003,REG-04,EMP-0046,2026-06-10 10:00:00,2026-06-10 18:25:00,200.0,1118.96,1116.08,-2.88,1,109.4,1189.41,EMP-0056,False,
DRW-0000359,PH-005,REG-03,EMP-0105,2026-06-27 12:00:00,2026-06-27 20:35:00,200.0,593.06,588.5,-4.56,3,94.27,463.03,EMP-0091,False,
DRW-0000360,PH-004,REG-02,EMP-0083,2026-07-12 10:12:00,2026-07-12 18:17:00,200.0,1704.74,1705.5,0.76,2,7.88,1629.95,EMP-0069,False,
DRW-0000361,PH-002,REG-05,EMP-0042,2026-06-03 12:00:00,2026-06-03 19:55:00,200.0,716.26,719.22,2.96,3,21.33,1798.34,EMP-0025,False,
DRW-0000362,PH-004,REG-02,EMP-0078,2026-06-03 12:18:00,2026-06-03 20:20:00,200.0,974.32,973.86,-0.46,4,140.81,1239.97,EMP-0079,False,
DRW-0000363,PH-001,REG-05,EMP-0002,2026-05-16 12:00:00,2026-05-16 20:13:00,200.0,1850.0,1849.44,-0.56,1,149.07,329.09,EMP-0001,False,
DRW-0000364,PH-004,REG-06,EMP-0086,2026-07-17 10:00:00,2026-07-17 18:39:00,200.0,753.44,750.88,-2.56,4,37.27,875.19,EMP-0069,False,
DRW-0000365,PH-001,REG-04,EMP-0012,2026-06-09 10:00:00,2026-06-09 18:24:00,200.0,1565.81,1567.01,1.2,1,84.79,1647.13,EMP-0012,False,
DRW-0000366,PH-001,REG-06,EMP-0002,2026-06-02 10:00:00,2026-06-02 18:31:00,200.0,1411.21,1410.0,-1.21,2,38.76,638.97,EMP-0012,False,
DRW-0000367,PH-004,REG-02,EMP-0085,2026-05-02 14:00:00,2026-05-02 22:20:00,200.0,1543.62,1542.53,-1.09,3,106.78,1687.04,EMP-0078,False,
DRW-0000368,PH-002,REG-04,EMP-0040,2026-05-11 10:07:00,2026-05-11 18:30:00,200.0,751.56,750.79,-0.77,4,36.12,749.96,EMP-0025,False,
DRW-0000369,PH-005,REG-03,EMP-0105,2026-05-16 10:00:00,2026-05-16 18:08:00,200.0,1997.54,1995.55,-1.99,3,42.38,562.45,EMP-0101,False,
DRW-0000370,PH-003,REG-05,EMP-0058,2026-06-25 10:13:00,2026-06-25 18:24:00,200.0,1069.2,1066.79,-2.41,5,23.87,969.78,EMP-0047,False,
DRW-0000371,PH-001,REG-05,EMP-0018,2026-05-24 14:00:00,2026-05-24 22:13:00,200.0,542.48,538.02,-4.46,3,112.49,1285.85,EMP-0002,False,
DRW-0000372,PH-003,REG-04,EMP-0056,2026-07-21 12:00:00,2026-07-21 20:21:00,200.0,1569.69,1570.02,0.33,2,44.88,1204.67,EMP-0057,False,
DRW-0000373,PH-001,REG-02,EMP-0014,2026-05-16 12:00:00,2026-05-16 20:23:00,200.0,1037.86,1040.98,3.12,5,8.79,1208.92,EMP-0002,False,
DRW-0000374,PH-005,REG-06,EMP-0107,2026-05-30 08:00:00,2026-05-30 16:09:00,200.0,1982.37,1986.55,4.18,5,145.79,1178.97,EMP-0090,False,
DRW-0000375,PH-004,REG-05,EMP-0083,2026-06-01 10:00:00,2026-06-01 18:10:00,200.0,544.04,544.19,0.15,2,116.27,762.56,EMP-0069,False,
DRW-0000376,PH-002,REG-06,EMP-0041,2026-07-19 10:00:00,2026-07-19 18:27:00,200.0,584.44,584.87,0.43,4,39.3,1477.68,EMP-0023,False,
DRW-0000377,PH-001,REG-03,EMP-0017,2026-06-18 10:00:00,2026-06-18 18:37:00,200.0,1440.6,1441.97,1.37,0,113.12,303.8,EMP-0012,False,
DRW-0000378,PH-001,REG-03,EMP-0020,2026-06-18 10:00:00,2026-06-18 18:44:00,200.0,1293.69,1289.44,-4.25,0,70.02,1125.33,EMP-0012,False,
DRW-0000379,PH-002,REG-06,EMP-0041,2026-06-26 10:00:00,2026-06-26 18:04:00,200.0,1034.62,1035.26,0.64,1,86.29,1232.29,EMP-0024,False,
DRW-0000380,PH-004,REG-01,EMP-0068,2026-05-24 08:14:00,2026-05-24 16:44:00,200.0,825.49,822.35,-3.14,0,117.36,1016.94,EMP-0069,False,
DRW-0000381,PH-001,REG-04,EMP-0001,2026-07-16 10:00:00,2026-07-16 18:45:00,200.0,1150.21,1150.73,0.52,0,141.14,1049.7,EMP-0001,False,
DRW-0000382,PH-005,REG-05,EMP-0108,2026-05-14 12:00:00,2026-05-14 20:33:00,200.0,570.42,570.15,-0.27,3,42.32,684.29,EMP-0100,False,
DRW-0000383,PH-002,REG-01,EMP-0038,2026-06-30 10:00:00,2026-06-30 18:39:00,200.0,1467.9,1468.42,0.52,0,149.06,1186.8,EMP-0024,False,
DRW-0000384,PH-004,REG-04,EMP-0086,2026-07-25 12:00:00,2026-07-25 20:18:00,200.0,1749.25,1751.5,2.25,3,128.68,323.61,EMP-0067,False,
DRW-0000385,PH-001,REG-01,EMP-0019,2026-07-04 10:00:00,2026-07-04 18:40:00,200.0,1677.27,1679.08,1.81,0,139.75,829.34,EMP-0001,False,
DRW-0000386,PH-003,REG-05,EMP-0059,2026-07-15 08:15:00,2026-07-15 16:23:00,200.0,1783.32,1786.02,2.7,4,97.12,541.53,EMP-0056,False,
DRW-0000387,PH-002,REG-03,EMP-0039,2026-07-23 08:00:00,2026-07-23 15:54:00,200.0,897.62,901.19,3.57,0,19.39,675.4,EMP-0023,False,
DRW-0000388,PH-004,REG-03,EMP-0085,2026-07-08 10:00:00,2026-07-08 18:24:00,200.0,1641.09,1640.23,-0.86,1,81.17,889.12,EMP-0068,False,
DRW-0000389,PH-004,REG-06,EMP-0068,2026-05-18 14:00:00,2026-05-18 22:07:00,200.0,1699.92,1695.15,-4.77,5,62.66,1410.32,EMP-0078,False,
DRW-0000390,PH-004,REG-04,EMP-0068,2026-06-06 14:00:00,2026-06-06 21:49:00,200.0,1443.0,1441.47,-1.53,2,134.43,333.33,EMP-0067,False,
DRW-0000391,PH-003,REG-04,EMP-0060,2026-06-17 08:00:00,2026-06-17 16:12:00,200.0,1520.45,1520.54,0.09,2,13.84,729.43,EMP-0056,False,
DRW-0000392,PH-005,REG-02,EMP-0103,2026-05-01 08:00:00,2026-05-01 16:16:00,200.0,1709.08,1705.81,-3.27,1,122.39,1454.63,EMP-0089,False,
DRW-0000393,PH-001,REG-03,EMP-0006,2026-05-04 12:00:00,2026-05-04 20:41:00,200.0,1767.49,1772.46,4.97,0,2.81,520.37,EMP-0003,False,
DRW-0000394,PH-003,REG-05,EMP-0063,2026-07-12 14:00:00,2026-07-12 22:14:00,200.0,1892.2,1893.91,1.71,4,37.59,1536.69,EMP-0047,False,
DRW-0000395,PH-001,REG-06,EMP-0003,2026-07-12 14:00:00,2026-07-12 22:21:00,200.0,1613.15,1613.24,0.09,4,87.42,1795.78,EMP-0002,False,
DRW-0000396,PH-003,REG-01,EMP-0046,2026-07-03 14:00:00,2026-07-03 22:30:00,200.0,581.6,585.16,3.56,3,117.81,1045.1,EMP-0057,False,
DRW-0000397,PH-005,REG-06,EMP-0104,2026-07-31 12:00:00,2026-07-31 20:05:00,200.0,1356.12,1358.86,2.74,3,127.61,498.8,EMP-0101,False,
DRW-0000398,PH-001,REG-04,EMP-0020,2026-06-08 12:17:00,2026-06-08 20:07:00,200.0,831.83,836.69,4.86,2,65.32,1633.74,EMP-0003,False,
DRW-0000399,PH-002,REG-05,EMP-0023,2026-06-28 12:00:00,2026-06-28 20:29:00,200.0,843.62,839.26,-4.36,2,118.67,507.62,EMP-0024,False,
DRW-0000400,PH-003,REG-04,EMP-0062,2026-06-27 10:00:00,2026-06-27 18:37:00,200.0,793.16,791.46,-1.7,3,76.53,1788.33,EMP-0046,False,
DRW-0000401,PH-005,REG-06,EMP-0102,2026-05-05 08:00:00,2026-05-05 16:29:00,200.0,589.43,592.18,2.75,4,38.39,986.58,EMP-0100,False,
DRW-0000402,PH-005,REG-01,EMP-0104,2026-05-03 08:00:00,2026-05-03 16:06:00,200.0,1423.98,1428.47,4.49,2,107.17,677.85,EMP-0089,False,
DRW-0000403,PH-003,REG-03,EMP-0058,2026-07-17 12:00:00,2026-07-17 20:19:00,200.0,630.37,635.29,4.92,5,88.27,1378.15,EMP-0057,False,
DRW-0000404,PH-003,REG-04,EMP-0046,2026-06-06 14:00:00,2026-06-06 22:37:00,200.0,837.28,841.86,4.58,0,102.59,374.91,EMP-0056,False,
DRW-0000405,PH-003,REG-03,EMP-0058,2026-06-22 14:00:00,2026-06-22 22:18:00,200.0,1084.49,1088.89,4.4,0,124.59,1721.78,EMP-0046,False,
DRW-0000406,PH-001,REG-02,EMP-0003,2026-05-19 14:00:00,2026-05-19 22:42:00,200.0,1096.25,1095.77,-0.48,0,36.0,1596.35,EMP-0012,False,
DRW-0000407,PH-005,REG-02,EMP-0108,2026-05-24 12:00:00,2026-05-24 20:37:00,200.0,1935.97,1939.49,3.52,3,101.55,1259.08,EMP-0100,False,
DRW-0000408,PH-002,REG-02,EMP-0042,2026-06-13 12:00:00,2026-06-13 19:58:00,200.0,1106.35,1107.79,1.44,1,12.92,1596.04,EMP-0035,False,
DRW-0000409,PH-003,REG-06,EMP-0058,2026-06-22 10:00:00,2026-06-22 18:37:00,200.0,1639.72,1641.41,1.69,4,39.46,912.81,EMP-0057,False,
DRW-0000410,PH-005,REG-04,EMP-0107,2026-06-01 10:00:00,2026-06-01 18:44:00,200.0,1739.54,1740.19,0.65,3,21.68,805.63,EMP-0101,False,
DRW-0000411,PH-004,REG-02,EMP-0083,2026-06-19 10:00:00,2026-06-19 18:29:00,200.0,1481.98,1483.91,1.93,3,20.55,1792.96,EMP-0067,False,
DRW-0000412,PH-003,REG-04,EMP-0056,2026-06-22 10:00:00,2026-06-22 18:29:00,200.0,1822.69,1824.22,1.53,5,110.83,1135.62,EMP-0046,False,
DRW-0000413,PH-001,REG-06,EMP-0003,2026-06-23 12:08:00,2026-06-23 19:46:00,200.0,865.67,870.63,4.96,3,128.34,1155.62,EMP-0001,False,
DRW-0000414,PH-004,REG-02,EMP-0067,2026-05-18 08:00:00,2026-05-18 15:58:00,200.0,1965.56,1968.07,2.51,2,120.57,1614.34,EMP-0069,False,
DRW-0000415,PH-004,REG-02,EMP-0083,2026-05-25 08:00:00,2026-05-25 16:04:00,200.0,1410.08,1406.08,-4.0,3,66.54,923.13,EMP-0079,False,
DRW-0000416,PH-001,REG-01,EMP-0014,2026-05-02 12:00:00,2026-05-02 20:12:00,200.0,724.21,728.74,4.53,1,127.5,783.52,EMP-0012,False,
DRW-0000417,PH-003,REG-06,EMP-0061,2026-07-13 12:00:00,2026-07-13 20:23:00,200.0,1918.28,1920.5,2.22,4,14.35,398.12,EMP-0056,False,
DRW-0000418,PH-001,REG-04,EMP-0003,2026-07-06 12:00:00,2026-07-06 19:52:00,200.0,1307.56,1307.64,0.08,0,104.83,1562.67,EMP-0003,False,
DRW-0000419,PH-001,REG-04,EMP-0003,2026-06-12 14:00:00,2026-06-12 22:14:00,200.0,996.42,998.4,1.98,2,121.97,600.75,EMP-0001,False,
DRW-0000420,PH-003,REG-05,EMP-0058,2026-06-14 14:00:00,2026-06-14 21:45:00,200.0,1526.49,1530.22,3.73,0,146.89,1583.15,EMP-0057,False,
DRW-0000421,PH-002,REG-06,EMP-0025,2026-05-12 10:14:00,2026-05-12 18:12:00,200.0,650.08,651.82,1.74,2,64.64,318.49,EMP-0024,False,
DRW-0000422,PH-001,REG-05,EMP-0003,2026-05-17 12:00:00,2026-05-17 20:26:00,200.0,1419.61,1423.65,4.04,2,67.51,1296.3,EMP-0002,False,
DRW-0000423,PH-005,REG-04,EMP-0089,2026-06-23 12:00:00,2026-06-23 20:21:00,200.0,760.93,765.11,4.18,1,122.25,488.3,EMP-0090,False,
DRW-0000424,PH-001,REG-06,EMP-0006,2026-05-27 10:00:00,2026-05-27 18:09:00,200.0,1428.65,1424.25,-4.4,5,41.84,1598.34,EMP-0012,False,
DRW-0000425,PH-003,REG-06,EMP-0064,2026-07-24 10:00:00,2026-07-24 18:18:00,200.0,1987.25,1985.58,-1.67,3,26.67,1633.44,EMP-0046,False,
DRW-0000426,PH-005,REG-05,EMP-0090,2026-07-01 08:11:00,2026-07-01 16:27:00,200.0,1032.56,1031.05,-1.51,3,76.17,469.15,EMP-0089,False,
DRW-0000427,PH-004,REG-06,EMP-0084,2026-07-08 14:00:00,2026-07-08 22:39:00,200.0,1541.19,1544.92,3.73,3,15.48,1709.44,EMP-0078,False,
DRW-0000428,PH-001,REG-01,EMP-0018,2026-06-04 12:00:00,2026-06-04 20:10:00,200.0,1419.88,1422.22,2.34,1,133.54,1364.2,EMP-0012,False,
DRW-0000429,PH-004,REG-03,EMP-0069,2026-06-09 14:00:00,2026-06-09 21:51:00,200.0,1554.71,1558.72,4.01,2,134.12,321.73,EMP-0079,False,
DRW-0000430,PH-005,REG-01,EMP-0103,2026-07-21 08:00:00,2026-07-21 16:30:00,200.0,1831.01,1831.0,-0.01,4,8.46,959.78,EMP-0091,False,
DRW-0000431,PH-005,REG-03,EMP-0103,2026-06-14 12:00:00,2026-06-14 20:21:00,200.0,1067.08,1069.04,1.96,0,15.62,775.45,EMP-0100,False,
DRW-0000432,PH-005,REG-05,EMP-0104,2026-05-02 14:00:00,2026-05-02 22:34:00,200.0,1384.28,1387.44,3.16,1,55.6,1154.92,EMP-0089,False,
DRW-0000433,PH-004,REG-05,EMP-0084,2026-07-19 10:00:00,2026-07-19 18:27:00,200.0,1784.69,1788.35,3.66,3,99.67,1548.35,EMP-0069,False,
DRW-0000434,PH-001,REG-01,EMP-0019,2026-05-29 10:09:00,2026-05-29 18:29:00,200.0,1641.02,1644.46,3.44,4,146.69,1797.2,EMP-0012,False,
DRW-0000435,PH-004,REG-05,EMP-0068,2026-05-27 12:04:00,2026-05-27 20:22:00,200.0,536.55,540.48,3.93,1,127.71,814.26,EMP-0078,False,
DRW-0000436,PH-001,REG-04,EMP-0020,2026-07-24 12:00:00,2026-07-24 20:35:00,200.0,1720.94,1725.48,4.54,2,3.92,715.88,EMP-0002,False,
DRW-0000437,PH-005,REG-06,EMP-0106,2026-07-16 12:00:00,2026-07-16 20:24:00,200.0,677.2,672.79,-4.41,5,0.04,1244.5,EMP-0091,False,
DRW-0000438,PH-005,REG-05,EMP-0103,2026-07-21 08:17:00,2026-07-21 15:53:00,200.0,713.77,711.67,-2.1,1,56.32,810.97,EMP-0090,False,
DRW-0000439,PH-004,REG-06,EMP-0084,2026-07-18 08:00:00,2026-07-18 16:44:00,200.0,1112.39,1110.11,-2.28,1,49.58,335.0,EMP-0069,False,
DRW-0000440,PH-004,REG-01,EMP-0068,2026-07-11 10:00:00,2026-07-11 18:35:00,200.0,1608.96,1605.53,-3.43,4,135.98,701.8,EMP-0067,False,
DRW-0000441,PH-002,REG-01,EMP-0023,2026-06-10 12:00:00,2026-06-10 20:32:00,200.0,1114.82,1113.39,-1.43,3,94.38,1085.22,EMP-0023,False,
DRW-0000442,PH-002,REG-04,EMP-0040,2026-06-09 14:05:00,2026-06-09 22:44:00,200.0,1853.85,1855.81,1.96,4,39.45,1192.92,EMP-0025,False,
DRW-0000443,PH-004,REG-05,EMP-0069,2026-07-31 12:00:00,2026-07-31 20:44:00,200.0,1378.69,1381.7,3.01,1,42.7,1252.16,EMP-0067,False,
DRW-0000444,PH-001,REG-06,EMP-0003,2026-07-25 10:00:00,2026-07-25 18:25:00,200.0,1670.89,1670.6,-0.29,5,89.31,1412.58,EMP-0012,False,
DRW-0000445,PH-004,REG-04,EMP-0085,2026-06-10 12:00:00,2026-06-10 20:02:00,200.0,1247.91,1247.68,-0.23,3,48.24,995.2,EMP-0079,False,
DRW-0000446,PH-004,REG-01,EMP-0067,2026-05-19 14:00:00,2026-05-19 21:49:00,200.0,961.58,958.28,-3.3,4,21.34,816.85,EMP-0068,False,
DRW-0000447,PH-004,REG-06,EMP-0082,2026-06-14 08:00:00,2026-06-14 15:48:00,200.0,870.04,870.41,0.37,4,84.89,747.39,EMP-0067,False,
DRW-0000448,PH-001,REG-04,EMP-0017,2026-05-24 08:00:00,2026-05-24 16:39:00,200.0,536.49,534.44,-2.05,3,11.78,401.99,EMP-0012,False,
DRW-0000449,PH-003,REG-01,EMP-0059,2026-07-29 10:00:00,2026-07-29 18:34:00,200.0,1658.36,1660.59,2.23,1,91.6,1104.55,EMP-0056,False,
DRW-0000450,PH-005,REG-01,EMP-0105,2026-06-30 08:19:00,2026-06-30 15:54:00,200.0,1017.28,1016.45,-0.83,0,91.83,1358.49,EMP-0090,False,
DRW-0000451,PH-004,REG-01,EMP-0078,2026-05-24 14:00:00,2026-05-24 22:10:00,200.0,1013.88,1015.37,1.49,1,144.36,1428.84,EMP-0067,False,
DRW-0000452,PH-004,REG-01,EMP-0085,2026-05-06 10:00:00,2026-05-06 18:37:00,200.0,1996.06,1999.73,3.67,2,32.49,522.44,EMP-0078,False,
DRW-0000453,PH-005,REG-03,EMP-0102,2026-07-11 10:00:00,2026-07-11 18:23:00,200.0,926.26,889.33,-36.93,6,71.3,494.15,EMP-0091,True,Repeated shortage with elevated no-sale opens
DRW-0000454,PH-003,REG-05,EMP-0046,2026-07-22 12:00:00,2026-07-22 20:37:00,200.0,652.52,653.06,0.54,0,73.94,1325.17,EMP-0045,False,
DRW-0000455,PH-004,REG-06,EMP-0084,2026-05-18 08:00:00,2026-05-18 16:06:00,200.0,1433.15,1434.53,1.38,3,49.41,491.19,EMP-0079,False,
DRW-0000456,PH-004,REG-03,EMP-0068,2026-07-19 10:00:00,2026-07-19 18:09:00,200.0,765.67,770.29,4.62,1,38.24,1783.61,EMP-0067,False,
DRW-0000457,PH-004,REG-02,EMP-0067,2026-07-07 14:00:00,2026-07-07 22:28:00,200.0,1825.46,1828.35,2.89,1,127.64,872.94,EMP-0069,False,
DRW-0000458,PH-005,REG-01,EMP-0089,2026-05-28 08:00:00,2026-05-28 16:43:00,200.0,784.88,784.18,-0.7,0,49.81,754.45,EMP-0091,False,
DRW-0000459,PH-004,REG-03,EMP-0079,2026-07-07 12:00:00,2026-07-07 19:55:00,200.0,1560.69,1556.26,-4.43,1,119.89,1261.31,EMP-0068,False,
DRW-0000460,PH-005,REG-01,EMP-0090,2026-05-04 08:00:00,2026-05-04 15:46:00,200.0,856.3,859.5,3.2,2,106.54,742.88,EMP-0091,False,
DRW-0000461,PH-003,REG-02,EMP-0062,2026-05-15 08:00:00,2026-05-15 16:13:00,200.0,1035.23,1037.38,2.15,1,141.93,1606.09,EMP-0046,False,
DRW-0000462,PH-002,REG-01,EMP-0037,2026-06-30 08:00:00,2026-06-30 16:28:00,200.0,890.17,891.53,1.36,1,89.73,1749.63,EMP-0023,False,
DRW-0000463,PH-004,REG-05,EMP-0067,2026-06-21 08:00:00,2026-06-21 16:41:00,200.0,1699.15,1699.3,0.15,5,15.4,1069.67,EMP-0079,False,
