adjustment_id,store_id,product_id,employee_id,approving_manager_id,adjustment_datetime,adjustment_type,quantity_before,adjustment_quantity,quantity_after,adjustment_value,reason,reference_document,flagged,flag_reason
ADJ-0000360,PH-002,PRD-00372,EMP-0028,EMP-0023,2026-07-12 18:00:00,Cycle Count,8,1,9,8.1,Cycle Count,,False,
ADJ-0000361,PH-002,PRD-00727,EMP-0032,EMP-0034,2026-07-31 09:00:00,Shrinkage,58,-2,56,-19.4,Shrinkage,,False,
ADJ-0000362,PH-002,PRD-00380,EMP-0029,EMP-0025,2026-07-22 12:00:00,Shrinkage,21,-3,18,-38.4,Shrinkage,,False,
ADJ-0000363,PH-002,PRD-00684,EMP-0032,EMP-0034,2026-07-23 16:00:00,Shrinkage,27,-1,26,-14.09,Shrinkage,,False,
ADJ-0000364,PH-002,PRD-00674,EMP-0036,EMP-0023,2026-07-16 21:00:00,Cycle Count,54,1,55,20.45,Cycle Count,,False,
ADJ-0000365,PH-002,PRD-00339,EMP-0023,EMP-0035,2026-07-26 17:00:00,Cycle Count,17,3,20,41.91,Cycle Count,,False,
ADJ-0000366,PH-002,PRD-00226,EMP-0032,EMP-0024,2026-07-02 20:00:00,Cycle Count,79,2,81,61.56,Cycle Count,,False,
ADJ-0000367,PH-002,PRD-00234,EMP-0039,EMP-0035,2026-07-26 09:00:00,Shrinkage,59,-1,58,-16.33,Shrinkage,,False,
ADJ-0000368,PH-002,PRD-00407,EMP-0040,EMP-0023,2026-07-10 15:00:00,Cycle Count,61,2,63,39.62,Cycle Count,,False,
ADJ-0000369,PH-002,PRD-00673,EMP-0035,EMP-0034,2026-07-31 15:00:00,Cycle Count,17,2,19,42.92,Cycle Count,,False,
ADJ-0000370,PH-002,PRD-00757,EMP-0025,EMP-0025,2026-07-30 21:00:00,Shrinkage,97,-1,96,-19.45,Shrinkage,,False,
ADJ-0000371,PH-002,PRD-00078,EMP-0023,EMP-0035,2026-07-02 12:00:00,Shrinkage,13,-2,11,-10.48,Shrinkage,,False,
ADJ-0000372,PH-002,PRD-00593,EMP-0023,EMP-0024,2026-07-30 16:00:00,Shrinkage,39,-1,38,-9.22,Shrinkage,,False,
ADJ-0000373,PH-002,PRD-00458,EMP-0037,EMP-0023,2026-07-12 09:00:00,Shrinkage,99,-3,96,-69.54,Shrinkage,,False,
ADJ-0000374,PH-002,PRD-00253,EMP-0023,EMP-0023,2026-07-10 08:00:00,Shrinkage,58,-1,57,-18.9,Shrinkage,,False,
ADJ-0000375,PH-002,PRD-00392,EMP-0038,EMP-0023,2026-07-11 09:00:00,Shrinkage,34,-2,32,-27.22,Shrinkage,,False,
ADJ-0000376,PH-002,PRD-00651,EMP-0028,EMP-0024,2026-07-11 13:00:00,Shrinkage,7,-3,4,-40.68,Shrinkage,,False,
ADJ-0000377,PH-002,PRD-00332,EMP-0028,EMP-0035,2026-07-25 13:00:00,Shrinkage,60,-2,58,-57.48,Shrinkage,,False,
ADJ-0000378,PH-002,PRD-00753,EMP-0039,EMP-0024,2026-07-09 18:00:00,Cycle Count,15,1,16,8.73,Cycle Count,,False,
ADJ-0000379,PH-002,PRD-00219,EMP-0025,EMP-0034,2026-07-07 20:00:00,Shrinkage,36,-1,35,-33.47,Shrinkage,,False,
ADJ-0000380,PH-002,PRD-00537,EMP-0026,EMP-0035,2026-07-25 09:00:00,Shrinkage,1,-1,0,-9.44,Shrinkage,,False,
ADJ-0000381,PH-002,PRD-00772,EMP-0041,EMP-0034,2026-07-31 19:00:00,Shrinkage,60,-1,59,-20.23,Shrinkage,,False,
ADJ-0000382,PH-002,PRD-00008,EMP-0024,EMP-0025,2026-07-15 19:00:00,Cycle Count,78,1,79,30.92,Cycle Count,,False,
ADJ-0000383,PH-002,PRD-00225,EMP-0038,EMP-0034,2026-07-24 14:00:00,Cycle Count,31,3,34,92.91,Cycle Count,,False,
ADJ-0000384,PH-002,PRD-00345,EMP-0032,EMP-0023,2026-07-06 17:00:00,Cycle Count,26,1,27,2.73,Cycle Count,,False,
ADJ-0000385,PH-002,PRD-00648,EMP-0024,EMP-0035,2026-07-23 19:00:00,Shrinkage,38,-2,36,-52.58,Shrinkage,,False,
ADJ-0000386,PH-002,PRD-00514,EMP-0029,EMP-0025,2026-07-02 14:00:00,Cycle Count,95,2,97,26.56,Cycle Count,,False,
ADJ-0000387,PH-002,PRD-00043,EMP-0030,EMP-0025,2026-07-27 19:00:00,Shrinkage,77,-2,75,-5.06,Shrinkage,,False,
ADJ-0000388,PH-002,PRD-00218,EMP-0034,EMP-0023,2026-07-17 15:00:00,Cycle Count,0,1,1,19.35,Cycle Count,,False,
ADJ-0000389,PH-002,PRD-00441,EMP-0026,EMP-0023,2026-07-01 20:00:00,Cycle Count,8,3,11,104.52,Cycle Count,,False,
ADJ-0000390,PH-002,PRD-00492,EMP-0038,EMP-0025,2026-07-24 08:00:00,Shrinkage,78,-1,77,-13.97,Shrinkage,,False,
ADJ-0000391,PH-002,PRD-00468,EMP-0034,EMP-0023,2026-07-25 13:00:00,Shrinkage,78,-1,77,-2.32,Shrinkage,,False,
ADJ-0000392,PH-002,PRD-00695,EMP-0033,EMP-0035,2026-07-16 16:00:00,Shrinkage,73,-3,70,-7.44,Shrinkage,,False,
ADJ-0000393,PH-002,PRD-00671,EMP-0032,EMP-0035,2026-07-03 10:00:00,Shrinkage,4,-3,1,-16.08,Shrinkage,,False,
ADJ-0000394,PH-002,PRD-00503,EMP-0037,EMP-0025,2026-07-20 11:00:00,Cycle Count,2,1,3,0.92,Cycle Count,,False,
ADJ-0000395,PH-002,PRD-00620,EMP-0033,EMP-0035,2026-07-03 15:00:00,Cycle Count,41,3,44,60.87,Cycle Count,,False,
ADJ-0000396,PH-002,PRD-00326,EMP-0034,EMP-0023,2026-07-14 14:00:00,Cycle Count,21,2,23,41.08,Cycle Count,,False,
ADJ-0000397,PH-002,PRD-00054,EMP-0025,EMP-0034,2026-07-01 20:00:00,Shrinkage,60,-1,59,-3.68,Shrinkage,,False,
ADJ-0000398,PH-002,PRD-00586,EMP-0040,EMP-0035,2026-07-21 16:00:00,Shrinkage,9,-3,6,-85.23,Shrinkage,,False,
ADJ-0000399,PH-002,PRD-00163,EMP-0027,EMP-0034,2026-07-08 08:00:00,Cycle Count,83,2,85,46.02,Cycle Count,,False,
ADJ-0000400,PH-002,PRD-00519,EMP-0042,EMP-0024,2026-07-31 11:00:00,Cycle Count,67,3,70,12.87,Cycle Count,,False,
ADJ-0000401,PH-002,PRD-00175,EMP-0029,EMP-0034,2026-07-15 11:00:00,Shrinkage,33,-3,30,-78.63,Shrinkage,,False,
ADJ-0000402,PH-002,PRD-00552,EMP-0040,EMP-0035,2026-07-22 14:00:00,Cycle Count,98,1,99,17.26,Cycle Count,,False,
ADJ-0000403,PH-002,PRD-00317,EMP-0034,EMP-0025,2026-07-17 11:00:00,Shrinkage,9,-3,6,-38.07,Shrinkage,,False,
ADJ-0000404,PH-002,PRD-00074,EMP-0024,EMP-0024,2026-07-01 16:00:00,Cycle Count,65,2,67,25.34,Cycle Count,,False,
ADJ-0000405,PH-002,PRD-00293,EMP-0025,EMP-0024,2026-07-15 09:00:00,Shrinkage,88,-1,87,-23.31,Shrinkage,,False,
ADJ-0000406,PH-002,PRD-00060,EMP-0036,EMP-0024,2026-07-21 13:00:00,Cycle Count,20,3,23,59.1,Cycle Count,,False,
ADJ-0000407,PH-002,PRD-00059,EMP-0024,EMP-0034,2026-07-17 16:00:00,Shrinkage,78,-1,77,-10.9,Shrinkage,,False,
ADJ-0000408,PH-002,PRD-00044,EMP-0024,EMP-0035,2026-07-29 10:00:00,Cycle Count,65,2,67,15.16,Cycle Count,,False,
ADJ-0000409,PH-002,PRD-00443,EMP-0023,EMP-0024,2026-07-09 21:00:00,Shrinkage,57,-2,55,-50.22,Shrinkage,,False,
ADJ-0000410,PH-002,PRD-00636,EMP-0024,EMP-0034,2026-07-24 08:00:00,Shrinkage,76,-2,74,-5.62,Shrinkage,,False,
ADJ-0000411,PH-002,PRD-00717,EMP-0025,EMP-0024,2026-07-28 17:00:00,Shrinkage,78,-3,75,-25.44,Shrinkage,,False,
ADJ-0000412,PH-002,PRD-00215,EMP-0040,EMP-0034,2026-07-29 18:00:00,Shrinkage,67,-1,66,-11.5,Shrinkage,,False,
ADJ-0000413,PH-002,PRD-00773,EMP-0040,EMP-0023,2026-07-10 19:00:00,Shrinkage,20,-2,18,-16.56,Shrinkage,,False,
ADJ-0000414,PH-002,PRD-00457,EMP-0031,EMP-0024,2026-07-27 08:00:00,Cycle Count,53,3,56,102.27,Cycle Count,,False,
ADJ-0000415,PH-002,PRD-00124,EMP-0038,EMP-0024,2026-07-06 09:00:00,Cycle Count,1,3,4,59.97,Cycle Count,,False,
ADJ-0000416,PH-002,PRD-00122,EMP-0030,EMP-0034,2026-07-29 11:00:00,Cycle Count,45,2,47,18.96,Cycle Count,,False,
ADJ-0000417,PH-002,PRD-00133,EMP-0029,EMP-0023,2026-07-11 10:00:00,Shrinkage,90,-1,89,-23.99,Shrinkage,,False,
ADJ-0000418,PH-002,PRD-00653,EMP-0032,EMP-0034,2026-07-31 08:00:00,Cycle Count,76,2,78,13.62,Cycle Count,,False,
ADJ-0000419,PH-002,PRD-00592,EMP-0038,EMP-0023,2026-07-11 21:00:00,Cycle Count,51,1,52,31.43,Cycle Count,,False,
ADJ-0000420,PH-002,PRD-00637,EMP-0031,EMP-0023,2026-07-01 18:00:00,Shrinkage,14,-2,12,-6.06,Shrinkage,,False,
ADJ-0000421,PH-002,PRD-00791,EMP-0038,EMP-0024,2026-07-17 08:00:00,Shrinkage,31,-1,30,-32.66,Shrinkage,,False,
ADJ-0000422,PH-002,PRD-00706,EMP-0041,EMP-0035,2026-07-02 10:00:00,Cycle Count,85,1,86,27.17,Cycle Count,,False,
ADJ-0000423,PH-002,PRD-00282,EMP-0028,EMP-0035,2026-07-25 12:00:00,Shrinkage,94,-3,91,-46.53,Shrinkage,,False,
ADJ-0000424,PH-002,PRD-00702,EMP-0037,EMP-0023,2026-07-15 20:00:00,Shrinkage,76,-2,74,-33.08,Shrinkage,,False,
ADJ-0000425,PH-002,PRD-00704,EMP-0039,EMP-0024,2026-07-25 21:00:00,Shrinkage,55,-2,53,-17.68,Shrinkage,,False,
ADJ-0000426,PH-002,PRD-00394,EMP-0035,EMP-0035,2026-07-08 17:00:00,Shrinkage,31,-2,29,-6.64,Shrinkage,,False,
ADJ-0000427,PH-002,PRD-00545,EMP-0027,EMP-0035,2026-07-03 16:00:00,Shrinkage,93,-1,92,-18.24,Shrinkage,,False,
ADJ-0000428,PH-002,PRD-00051,EMP-0031,EMP-0035,2026-07-22 18:00:00,Shrinkage,6,-1,5,-21.04,Shrinkage,,False,
ADJ-0000429,PH-002,PRD-00606,EMP-0044,EMP-0024,2026-07-28 13:00:00,Cycle Count,97,1,98,4.53,Cycle Count,,False,
ADJ-0000430,PH-002,PRD-00296,EMP-0042,EMP-0025,2026-07-24 14:00:00,Cycle Count,92,3,95,65.19,Cycle Count,,False,
ADJ-0000431,PH-002,PRD-00797,EMP-0024,EMP-0025,2026-07-06 12:00:00,Cycle Count,32,3,35,104.37,Cycle Count,,False,
ADJ-0000432,PH-002,PRD-00570,EMP-0042,EMP-0035,2026-07-20 16:00:00,Cycle Count,32,2,34,67.48,Cycle Count,,False,
ADJ-0000433,PH-002,PRD-00418,EMP-0026,EMP-0034,2026-07-26 19:00:00,Shrinkage,35,-3,32,-27.12,Shrinkage,,False,
ADJ-0000434,PH-002,PRD-00680,EMP-0023,EMP-0034,2026-07-21 11:00:00,Shrinkage,95,-1,94,-17.16,Shrinkage,,False,
ADJ-0000435,PH-002,PRD-00056,EMP-0037,EMP-0034,2026-07-29 09:00:00,Cycle Count,29,1,30,20.67,Cycle Count,,False,
ADJ-0000436,PH-002,PRD-00544,EMP-0024,EMP-0025,2026-07-04 20:00:00,Shrinkage,0,0,0,0.0,Shrinkage,,False,
ADJ-0000437,PH-002,PRD-00381,EMP-0026,EMP-0025,2026-07-28 15:00:00,Shrinkage,31,-2,29,-4.1,Shrinkage,,False,
ADJ-0000438,PH-002,PRD-00229,EMP-0029,EMP-0035,2026-07-05 15:00:00,Shrinkage,19,-1,18,-23.85,Shrinkage,,False,
ADJ-0000439,PH-002,PRD-00566,EMP-0034,EMP-0023,2026-07-16 08:00:00,Cycle Count,98,1,99,17.86,Cycle Count,,False,
ADJ-0000440,PH-002,PRD-00585,EMP-0035,EMP-0035,2026-07-12 09:00:00,Cycle Count,77,3,80,68.64,Cycle Count,,False,
ADJ-0000441,PH-002,PRD-00647,EMP-0037,EMP-0035,2026-07-27 13:00:00,Shrinkage,42,-3,39,-88.5,Shrinkage,,False,
ADJ-0000442,PH-002,PRD-00145,EMP-0032,EMP-0025,2026-07-28 11:00:00,Shrinkage,15,-3,12,-9.87,Shrinkage,,False,
ADJ-0000443,PH-002,PRD-00190,EMP-0024,EMP-0034,2026-07-12 12:00:00,Shrinkage,36,-3,33,-48.48,Shrinkage,,False,
ADJ-0000444,PH-002,PRD-00730,EMP-0035,EMP-0034,2026-07-16 15:00:00,Shrinkage,38,-2,36,-12.98,Shrinkage,,False,
ADJ-0000445,PH-002,PRD-00242,EMP-0023,EMP-0034,2026-07-04 15:00:00,Shrinkage,58,-3,55,-40.86,Shrinkage,,False,
ADJ-0000446,PH-002,PRD-00141,EMP-0030,EMP-0035,2026-07-08 17:00:00,Cycle Count,2,1,3,25.66,Cycle Count,,False,
ADJ-0000447,PH-002,PRD-00726,EMP-0031,EMP-0025,2026-07-04 18:00:00,Cycle Count,88,1,89,1.24,Cycle Count,,False,
ADJ-0000448,PH-002,PRD-00156,EMP-0030,EMP-0025,2026-07-01 16:00:00,Shrinkage,46,-3,43,-85.38,Shrinkage,,False,
ADJ-0000449,PH-002,PRD-00099,EMP-0035,EMP-0024,2026-07-06 15:00:00,Cycle Count,70,1,71,7.26,Cycle Count,,False,
ADJ-0000450,PH-002,PRD-00532,EMP-0034,EMP-0034,2026-07-09 21:00:00,Cycle Count,71,1,72,13.44,Cycle Count,,False,
ADJ-0000451,PH-002,PRD-00196,EMP-0034,EMP-0025,2026-07-18 08:00:00,Shrinkage,33,-2,31,-56.62,Shrinkage,,False,
ADJ-0000452,PH-002,PRD-00530,EMP-0040,EMP-0023,2026-07-22 12:00:00,Cycle Count,24,2,26,8.1,Cycle Count,,False,
ADJ-0000453,PH-002,PRD-00703,EMP-0036,EMP-0024,2026-07-11 20:00:00,Shrinkage,85,-3,82,-9.03,Shrinkage,,False,
ADJ-0000454,PH-002,PRD-00024,EMP-0031,EMP-0024,2026-07-19 10:00:00,Shrinkage,33,-1,32,-18.12,Shrinkage,,False,
ADJ-0000455,PH-002,PRD-00493,EMP-0028,EMP-0034,2026-07-04 15:00:00,Shrinkage,87,-3,84,-32.7,Shrinkage,,False,
ADJ-0000456,PH-002,PRD-00152,EMP-0028,EMP-0025,2026-07-31 17:00:00,Shrinkage,66,-1,65,-13.65,Shrinkage,,False,
ADJ-0000457,PH-002,PRD-00731,EMP-0024,EMP-0024,2026-07-09 15:00:00,Shrinkage,49,-1,48,-14.11,Shrinkage,,False,
ADJ-0000458,PH-002,PRD-00307,EMP-0043,EMP-0023,2026-07-27 18:00:00,Shrinkage,48,-1,47,-21.69,Shrinkage,,False,
ADJ-0000459,PH-002,PRD-00115,EMP-0036,EMP-0023,2026-07-14 11:00:00,Shrinkage,44,-3,41,-62.76,Shrinkage,,False,
ADJ-0000460,PH-002,PRD-00061,EMP-0042,EMP-0024,2026-07-27 16:00:00,Shrinkage,64,-3,61,-50.49,Shrinkage,,False,
ADJ-0000461,PH-002,PRD-00038,EMP-0027,EMP-0035,2026-07-09 17:00:00,Shrinkage,44,-3,41,-79.68,Shrinkage,,False,
ADJ-0000462,PH-002,PRD-00281,EMP-0023,EMP-0035,2026-07-31 21:00:00,Cycle Count,21,3,24,2.79,Cycle Count,,False,
ADJ-0000463,PH-002,PRD-00162,EMP-0035,EMP-0035,2026-07-24 15:00:00,Cycle Count,72,3,75,53.82,Cycle Count,,False,
ADJ-0000464,PH-002,PRD-00506,EMP-0037,EMP-0023,2026-07-28 18:00:00,Shrinkage,41,-2,39,-6.52,Shrinkage,,False,
ADJ-0000465,PH-002,PRD-00111,EMP-0024,EMP-0023,2026-07-14 12:00:00,Cycle Count,63,3,66,30.6,Cycle Count,,False,
ADJ-0000466,PH-002,PRD-00528,EMP-0026,EMP-0025,2026-07-26 09:00:00,Shrinkage,48,-1,47,-22.1,Shrinkage,,False,
ADJ-0000467,PH-002,PRD-00260,EMP-0032,EMP-0025,2026-07-30 13:00:00,Shrinkage,84,-2,82,-52.28,Shrinkage,,False,
ADJ-0000468,PH-002,PRD-00645,EMP-0040,EMP-0023,2026-07-18 10:00:00,Cycle Count,51,3,54,16.5,Cycle Count,,False,
ADJ-0000469,PH-002,PRD-00431,EMP-0040,EMP-0023,2026-07-25 19:00:00,Cycle Count,100,3,103,25.08,Cycle Count,,False,
ADJ-0000470,PH-002,PRD-00447,EMP-0038,EMP-0024,2026-07-09 08:00:00,Shrinkage,92,-1,91,-21.91,Shrinkage,,False,
ADJ-0000471,PH-002,PRD-00740,EMP-0044,EMP-0024,2026-07-26 13:00:00,Cycle Count,6,2,8,54.98,Cycle Count,,False,
ADJ-0000472,PH-002,PRD-00041,EMP-0030,EMP-0024,2026-07-04 08:00:00,Cycle Count,31,1,32,6.97,Cycle Count,,False,
ADJ-0000473,PH-002,PRD-00179,EMP-0023,EMP-0025,2026-07-25 13:00:00,Cycle Count,7,1,8,34.32,Cycle Count,,False,
ADJ-0000474,PH-002,PRD-00385,EMP-0040,EMP-0025,2026-07-27 10:00:00,Shrinkage,20,-2,18,-66.48,Shrinkage,,False,
ADJ-0000475,PH-002,PRD-00335,EMP-0041,EMP-0024,2026-07-09 20:00:00,Shrinkage,98,-1,97,-25.49,Shrinkage,,False,
ADJ-0000476,PH-002,PRD-00153,EMP-0039,EMP-0035,2026-07-20 12:00:00,Shrinkage,73,-3,70,-4.11,Shrinkage,,False,
ADJ-0000477,PH-002,PRD-00633,EMP-0040,EMP-0034,2026-07-05 17:00:00,Cycle Count,61,3,64,37.53,Cycle Count,,False,
ADJ-0000478,PH-002,PRD-00409,EMP-0043,EMP-0023,2026-07-09 16:00:00,Cycle Count,97,1,98,30.89,Cycle Count,,False,
ADJ-0000479,PH-002,PRD-00690,EMP-0030,EMP-0035,2026-07-11 10:00:00,Shrinkage,34,-1,33,-31.2,Shrinkage,,False,
ADJ-0000480,PH-002,PRD-00294,EMP-0037,EMP-0023,2026-07-22 20:00:00,Shrinkage,22,-1,21,-19.05,Shrinkage,,False,
ADJ-0000481,PH-002,PRD-00646,EMP-0025,EMP-0035,2026-07-23 08:00:00,Cycle Count,35,1,36,23.23,Cycle Count,,False,
ADJ-0000482,PH-002,PRD-00744,EMP-0025,EMP-0034,2026-07-13 17:00:00,Cycle Count,43,3,46,68.04,Cycle Count,,False,
ADJ-0000483,PH-002,PRD-00518,EMP-0037,EMP-0034,2026-07-28 16:00:00,Cycle Count,38,1,39,18.49,Cycle Count,,False,
ADJ-0000484,PH-002,PRD-00771,EMP-0041,EMP-0024,2026-07-20 17:00:00,Cycle Count,68,1,69,16.43,Cycle Count,,False,
ADJ-0000485,PH-002,PRD-00006,EMP-0041,EMP-0035,2026-07-10 18:00:00,Shrinkage,39,-1,38,-25.28,Shrinkage,,False,
ADJ-0000486,PH-002,PRD-00058,EMP-0031,EMP-0025,2026-07-09 10:00:00,Shrinkage,95,-3,92,-99.96,Shrinkage,,False,
ADJ-0000487,PH-002,PRD-00722,EMP-0038,EMP-0035,2026-07-09 10:00:00,Shrinkage,36,-3,33,-54.93,Shrinkage,,False,
ADJ-0000488,PH-002,PRD-00165,EMP-0041,EMP-0034,2026-07-18 09:00:00,Shrinkage,51,-3,48,-64.8,Shrinkage,,False,
ADJ-0000489,PH-002,PRD-00049,EMP-0034,EMP-0024,2026-07-21 18:00:00,Cycle Count,91,3,94,86.73,Cycle Count,,False,
ADJ-0000490,PH-002,PRD-00206,EMP-0043,EMP-0023,2026-07-01 12:00:00,Cycle Count,91,3,94,59.58,Cycle Count,,False,
ADJ-0000491,PH-002,PRD-00419,EMP-0028,EMP-0035,2026-07-06 12:00:00,Shrinkage,53,-2,51,-58.88,Shrinkage,,False,
ADJ-0000492,PH-002,PRD-00037,EMP-0025,EMP-0035,2026-07-18 17:00:00,Cycle Count,85,1,86,31.74,Cycle Count,,False,
ADJ-0000493,PH-002,PRD-00255,EMP-0041,EMP-0023,2026-07-13 21:00:00,Cycle Count,1,2,3,56.62,Cycle Count,,False,
ADJ-0000494,PH-002,PRD-00701,EMP-0040,EMP-0024,2026-07-21 09:00:00,Cycle Count,24,2,26,10.22,Cycle Count,,False,
ADJ-0000495,PH-002,PRD-00589,EMP-0027,EMP-0034,2026-07-18 13:00:00,Shrinkage,2,-2,0,-50.5,Shrinkage,,False,
ADJ-0000496,PH-002,PRD-00349,EMP-0033,EMP-0034,2026-07-03 13:00:00,Shrinkage,37,-3,34,-102.45,Shrinkage,,False,
ADJ-0000497,PH-002,PRD-00798,EMP-0043,EMP-0034,2026-07-31 14:00:00,Cycle Count,56,1,57,1.94,Cycle Count,,False,
ADJ-0000498,PH-002,PRD-00477,EMP-0043,EMP-0035,2026-07-12 21:00:00,Cycle Count,78,3,81,103.08,Cycle Count,,False,
ADJ-0000499,PH-002,PRD-00344,EMP-0038,EMP-0024,2026-07-02 21:00:00,Cycle Count,54,1,55,22.47,Cycle Count,,False,
ADJ-0000500,PH-002,PRD-00369,EMP-0032,EMP-0024,2026-07-18 08:00:00,Shrinkage,7,-3,4,-98.58,Shrinkage,,False,
ADJ-0000501,PH-002,PRD-00195,EMP-0034,EMP-0035,2026-07-27 18:00:00,Shrinkage,68,-1,67,-21.92,Shrinkage,,False,
ADJ-0000502,PH-002,PRD-00093,EMP-0033,EMP-0034,2026-07-05 19:00:00,Cycle Count,12,3,15,10.35,Cycle Count,,False,
ADJ-0000503,PH-002,PRD-00598,EMP-0040,EMP-0024,2026-07-30 17:00:00,Cycle Count,91,2,93,35.74,Cycle Count,,False,
ADJ-0000504,PH-002,PRD-00320,EMP-0030,EMP-0023,2026-07-02 14:00:00,Shrinkage,52,-1,51,-10.66,Shrinkage,,False,
ADJ-0000505,PH-002,PRD-00751,EMP-0035,EMP-0035,2026-07-26 16:00:00,Shrinkage,15,-3,12,-68.37,Shrinkage,,False,
ADJ-0000506,PH-002,PRD-00677,EMP-0028,EMP-0023,2026-07-14 13:00:00,Shrinkage,27,-2,25,-39.88,Shrinkage,,False,
ADJ-0000507,PH-002,PRD-00297,EMP-0039,EMP-0034,2026-07-29 13:00:00,Cycle Count,41,2,43,8.26,Cycle Count,,False,
ADJ-0000508,PH-002,PRD-00277,EMP-0037,EMP-0024,2026-07-17 21:00:00,Shrinkage,76,-1,75,-29.47,Shrinkage,,False,
ADJ-0000509,PH-002,PRD-00629,EMP-0040,EMP-0035,2026-07-05 14:00:00,Shrinkage,62,-3,59,-82.05,Shrinkage,,False,
ADJ-0000510,PH-002,PRD-00170,EMP-0028,EMP-0025,2026-07-31 15:00:00,Cycle Count,8,1,9,25.85,Cycle Count,,False,
ADJ-0000511,PH-002,PRD-00148,EMP-0033,EMP-0035,2026-07-31 13:00:00,Shrinkage,14,-3,11,-19.98,Shrinkage,,False,
ADJ-0000512,PH-002,PRD-00184,EMP-0025,EMP-0023,2026-07-17 08:00:00,Shrinkage,75,-3,72,-29.16,Shrinkage,,False,
ADJ-0000513,PH-002,PRD-00085,EMP-0043,EMP-0035,2026-07-22 08:00:00,Shrinkage,52,-3,49,-26.25,Shrinkage,,False,
ADJ-0000514,PH-002,PRD-00284,EMP-0031,EMP-0024,2026-07-15 10:00:00,Shrinkage,40,-3,37,-82.32,Shrinkage,,False,
ADJ-0000515,PH-002,PRD-00658,EMP-0038,EMP-0024,2026-07-20 18:00:00,Shrinkage,26,-3,23,-49.65,Shrinkage,,False,
ADJ-0000516,PH-003,PRD-00497,EMP-0061,EMP-0056,2026-07-22 08:00:00,Cycle Count,9,1,10,19.86,Cycle Count,,False,
ADJ-0000517,PH-003,PRD-00136,EMP-0052,EMP-0047,2026-07-12 14:00:00,Shrinkage,0,0,0,0.0,Shrinkage,,False,
ADJ-0000518,PH-003,PRD-00600,EMP-0061,EMP-0047,2026-07-14 18:00:00,Cycle Count,16,1,17,7.36,Cycle Count,,False,
ADJ-0000519,PH-003,PRD-00107,EMP-0055,EMP-0046,2026-07-11 15:00:00,Shrinkage,51,-1,50,-11.17,Shrinkage,,False,
ADJ-0000520,PH-003,PRD-00521,EMP-0051,EMP-0057,2026-07-02 08:00:00,Shrinkage,16,-1,15,-18.44,Shrinkage,,False,
ADJ-0000521,PH-003,PRD-00755,EMP-0062,EMP-0047,2026-07-09 17:00:00,Cycle Count,0,3,3,49.11,Cycle Count,,False,
ADJ-0000522,PH-003,PRD-00644,EMP-0062,EMP-0057,2026-07-04 18:00:00,Cycle Count,64,2,66,30.72,Cycle Count,,False,
ADJ-0000523,PH-003,PRD-00584,EMP-0056,EMP-0057,2026-07-31 17:00:00,Shrinkage,4,-3,1,-40.65,Shrinkage,,False,
ADJ-0000524,PH-003,PRD-00073,EMP-0053,EMP-0046,2026-07-04 16:00:00,Shrinkage,19,-2,17,-37.04,Shrinkage,,False,
ADJ-0000525,PH-003,PRD-00761,EMP-0066,EMP-0057,2026-07-29 18:00:00,Shrinkage,60,-3,57,-23.43,Shrinkage,,False,
ADJ-0000526,PH-003,PRD-00505,EMP-0048,EMP-0047,2026-07-26 10:00:00,Shrinkage,63,-3,60,-65.64,Shrinkage,,False,
ADJ-0000527,PH-003,PRD-00582,EMP-0053,EMP-0056,2026-07-30 13:00:00,Shrinkage,69,-3,66,-3.33,Shrinkage,,False,
ADJ-0000528,PH-003,PRD-00191,EMP-0052,EMP-0047,2026-07-19 11:00:00,Cycle Count,76,3,79,87.69,Cycle Count,,False,
ADJ-0000529,PH-003,PRD-00037,EMP-0052,EMP-0045,2026-07-02 12:00:00,Shrinkage,80,-2,78,-63.48,Shrinkage,,False,
ADJ-0000530,PH-003,PRD-00174,EMP-0059,EMP-0047,2026-07-16 13:00:00,Shrinkage,90,-3,87,-90.84,Shrinkage,,False,
ADJ-0000531,PH-003,PRD-00499,EMP-0060,EMP-0045,2026-07-12 10:00:00,Cycle Count,75,3,78,65.79,Cycle Count,,False,
ADJ-0000532,PH-003,PRD-00400,EMP-0057,EMP-0046,2026-07-17 15:00:00,Cycle Count,21,2,23,62.8,Cycle Count,,False,
ADJ-0000533,PH-003,PRD-00328,EMP-0057,EMP-0046,2026-07-08 21:00:00,Cycle Count,9,1,10,7.68,Cycle Count,,False,
ADJ-0000534,PH-003,PRD-00327,EMP-0048,EMP-0057,2026-07-01 13:00:00,Cycle Count,23,1,24,22.2,Cycle Count,,False,
ADJ-0000535,PH-003,PRD-00542,EMP-0050,EMP-0047,2026-07-01 09:00:00,Shrinkage,25,-2,23,-33.8,Shrinkage,,False,
ADJ-0000536,PH-003,PRD-00367,EMP-0062,EMP-0045,2026-07-14 15:00:00,Shrinkage,82,-1,81,-30.02,Shrinkage,,False,
ADJ-0000537,PH-003,PRD-00048,EMP-0065,EMP-0056,2026-07-10 20:00:00,Shrinkage,34,-3,31,-37.92,Shrinkage,,False,
ADJ-0000538,PH-003,PRD-00494,EMP-0055,EMP-0046,2026-07-07 12:00:00,Cycle Count,40,1,41,1.0,Cycle Count,,False,
ADJ-0000539,PH-003,PRD-00042,EMP-0046,EMP-0047,2026-07-29 13:00:00,Cycle Count,56,1,57,26.51,Cycle Count,,False,
